hour,month,hour_of_day,T_outdoor_C,kWh_m2_RB,kWh_m2_NA,PMV_NA
7531,11,19,12.18,0.25609,0.19647,0.977
7532,11,20,12.94,0.23654,0.19956,-0.052
7533,11,21,13.68,0.248,0.19743,-0.703
7534,11,22,12.24,0.24836,0.19735,-0.784
7535,11,23,12.19,0.24385,0.19584,-0.382
7536,11,0,14.06,0.24319,0.19906,-0.192
7537,11,1,14.92,0.24919,0.19545,0.135
7538,11,2,15.1,0.24089,0.19801,0.15
7539,11,3,17.22,0.2354,0.19746,0.828
7540,11,4,17.74,0.23563,0.19571,0.756
7541,11,5,16.35,0.25082,0.19777,-0.67
7542,11,6,16.33,0.23688,0.20007,-0.416
7543,11,7,16.37,0.24989,0.19593,-0.508
7544,11,8,16.35,0.23422,0.19878,-0.31
7545,11,9,15.13,0.24487,0.20148,0.466
7546,11,10,15.64,0.23674,0.19974,-0.003
7547,11,11,15.88,0.23516,0.19634,0.141
7548,11,12,15.34,0.24011,0.19512,-0.06
7549,11,13,14.75,0.25361,0.19717,-0.644
7550,11,14,13.33,0.2499,0.19995,0.109
7551,11,15,12.65,0.25498,0.20168,-0.052
7552,11,16,13.67,0.2388,0.19471,0.376
7553,11,17,12.84,0.2496,0.2003,0.547
7554,11,18,11.42,0.25238,0.19772,-0.11
7555,11,19,12.33,0.23821,0.19548,0.501
7556,11,20,13.25,0.24281,0.19802,0.627
7557,11,21,11.52,0.24216,0.19644,0.119
7558,11,22,13.51,0.23714,0.19724,-0.98
7559,11,23,12.48,0.25737,0.1947,-0.321
7560,11,0,13.43,0.25347,0.20136,0.188
7561,11,1,16.21,0.23902,0.19523,-0.146
7562,11,2,14.39,0.24263,0.19708,-0.515
7563,11,3,17.55,0.23891,0.19427,-0.276
7564,11,4,13.29,0.23437,0.19518,-0.235
7565,11,5,14.84,0.25441,0.19549,0.024
7566,11,6,16.46,0.25707,0.19914,-0.149
7567,11,7,14.98,0.24877,0.19874,-0.03
7568,11,8,15.99,0.2514,0.19876,-0.052
7569,11,9,15.43,0.2489,0.19506,0.277
7570,11,10,16.47,0.25313,0.19666,-0.516
7571,11,11,15.63,0.24144,0.20106,0.414
7572,11,12,16.7,0.24504,0.19771,0.055
7573,11,13,13.51,0.23379,0.20109,0.318
7574,11,14,13.05,0.23744,0.19947,0.44
7575,11,15,12.95,0.235,0.19886,-0.31
7576,11,16,12.84,0.2494,0.19798,-0.109
7577,11,17,12.21,0.24864,0.19413,-0.774
7578,11,18,13.52,0.24379,0.19684,0.403
7579,11,19,13.0,0.257,0.19707,0.21
7580,11,20,11.83,0.2437,0.19907,-0.96
7581,11,21,13.26,0.24642,0.20128,-0.064
7582,11,22,13.65,0.25113,0.19592,-1.054
7583,11,23,14.64,0.24568,0.19597,-0.381
7584,11,0,11.59,0.24984,0.19414,-0.459
7585,11,1,16.78,0.25117,0.20117,0.578
7586,11,2,13.55,0.2354,0.19679,-0.296
7587,11,3,15.56,0.23926,0.19506,0.52
7588,11,4,16.97,0.23923,0.1959,-0.568
7589,11,5,16.49,0.23657,0.19422,-0.138
7590,11,6,16.19,0.2493,0.19573,-0.266
7591,11,7,16.09,0.24101,0.19585,0.248
7592,11,8,16.01,0.24012,0.20093,-0.051
7593,11,9,16.66,0.23546,0.19773,0.15
7594,11,10,16.26,0.25668,0.20058,-0.371
7595,11,11,15.0,0.23359,0.19444,-0.022
7596,11,12,14.29,0.24035,0.19729,-0.156
7597,11,13,15.39,0.23636,0.19537,-0.197
7598,11,14,14.6,0.23667,0.20087,0.773
7599,11,15,11.96,0.2432,0.19668,-0.577
7600,11,16,10.68,0.23925,0.20129,0.432
7601,11,17,13.68,0.24141,0.19757,-0.428
7602,11,18,13.27,0.25097,0.1943,-0.324
7603,11,19,12.58,0.24499,0.20056,0.401
7604,11,20,13.15,0.24456,0.20001,-0.362
7605,11,21,13.17,0.24654,0.20078,-0.163
7606,11,22,14.26,0.25465,0.19735,0.142
7607,11,23,14.33,0.25431,0.19471,-0.384
7608,11,0,13.51,0.23356,0.19951,0.06
7609,11,1,15.93,0.25396,0.19476,0.656
7610,11,2,13.72,0.25099,0.20121,0.01
7611,11,3,16.92,0.23982,0.19641,0.262
7612,11,4,16.54,0.23863,0.19827,0.396
7613,11,5,15.38,0.24895,0.19445,0.277
7614,11,6,17.57,0.23655,0.19588,-0.481
7615,11,7,16.79,0.24512,0.19579,0.309
7616,11,8,17.1,0.2367,0.19794,-0.742
7617,11,9,15.27,0.23548,0.19496,-1.002
7618,11,10,16.89,0.24897,0.19505,-0.142
7619,11,11,13.98,0.2475,0.19872,-0.455
7620,11,12,13.91,0.23816,0.19865,0.427
7621,11,13,13.05,0.25369,0.20173,0.62
7622,11,14,12.07,0.25356,0.19431,0.912
7623,11,15,12.51,0.25468,0.19691,0.632
7624,11,16,14.16,0.23741,0.19638,0.556
7625,11,17,12.49,0.23515,0.20121,-0.52
7626,11,18,12.74,0.24122,0.20049,-0.328
7627,11,19,10.83,0.25701,0.19465,0.56
7628,11,20,12.95,0.24983,0.19998,0.012
7629,11,21,12.32,0.24096,0.19705,-0.18
7630,11,22,14.08,0.2512,0.19924,0.157
7631,11,23,14.76,0.24456,0.19678,0.345
7632,11,0,15.46,0.25641,0.19872,-0.467
7633,11,1,15.46,0.24836,0.20152,0.148
7634,11,2,14.04,0.23818,0.19852,0.203
7635,11,3,17.29,0.23572,0.19505,0.214
7636,11,4,14.85,0.23776,0.19569,-0.327
7637,11,5,16.72,0.24976,0.19969,-0.391
7638,11,6,17.12,0.25448,0.20171,0.018
7639,11,7,17.37,0.2516,0.19681,-0.11
7640,11,8,16.55,0.23624,0.19645,-0.274
7641,11,9,17.94,0.2556,0.19882,0.002
7642,11,10,14.28,0.24974,0.19759,0.439
7643,11,11,14.7,0.24437,0.19755,0.415
7644,11,12,14.21,0.2502,0.20121,-0.812
7645,11,13,12.99,0.24193,0.19848,-0.006
7646,11,14,12.23,0.2338,0.19957,-0.134
7647,11,15,13.98,0.23916,0.19905,0.191
7648,11,16,12.91,0.25667,0.20094,-0.123
7649,11,17,14.03,0.25603,0.19583,0.07
7650,11,18,11.83,0.25439,0.1949,0.341
7651,11,19,13.13,0.23718,0.19537,-0.329
7652,11,20,14.0,0.23948,0.20079,0.081
7653,11,21,13.42,0.24874,0.19444,0.521
7654,11,22,12.14,0.23657,0.19721,-0.306
7655,11,23,15.3,0.24756,0.20136,-0.335
7656,11,0,14.53,0.24486,0.19699,0.594
7657,11,1,13.94,0.23329,0.19478,-0.785
7658,11,2,14.31,0.25199,0.1963,0.007
7659,11,3,15.7,0.24165,0.1944,-0.13
7660,11,4,15.81,0.24051,0.20046,-0.341
7661,11,5,16.05,0.23593,0.19915,0.172
7662,11,6,17.25,0.23442,0.19951,0.215
7663,11,7,16.03,0.24488,0.19537,-0.081
7664,11,8,17.12,0.25354,0.19711,0.351
7665,11,9,17.82,0.24226,0.19837,-0.126
7666,11,10,14.24,0.24817,0.1976,0.036
7667,11,11,15.62,0.23563,0.19799,0.386
7668,11,12,13.98,0.25232,0.19588,0.102
7669,11,13,14.69,0.2469,0.19748,0.002
7670,11,14,13.29,0.24181,0.20144,1.084
7671,11,15,13.53,0.24684,0.1983,-0.808
7672,11,16,10.68,0.25517,0.19769,-0.115
7673,11,17,14.67,0.23455,0.20031,0.153
7674,11,18,14.64,0.25182,0.20105,0.068
7675,11,19,13.79,0.23924,0.19935,-0.169
7676,11,20,12.48,0.23366,0.19912,-0.255
7677,11,21,14.22,0.23402,0.19584,-0.351
7678,11,22,11.77,0.23611,0.202,-0.543
7679,11,23,14.98,0.23829,0.20108,-0.388
7680,11,0,15.32,0.24127,0.19419,-0.092
7681,11,1,17.78,0.23583,0.19598,0.759
7682,11,2,18.63,0.24978,0.19442,-0.432
7683,11,3,15.91,0.25523,0.19512,-0.695
7684,11,4,16.73,0.24208,0.19906,-0.388
7685,11,5,16.49,0.25507,0.19485,-0.886
7686,11,6,14.35,0.24012,0.202,-0.336
7687,11,7,15.73,0.25322,0.198,0.586
7688,11,8,15.85,0.23838,0.19608,0.242
7689,11,9,14.09,0.2365,0.202,0.134
7690,11,10,15.76,0.25475,0.20153,0.311
7691,11,11,15.23,0.25452,0.19862,0.81
7692,11,12,14.18,0.24383,0.20153,-0.363
7693,11,13,14.81,0.25147,0.19658,0.141
7694,11,14,12.63,0.2429,0.20051,0.25
7695,11,15,14.24,0.23914,0.20006,0.159
7696,11,16,12.98,0.24352,0.19853,-0.563
7697,11,17,12.21,0.24924,0.19855,-0.373
7698,11,18,13.15,0.25603,0.20153,1.185
7699,11,19,11.19,0.2465,0.19488,-0.52
7700,11,20,11.74,0.23837,0.19918,-0.301
7701,11,21,11.95,0.25465,0.20105,-0.159
7702,11,22,13.2,0.23429,0.19497,0.404
7703,11,23,13.08,0.25432,0.20194,-0.288
7704,11,0,15.08,0.24732,0.20022,0.321
7705,11,1,15.15,0.23668,0.19542,0.23
7706,11,2,13.73,0.25521,0.19897,0.357
7707,11,3,13.1,0.2502,0.19715,-0.019
7708,11,4,16.85,0.25729,0.19569,0.094
7709,11,5,16.0,0.2441,0.19491,0.159
7710,11,6,15.92,0.24831,0.19949,0.907
7711,11,7,14.94,0.25341,0.19849,0.346
7712,11,8,16.55,0.23984,0.1983,-0.003
7713,11,9,15.15,0.24158,0.20047,0.149
7714,11,10,15.46,0.24835,0.19944,-0.64
7715,11,11,15.67,0.24252,0.19972,0.163
7716,11,12,13.59,0.25663,0.20098,0.425
7717,11,13,14.98,0.25049,0.19754,-0.477
7718,11,14,13.91,0.24903,0.19587,0.315
7719,11,15,11.67,0.25088,0.19902,-0.792
7720,11,16,12.51,0.24449,0.19996,-0.219
7721,11,17,12.5,0.23576,0.19644,0.678
7722,11,18,13.32,0.23731,0.1978,-0.285
7723,11,19,12.75,0.25739,0.20167,0.027
7724,11,20,13.74,0.25151,0.20096,0.343
7725,11,21,13.01,0.2431,0.19777,0.244
7726,11,22,14.66,0.25424,0.19774,0.27
7727,11,23,13.25,0.25043,0.19554,-0.282
7728,11,0,12.92,0.23703,0.19871,-0.307
7729,11,1,14.36,0.2377,0.2002,-0.885
7730,11,2,14.4,0.23908,0.19756,-0.518
7731,11,3,17.86,0.25661,0.20129,-0.954
7732,11,4,15.78,0.2479,0.19483,0.043
7733,11,5,15.63,0.25343,0.20159,0.612
7734,11,6,15.38,0.24736,0.19568,-0.94
7735,11,7,16.31,0.23698,0.20016,0.301
7736,11,8,15.74,0.24669,0.19944,-0.154
7737,11,9,17.81,0.23573,0.19789,0.336
7738,11,10,15.7,0.23411,0.19648,-0.024
7739,11,11,12.97,0.25266,0.19456,0.504
7740,11,12,14.45,0.23676,0.19961,-0.566
7741,11,13,14.54,0.24369,0.20108,0.353
7742,11,14,13.09,0.24489,0.19461,-0.25
7743,11,15,12.88,0.25603,0.20132,-0.33
7744,11,16,11.62,0.23726,0.19711,-0.044
7745,11,17,13.4,0.24003,0.20029,0.709
7746,11,18,12.45,0.23526,0.2014,0.616
7747,11,19,11.39,0.24786,0.19733,0.313
7748,11,20,12.34,0.2448,0.19995,0.892
7749,11,21,12.37,0.2345,0.19654,0.078
7750,11,22,11.84,0.24886,0.19567,-0.206
7751,11,23,14.97,0.23594,0.19928,0.296
7752,11,0,14.71,0.24738,0.19453,0.317
7753,11,1,14.87,0.25057,0.20053,0.665
7754,11,2,13.78,0.23636,0.19539,0.069
7755,11,3,14.35,0.25411,0.19791,-0.435
7756,11,4,15.64,0.24426,0.19981,-0.16
7757,11,5,16.3,0.24796,0.19595,-0.046
7758,11,6,15.85,0.24958,0.19841,-0.012
7759,11,7,15.11,0.23972,0.20047,0.346
7760,11,8,16.83,0.24829,0.19487,0.657
7761,11,9,16.32,0.24737,0.2014,0.214
7762,11,10,16.01,0.2565,0.19658,-0.365
7763,11,11,15.18,0.24214,0.19573,-0.191
7764,11,12,14.77,0.24124,0.19637,0.174
7765,11,13,14.71,0.25044,0.19919,0.203
7766,11,14,14.04,0.25127,0.19822,-0.166
7767,11,15,15.85,0.2532,0.2,0.185
7768,11,16,12.79,0.24821,0.20089,0.466
7769,11,17,12.25,0.24811,0.20137,-0.608
7770,11,18,11.76,0.2398,0.1988,-0.452
7771,11,19,12.87,0.23881,0.20096,0.337
7772,11,20,11.52,0.24176,0.20038,0.235
7773,11,21,13.59,0.23644,0.20049,0.633
7774,11,22,14.54,0.24877,0.19621,-0.295
7775,11,23,13.58,0.23883,0.19537,-0.127
7776,11,0,15.9,0.24726,0.19921,0.665
7777,11,1,15.48,0.23481,0.19507,-0.573
7778,11,2,15.31,0.25148,0.19749,0.863
7779,11,3,15.97,0.25176,0.19916,-1.071
7780,11,4,16.18,0.25673,0.20043,0.493
7781,11,5,14.76,0.25568,0.19954,-0.554
7782,11,6,17.86,0.24664,0.19538,0.256
7783,11,7,17.03,0.23334,0.19759,-0.75
7784,11,8,15.58,0.23448,0.20074,0.2
7785,11,9,14.76,0.25266,0.19934,0.167
7786,11,10,14.38,0.23672,0.20074,-0.602
7787,11,11,17.92,0.25455,0.19425,0.183
7788,11,12,14.56,0.24843,0.19579,-0.069
7789,11,13,13.9,0.25626,0.19962,-0.031
7790,11,14,11.76,0.24351,0.19483,0.335
7791,11,15,14.37,0.24526,0.19616,0.712
7792,11,16,13.04,0.23461,0.19471,-0.603
7793,11,17,13.37,0.25531,0.19421,0.047
7794,11,18,12.69,0.25369,0.20168,-0.367
7795,11,19,12.98,0.23781,0.1947,0.335
7796,11,20,12.9,0.23378,0.19998,-0.206
7797,11,21,12.65,0.25512,0.19826,0.088
7798,11,22,13.02,0.23619,0.20026,-0.487
7799,11,23,14.77,0.238,0.19957,0.003
7800,11,0,14.64,0.2373,0.19436,-0.28
7801,11,1,13.8,0.25223,0.19708,-0.344
7802,11,2,14.93,0.2478,0.20193,-0.509
7803,11,3,15.42,0.23767,0.20123,-0.064
7804,11,4,17.21,0.23594,0.19519,0.268
7805,11,5,17.02,0.24555,0.19843,-0.473
7806,11,6,17.02,0.23395,0.20199,-0.466
7807,11,7,17.38,0.2392,0.19786,-0.2
7808,11,8,14.99,0.24991,0.20034,0.175
7809,11,9,16.57,0.25182,0.19505,-0.026
7810,11,10,16.32,0.24368,0.20076,0.002
7811,11,11,14.04,0.23652,0.19449,-0.004
7812,11,12,14.61,0.24883,0.19997,-0.033
7813,11,13,12.55,0.23821,0.20145,0.614
7814,11,14,10.76,0.25731,0.19716,0.86
7815,11,15,12.8,0.25681,0.1975,-0.076
7816,11,16,12.77,0.24808,0.20027,-0.053
7817,11,17,11.61,0.23749,0.20046,0.296
7818,11,18,13.29,0.23393,0.20048,-0.063
7819,11,19,12.35,0.2446,0.19725,-0.1
7820,11,20,13.48,0.24901,0.19642,-0.009
7821,11,21,12.79,0.24397,0.19888,-0.489
7822,11,22,14.38,0.23531,0.19856,-0.308
7823,11,23,12.74,0.25314,0.199,0.209
7824,11,0,14.47,0.25519,0.19962,0.888
7825,11,1,13.66,0.23464,0.19543,-0.246
7826,11,2,16.02,0.23513,0.19883,-0.034
7827,11,3,16.04,0.24888,0.19587,0.047
7828,11,4,14.53,0.24695,0.19959,0.074
7829,11,5,17.11,0.24729,0.19897,-0.359
7830,11,6,15.66,0.24818,0.19877,-0.19
7831,11,7,15.17,0.24141,0.198,-0.401
7832,11,8,16.25,0.24579,0.19574,0.474
7833,11,9,15.33,0.25109,0.19736,0.656
7834,11,10,14.9,0.23937,0.20148,0.308
7835,11,11,14.23,0.23641,0.19628,0.129
7836,11,12,15.97,0.23962,0.20102,0.219
7837,11,13,13.8,0.25668,0.19519,-0.099
7838,11,14,13.84,0.23469,0.19795,0.257
7839,11,15,13.85,0.24322,0.19766,0.013
7840,11,16,13.07,0.23806,0.19473,-0.332
7841,11,17,13.0,0.25304,0.19463,-0.31
7842,11,18,12.63,0.24732,0.19937,-0.151
7843,11,19,13.92,0.2463,0.2014,0.01
7844,11,20,14.24,0.24288,0.19757,-0.029
7845,11,21,14.75,0.25129,0.19881,0.191
7846,11,22,11.85,0.25519,0.19705,-0.143
7847,11,23,13.29,0.24936,0.19665,-0.481
7848,11,0,13.76,0.23789,0.20021,-0.221
7849,11,1,13.31,0.25659,0.19766,-0.633
7850,11,2,15.3,0.24272,0.19726,0.172
7851,11,3,18.17,0.23898,0.20041,0.493
7852,11,4,15.99,0.24739,0.20044,-0.001
7853,11,5,16.96,0.2488,0.20117,-0.067
7854,11,6,16.54,0.23607,0.19777,-0.297
7855,11,7,16.39,0.24488,0.19717,0.036
7856,11,8,15.06,0.23927,0.20092,0.199
7857,11,9,16.46,0.25179,0.19776,0.236
7858,11,10,14.77,0.23536,0.19724,0.589
7859,11,11,14.67,0.24019,0.19887,-0.44
7860,11,12,15.89,0.24545,0.20141,-0.374
7861,11,13,14.25,0.24938,0.20165,-0.236
7862,11,14,12.04,0.23712,0.19622,-0.385
7863,11,15,14.34,0.23986,0.19537,0.003
7864,11,16,12.26,0.25561,0.20103,-0.115
7865,11,17,11.49,0.25509,0.19413,-0.326
7866,11,18,13.27,0.24536,0.19414,0.074
7867,11,19,12.52,0.25225,0.20076,-0.084
7868,11,20,11.2,0.2476,0.19621,-0.053
7869,11,21,13.85,0.23668,0.19416,-0.244
7870,11,22,13.38,0.25018,0.20031,-0.845
7871,11,23,15.13,0.24921,0.19627,0.595
7872,11,0,15.98,0.2345,0.19646,-0.598
7873,11,1,15.87,0.24482,0.19981,-0.958
7874,11,2,16.42,0.24222,0.19828,-0.024
7875,11,3,15.53,0.2391,0.19843,0.339
7876,11,4,16.29,0.24034,0.19716,-0.327
7877,11,5,17.05,0.24383,0.1987,0.445
7878,11,6,17.27,0.23744,0.1965,0.333
7879,11,7,15.35,0.23319,0.1955,-0.211
7880,11,8,16.43,0.24127,0.19894,0.544
7881,11,9,15.13,0.24432,0.19463,0.52
7882,11,10,13.79,0.24352,0.19747,0.461
7883,11,11,16.07,0.24324,0.19425,0.768
7884,11,12,15.41,0.25176,0.2019,0.116
7885,11,13,13.61,0.24611,0.19599,-0.194
7886,11,14,13.41,0.23995,0.19621,-0.175
7887,11,15,13.7,0.23607,0.19586,0.353
7888,11,16,11.91,0.25696,0.1984,0.375
7889,11,17,12.93,0.24073,0.19641,-0.123
7890,11,18,13.63,0.23714,0.19715,-0.29
7891,11,19,11.35,0.24711,0.19971,-0.308
7892,11,20,12.24,0.25281,0.1978,0.433
7893,11,21,15.3,0.25588,0.19855,0.411
7894,11,22,13.52,0.23792,0.19647,-0.734
7895,11,23,13.31,0.24827,0.20065,0.717
7896,11,0,15.31,0.25196,0.19979,-0.757
7897,11,1,12.78,0.24288,0.19755,0.306
7898,11,2,16.83,0.23597,0.20179,-0.403
7899,11,3,15.2,0.23394,0.19976,0.396
7900,11,4,15.93,0.25533,0.19617,-0.072
7901,11,5,16.21,0.25154,0.19513,0.046
7902,11,6,16.81,0.25632,0.19441,0.759
7903,11,7,16.05,0.25445,0.19883,-0.074
7904,11,8,15.14,0.24488,0.19728,0.041
7905,11,9,16.99,0.2344,0.19924,-0.29
7906,11,10,14.64,0.24762,0.19524,0.389
7907,11,11,15.33,0.25376,0.19465,-0.341
7908,11,12,14.66,0.23824,0.19897,-0.374
7909,11,13,13.64,0.24627,0.20095,-0.101
7910,11,14,14.46,0.23942,0.20114,0.222
7911,11,15,14.11,0.24444,0.19624,-0.142
7912,11,16,13.22,0.23483,0.20149,-0.643
7913,11,17,11.68,0.23861,0.19414,-0.492
7914,11,18,13.29,0.25274,0.19445,0.669
7915,11,19,12.36,0.25528,0.19497,0.213
7916,11,20,13.27,0.24167,0.19475,0.622
7917,11,21,12.75,0.24518,0.19891,0.03
7918,11,22,12.65,0.24126,0.19992,-0.462
7919,11,23,14.65,0.24838,0.1959,-0.272
7920,11,0,13.87,0.25304,0.20041,0.17
7921,11,1,14.75,0.24309,0.19783,0.274
7922,11,2,16.21,0.23915,0.19728,0.066
7923,11,3,13.88,0.25684,0.19987,0.021
7924,11,4,17.88,0.24435,0.19426,-0.055
7925,11,5,18.61,0.25695,0.19444,0.301
7926,11,6,15.57,0.23655,0.19896,0.011
7927,11,7,17.19,0.2455,0.19585,-0.327
7928,11,8,16.15,0.25404,0.19422,-0.0
7929,11,9,15.15,0.24824,0.20064,-0.25
7930,11,10,14.54,0.23572,0.19533,-0.78
7931,11,11,14.1,0.23785,0.19598,0.063
7932,11,12,13.91,0.24515,0.20148,-0.029
7933,11,13,14.04,0.25338,0.1966,-0.09
7934,11,14,14.24,0.23851,0.20071,0.818
7935,11,15,12.18,0.25136,0.19606,0.381
7936,11,16,12.01,0.24986,0.19601,0.14
7937,11,17,11.33,0.25069,0.1946,0.109
7938,11,18,12.1,0.23391,0.20002,-0.168
7939,11,19,12.72,0.25687,0.19936,-0.401
7940,11,20,11.76,0.23664,0.19699,-0.143
7941,11,21,14.01,0.23747,0.19766,-0.134
7942,11,22,15.57,0.25125,0.19683,0.971
7943,11,23,13.89,0.24853,0.20177,0.642
7944,11,0,12.0,0.2551,0.20127,-0.351
7945,11,1,15.04,0.24133,0.19603,0.079
7946,11,2,16.05,0.25536,0.20165,-0.553
7947,11,3,16.05,0.25269,0.20088,0.495
7948,11,4,14.21,0.24406,0.19929,-0.329
7949,11,5,17.7,0.25506,0.19636,-0.244
7950,11,6,16.6,0.25442,0.19494,0.153
7951,11,7,15.61,0.24032,0.19548,-0.455
7952,11,8,16.0,0.2565,0.19874,0.415
7953,11,9,16.06,0.25725,0.1986,-0.446
7954,11,10,16.26,0.24552,0.1967,-0.427
7955,11,11,15.37,0.25525,0.19819,-0.072
7956,11,12,14.04,0.23673,0.19826,-0.111
7957,11,13,13.83,0.24405,0.20003,-0.025
7958,11,14,13.7,0.25063,0.19701,0.367
7959,11,15,14.85,0.25073,0.19748,-0.012
7960,11,16,13.56,0.24839,0.19921,0.033
7961,11,17,12.23,0.24571,0.20172,0.099
7962,11,18,11.11,0.24763,0.19587,-0.375
7963,11,19,11.38,0.24711,0.19889,0.077
7964,11,20,10.93,0.23891,0.19674,-0.511
7965,11,21,11.43,0.25208,0.19974,-0.004
7966,11,22,13.03,0.2329,0.19885,-0.109
7967,11,23,14.34,0.24981,0.20092,-0.043
7968,11,0,14.12,0.24257,0.19991,-0.743
7969,11,1,15.38,0.2573,0.19764,-0.767
7970,11,2,15.65,0.25258,0.19623,1.206
7971,11,3,16.44,0.24308,0.20136,-0.271
7972,11,4,17.11,0.23462,0.19991,0.784
7973,11,5,17.48,0.23946,0.20162,0.559
7974,11,6,15.62,0.2571,0.20003,-0.181
7975,11,7,17.11,0.23513,0.19482,-0.053
7976,11,8,15.28,0.25538,0.20078,0.216
7977,11,9,16.59,0.23395,0.19847,-0.134
7978,11,10,14.4,0.23806,0.1982,-0.199
7979,11,11,14.59,0.24303,0.2007,0.035
7980,11,12,13.25,0.2563,0.19623,-0.084
7981,11,13,13.42,0.24327,0.19801,0.221
7982,11,14,17.19,0.23841,0.19821,0.057
7983,11,15,11.62,0.25712,0.20098,-0.037
7984,11,16,13.1,0.23681,0.19862,0.281
7985,11,17,10.06,0.23809,0.19712,-0.04
7986,11,18,13.33,0.23894,0.19896,-0.63
7987,11,19,12.7,0.25087,0.19771,0.374
7988,11,20,14.69,0.25281,0.19935,0.095
7989,11,21,13.63,0.23979,0.19754,0.175
7990,11,22,12.11,0.25367,0.19434,0.953
7991,11,23,14.3,0.23434,0.19592,-0.098
7992,11,0,15.76,0.24663,0.20168,-0.3
7993,11,1,15.48,0.23983,0.19607,-0.135
7994,11,2,14.72,0.24231,0.19694,-0.001
7995,11,3,16.05,0.24235,0.2019,-0.051
7996,11,4,18.75,0.25297,0.20114,0.051
7997,11,5,16.05,0.24469,0.20113,0.04
7998,11,6,17.18,0.24942,0.19447,0.158
7999,11,7,18.03,0.24226,0.1952,0.097
8000,11,8,14.12,0.24152,0.19923,0.055
8001,11,9,16.06,0.24975,0.19935,0.394
8002,11,10,13.63,0.24216,0.19662,0.202
8003,11,11,15.84,0.25462,0.20147,0.063
8004,11,12,15.23,0.24783,0.19993,-0.372
8005,11,13,14.87,0.24294,0.20073,-0.432
8006,11,14,12.89,0.2374,0.19981,0.25
8007,11,15,15.14,0.25134,0.20089,0.726
8008,11,16,13.1,0.25322,0.20104,-0.62
8009,11,17,11.99,0.2386,0.20161,-0.124
8010,11,18,10.12,0.23321,0.19452,-0.439
8011,11,19,13.49,0.247,0.19499,0.692
8012,11,20,13.87,0.23718,0.20111,-0.208
8013,11,21,13.76,0.24097,0.19934,-0.014
8014,11,22,12.4,0.23898,0.20149,0.112
8015,11,23,14.56,0.25654,0.19507,-0.372
8016,11,0,13.13,0.23833,0.19506,-0.2
8017,11,1,16.29,0.24949,0.20145,0.308
8018,11,2,15.07,0.24134,0.19596,-0.342
8019,11,3,15.87,0.25335,0.20168,-0.462
8020,11,4,16.4,0.25311,0.1972,-0.078
8021,11,5,13.97,0.23895,0.20191,-0.153
8022,11,6,14.15,0.2393,0.19915,0.095
8023,11,7,15.21,0.23346,0.19879,-0.679
8024,11,8,15.95,0.25047,0.1966,-0.147
8025,11,9,16.19,0.23816,0.19627,-0.474
8026,11,10,16.91,0.25103,0.19794,0.284
8027,11,11,16.47,0.23763,0.19533,-0.092
8028,11,12,13.55,0.2503,0.19615,0.694
8029,11,13,14.67,0.24323,0.1988,-0.122
8030,12,14,10.92,0.25714,0.20104,-0.196
8031,12,15,11.55,0.24746,0.19704,0.141
8032,12,16,10.75,0.23763,0.19743,-0.414
8033,12,17,9.9,0.23606,0.1959,0.06
8034,12,18,8.39,0.24523,0.19651,0.135
8035,12,19,8.27,0.25692,0.19802,0.02
8036,12,20,11.13,0.24492,0.19601,0.419
8037,12,21,12.6,0.24417,0.19477,0.048
8038,12,22,10.62,0.25035,0.20058,-0.471
8039,12,23,10.15,0.23953,0.19744,-0.037
8040,12,0,10.59,0.23613,0.20136,-0.506
8041,12,1,12.46,0.25693,0.19935,-0.183
8042,12,2,12.04,0.25652,0.19423,-0.157
8043,12,3,14.16,0.23351,0.19987,0.143
8044,12,4,14.73,0.24648,0.20006,-0.091
8045,12,5,13.44,0.23812,0.19474,0.037
8046,12,6,12.75,0.25387,0.20006,-0.122
8047,12,7,13.52,0.23917,0.19788,1.094
8048,12,8,14.95,0.2349,0.19973,0.243
8049,12,9,13.81,0.23815,0.19839,0.648
8050,12,10,9.55,0.24419,0.195,0.154
8051,12,11,11.71,0.2389,0.19579,-0.352
8052,12,12,12.78,0.24091,0.19654,0.229
8053,12,13,11.86,0.24009,0.19977,0.421
8054,12,14,11.99,0.25723,0.19651,-0.711
8055,12,15,10.38,0.24614,0.19777,0.195
8056,12,16,11.59,0.24447,0.19495,0.259
8057,12,17,10.86,0.25485,0.19746,-0.449
8058,12,18,8.51,0.243,0.19679,0.133
8059,12,19,9.56,0.24706,0.19465,0.205
8060,12,20,9.58,0.24112,0.1995,-0.212
8061,12,21,11.34,0.23811,0.19701,-0.0
8062,12,22,9.85,0.25724,0.19719,-0.295
8063,12,23,11.33,0.2379,0.19507,0.241
8064,12,0,11.92,0.23896,0.19901,0.191
8065,12,1,12.24,0.2456,0.19552,0.491
8066,12,2,12.83,0.2453,0.20019,-0.227
8067,12,3,14.93,0.23572,0.19463,0.002
8068,12,4,14.19,0.25151,0.19524,-0.231
8069,12,5,14.36,0.23787,0.19875,0.239
8070,12,6,13.19,0.24583,0.19661,0.34
8071,12,7,13.82,0.23625,0.19989,0.34
8072,12,8,13.02,0.24225,0.19832,-0.209
8073,12,9,13.57,0.23327,0.20119,-0.353
8074,12,10,13.19,0.24433,0.19614,0.138
8075,12,11,12.67,0.23678,0.19781,0.035
8076,12,12,10.93,0.24284,0.20166,-0.551
8077,12,13,11.43,0.25622,0.19789,-0.682
