hour,month,hour_of_day,T_outdoor_C,kWh_m2_RB,kWh_m2_NA,PMV_NA
6831,10,15,5.44,0.44953,0.3646,0.26
6832,10,16,3.8,0.42832,0.37616,-0.026
6833,10,17,3.14,0.43334,0.36897,-0.356
6834,10,18,3.91,0.44591,0.36516,0.393
6835,10,19,6.87,0.42713,0.3693,0.057
6836,10,20,4.89,0.46646,0.3655,-0.067
6837,10,21,3.92,0.43656,0.36944,0.405
6838,10,22,7.36,0.45276,0.36943,0.272
6839,10,23,6.91,0.46797,0.36944,0.612
6840,10,0,6.78,0.44633,0.36584,-0.754
6841,10,1,7.61,0.46452,0.36543,-0.472
6842,10,2,9.62,0.42812,0.37384,-0.277
6843,10,3,9.14,0.4338,0.36303,0.696
6844,10,4,9.81,0.46615,0.37255,-0.308
6845,10,5,9.9,0.46146,0.37134,0.016
6846,10,6,8.28,0.44184,0.37553,-0.528
6847,10,7,10.13,0.4435,0.36664,0.435
6848,10,8,8.94,0.43362,0.36743,-0.409
6849,10,9,8.31,0.42636,0.36175,-0.386
6850,10,10,8.67,0.4507,0.36924,0.361
6851,10,11,8.79,0.46623,0.36527,0.361
6852,10,12,7.25,0.44392,0.37379,-0.123
6853,10,13,6.85,0.46432,0.36384,-0.069
6854,10,14,6.87,0.44227,0.37427,0.357
6855,10,15,6.1,0.44223,0.37027,0.133
6856,10,16,5.61,0.43206,0.366,-0.257
6857,10,17,5.94,0.43711,0.3688,-0.98
6858,10,18,4.64,0.46318,0.36581,-0.085
6859,10,19,6.65,0.43334,0.3621,0.783
6860,10,20,5.59,0.44296,0.37292,0.464
6861,10,21,7.15,0.45806,0.36973,-0.87
6862,10,22,6.43,0.45957,0.36848,-0.076
6863,10,23,5.22,0.45322,0.37468,-0.156
6864,10,0,8.52,0.46186,0.365,0.273
6865,10,1,6.53,0.44941,0.36239,-0.807
6866,10,2,7.52,0.46048,0.37588,0.07
6867,10,3,8.8,0.46122,0.36631,-0.744
6868,10,4,9.55,0.45564,0.37007,-0.279
6869,10,5,8.84,0.43451,0.374,0.297
6870,10,6,8.2,0.44275,0.37426,0.66
6871,10,7,10.48,0.44101,0.37032,0.222
6872,10,8,8.65,0.44624,0.37025,0.629
6873,10,9,8.34,0.46375,0.37266,0.273
6874,10,10,6.17,0.44229,0.36955,-0.095
6875,10,11,6.23,0.43352,0.37211,-0.71
6876,10,12,6.13,0.45172,0.36456,0.022
6877,10,13,9.23,0.44491,0.36638,-0.147
6878,10,14,6.82,0.43686,0.37367,0.156
6879,10,15,5.64,0.4348,0.3709,-0.981
6880,10,16,5.8,0.46866,0.37278,-0.348
6881,10,17,5.31,0.43079,0.36592,0.383
6882,10,18,5.33,0.45347,0.36793,-0.257
6883,10,19,3.54,0.42828,0.36804,0.262
6884,10,20,5.95,0.43996,0.37167,0.014
6885,10,21,5.4,0.46599,0.36666,0.405
6886,10,22,7.54,0.43695,0.36339,0.225
6887,10,23,8.04,0.42726,0.36333,0.062
6888,10,0,7.13,0.44414,0.3643,0.153
6889,10,1,7.77,0.43384,0.36358,-0.038
6890,10,2,8.22,0.44856,0.36719,0.584
6891,10,3,8.66,0.42783,0.36439,-0.025
6892,10,4,8.66,0.44029,0.37012,0.201
6893,10,5,11.36,0.43312,0.3694,0.058
6894,10,6,8.76,0.46786,0.37019,0.544
6895,10,7,8.8,0.46277,0.36832,0.788
6896,10,8,8.91,0.46313,0.3711,0.139
6897,10,9,9.48,0.43866,0.37218,-0.19
6898,10,10,7.15,0.43134,0.37101,-0.117
6899,10,11,7.77,0.46813,0.36658,-0.554
6900,10,12,7.06,0.43619,0.36662,0.389
6901,10,13,7.19,0.44718,0.37072,-0.315
6902,10,14,7.35,0.4318,0.37129,-0.526
6903,10,15,5.74,0.45168,0.37429,-0.301
6904,10,16,5.72,0.46391,0.36913,0.544
6905,10,17,7.2,0.46366,0.37056,0.056
6906,10,18,6.77,0.46026,0.36577,0.051
6907,10,19,5.97,0.46245,0.36369,0.343
6908,10,20,6.3,0.46494,0.3713,0.083
6909,10,21,4.47,0.4311,0.3718,0.532
6910,10,22,6.52,0.42671,0.3638,0.527
6911,10,23,7.1,0.44968,0.36855,-0.293
6912,10,0,5.59,0.4604,0.36651,0.135
6913,10,1,6.63,0.42767,0.36545,0.643
6914,10,2,8.02,0.46367,0.36618,-0.237
6915,10,3,7.02,0.46863,0.37642,-0.3
6916,10,4,10.56,0.43427,0.36719,-0.036
6917,10,5,8.09,0.43448,0.37527,0.393
6918,10,6,8.51,0.44456,0.36331,0.322
6919,10,7,9.19,0.4395,0.36913,-0.301
6920,10,8,8.97,0.45137,0.3631,0.178
6921,10,9,8.9,0.44778,0.36437,0.077
6922,10,10,6.61,0.46888,0.36891,-0.252
6923,10,11,6.64,0.43512,0.37216,-0.114
6924,10,12,5.18,0.43771,0.36462,0.212
6925,10,13,6.94,0.44287,0.37449,0.031
6926,10,14,6.4,0.43349,0.37303,-0.677
6927,10,15,9.15,0.46284,0.37257,-0.085
6928,10,16,5.51,0.44506,0.37074,0.175
6929,10,17,3.16,0.43966,0.37394,-0.521
6930,10,18,7.66,0.43356,0.36538,0.291
6931,10,19,4.95,0.4264,0.37477,-0.826
6932,10,20,5.88,0.43856,0.36735,0.277
6933,10,21,5.01,0.45165,0.37504,0.399
6934,10,22,7.97,0.46593,0.36669,-0.676
6935,10,23,7.6,0.46593,0.37433,0.322
6936,10,0,8.05,0.43522,0.37156,0.528
6937,10,1,7.39,0.45615,0.37162,-0.678
6938,10,2,7.11,0.44607,0.36565,-0.152
6939,10,3,7.92,0.456,0.369,-0.467
6940,10,4,9.86,0.45602,0.36896,-0.101
6941,10,5,10.52,0.43217,0.37146,-0.124
6942,10,6,9.35,0.43852,0.37339,0.306
6943,10,7,10.26,0.45548,0.36861,0.059
6944,10,8,8.7,0.45961,0.36511,-0.443
6945,10,9,7.76,0.44515,0.36292,0.332
6946,10,10,10.54,0.44961,0.36766,-0.353
6947,10,11,6.45,0.45871,0.37321,-0.325
6948,10,12,4.96,0.45292,0.36989,-0.137
6949,10,13,5.57,0.45966,0.36634,0.427
6950,10,14,5.29,0.46266,0.37117,-0.092
6951,10,15,6.49,0.45593,0.36819,-0.172
6952,10,16,5.88,0.45827,0.36253,-0.19
6953,10,17,5.94,0.46597,0.36341,0.249
6954,10,18,3.98,0.44229,0.36557,0.195
6955,10,19,4.41,0.438,0.36271,-0.052
6956,10,20,3.7,0.45082,0.3684,-0.03
6957,10,21,5.52,0.4581,0.37101,-0.103
6958,10,22,5.15,0.46199,0.37468,0.229
6959,10,23,7.78,0.42575,0.37561,0.074
6960,10,0,7.49,0.4399,0.36224,-0.205
6961,10,1,7.42,0.45756,0.36541,0.355
6962,10,2,9.66,0.44974,0.36619,0.148
6963,10,3,8.1,0.46192,0.37068,-0.211
6964,10,4,7.4,0.44382,0.37081,0.023
6965,10,5,9.06,0.43514,0.3712,-0.246
6966,10,6,7.76,0.4263,0.36436,0.333
6967,10,7,9.5,0.43201,0.36878,-0.474
6968,10,8,9.98,0.43539,0.3644,0.111
6969,10,9,8.29,0.45345,0.37158,-0.43
6970,10,10,7.93,0.44449,0.36374,-0.126
6971,10,11,8.34,0.43884,0.36765,0.472
6972,10,12,6.32,0.46422,0.36879,0.222
6973,10,13,6.85,0.44465,0.36859,0.646
6974,10,14,7.68,0.46225,0.37427,-0.318
6975,10,15,6.24,0.43338,0.36184,-0.189
6976,10,16,4.65,0.46062,0.37262,-0.413
6977,10,17,5.15,0.43567,0.37045,-0.239
6978,10,18,7.28,0.46513,0.36788,0.181
6979,10,19,6.03,0.44864,0.36621,0.094
6980,10,20,7.05,0.45661,0.37271,-0.222
6981,10,21,6.21,0.45858,0.37429,0.068
6982,10,22,8.22,0.46768,0.37451,0.387
6983,10,23,7.52,0.44046,0.36975,0.423
6984,10,0,7.21,0.42944,0.37242,-0.248
6985,10,1,8.44,0.45062,0.37034,-0.168
6986,10,2,6.88,0.43531,0.37568,0.129
6987,10,3,8.28,0.4344,0.37092,0.101
6988,10,4,8.09,0.43348,0.3644,-0.34
6989,10,5,10.06,0.44058,0.36345,0.089
6990,10,6,6.96,0.46424,0.36915,0.808
6991,10,7,10.06,0.44564,0.36743,-0.014
6992,10,8,9.42,0.4675,0.37311,0.024
6993,10,9,9.78,0.44318,0.37111,-0.001
6994,10,10,8.85,0.43678,0.37305,-0.412
6995,10,11,6.09,0.4578,0.36794,-0.595
6996,10,12,8.07,0.43056,0.36873,0.179
6997,10,13,5.88,0.43385,0.36486,-0.221
6998,10,14,5.38,0.45852,0.36647,0.002
6999,10,15,7.04,0.43578,0.37018,0.24
7000,10,16,7.89,0.42651,0.3637,-0.113
7001,10,17,6.19,0.43881,0.36467,0.333
7002,10,18,5.73,0.44147,0.36898,-0.618
7003,10,19,5.41,0.46891,0.37149,0.55
7004,10,20,5.6,0.46078,0.36488,-0.585
7005,10,21,6.08,0.43171,0.37457,0.181
7006,10,22,6.16,0.45737,0.3755,-0.306
7007,10,23,7.84,0.43323,0.36218,-0.188
7008,10,0,7.38,0.43133,0.3624,-0.058
7009,10,1,10.12,0.4309,0.36693,-0.301
7010,10,2,9.63,0.46206,0.36812,0.551
7011,10,3,9.07,0.44956,0.36339,0.281
7012,10,4,10.93,0.45834,0.37228,0.591
7013,10,5,11.69,0.45895,0.36685,0.314
7014,10,6,9.26,0.46869,0.36642,0.196
7015,10,7,9.38,0.46323,0.37078,-0.284
7016,10,8,9.8,0.43575,0.3686,0.192
7017,10,9,8.7,0.43051,0.37512,0.222
7018,10,10,6.17,0.4288,0.36843,-0.027
7019,10,11,8.61,0.44663,0.37228,0.378
7020,10,12,8.62,0.42827,0.3646,-0.328
7021,10,13,6.44,0.43364,0.36297,0.272
7022,10,14,5.67,0.44665,0.37523,-0.065
7023,10,15,5.0,0.42743,0.36326,-0.236
7024,10,16,5.32,0.44197,0.36883,0.235
7025,10,17,6.18,0.4675,0.36477,0.258
7026,10,18,4.26,0.44434,0.37358,-0.453
7027,10,19,6.15,0.43356,0.37214,-0.278
7028,10,20,6.02,0.44724,0.36651,0.143
7029,10,21,5.2,0.43106,0.37398,0.437
7030,10,22,7.85,0.46548,0.36366,-0.761
7031,10,23,8.74,0.46295,0.3667,0.75
7032,10,0,7.82,0.43191,0.36861,-0.994
7033,10,1,6.49,0.46166,0.36802,-0.115
7034,10,2,7.58,0.42845,0.37583,-0.158
7035,10,3,10.11,0.46172,0.36609,-0.073
7036,10,4,9.59,0.43695,0.37145,0.04
7037,10,5,8.68,0.44635,0.3684,0.799
7038,10,6,8.15,0.45995,0.37142,0.028
7039,10,7,8.85,0.44722,0.36469,-0.369
7040,10,8,11.19,0.42695,0.37285,-0.235
7041,10,9,8.67,0.45912,0.36783,0.054
7042,10,10,9.54,0.43762,0.37328,0.327
7043,10,11,6.7,0.43064,0.37365,-0.271
7044,10,12,7.9,0.45338,0.36669,0.043
7045,10,13,6.3,0.43744,0.36208,0.315
7046,10,14,5.48,0.43773,0.3671,-0.352
7047,10,15,4.51,0.45289,0.36363,0.152
7048,10,16,5.7,0.45617,0.36606,0.352
7049,10,17,4.49,0.46848,0.36662,-1.097
7050,10,18,5.52,0.44923,0.37307,-0.35
7051,10,19,5.31,0.45669,0.36807,0.081
7052,10,20,5.05,0.44682,0.3628,0.185
7053,10,21,4.68,0.46733,0.36984,0.091
7054,10,22,6.8,0.44671,0.37165,0.012
7055,10,23,6.85,0.4291,0.37318,-0.034
7056,10,0,6.96,0.46368,0.36878,0.301
7057,10,1,5.95,0.44573,0.37507,0.609
7058,10,2,8.25,0.44742,0.36338,0.256
7059,10,3,8.9,0.43349,0.37017,-0.818
7060,10,4,10.15,0.44421,0.37302,0.535
7061,10,5,8.93,0.43651,0.37057,-0.791
7062,10,6,7.88,0.43821,0.36579,-0.121
7063,10,7,9.31,0.4536,0.37546,0.353
7064,10,8,10.21,0.43195,0.36569,0.051
7065,10,9,9.3,0.43073,0.37336,-0.44
7066,10,10,7.49,0.437,0.37268,-0.342
7067,10,11,7.57,0.45447,0.37079,-0.187
7068,10,12,8.24,0.43027,0.37109,-0.15
7069,10,13,7.02,0.44175,0.37612,-0.703
7070,10,14,6.77,0.43584,0.373,-0.005
7071,10,15,6.67,0.45543,0.37173,0.189
7072,10,16,4.65,0.4548,0.36638,0.207
7073,10,17,4.55,0.46526,0.37084,-0.152
7074,10,18,5.7,0.46876,0.36941,0.306
7075,10,19,3.63,0.42949,0.36518,0.41
7076,10,20,7.53,0.4662,0.363,-1.084
7077,10,21,6.01,0.4295,0.37181,-0.896
7078,10,22,3.4,0.45375,0.36591,0.436
7079,10,23,5.84,0.44784,0.36716,-0.186
7080,10,0,6.76,0.42548,0.36451,-0.147
7081,10,1,7.75,0.43521,0.37373,-0.659
7082,10,2,10.63,0.43373,0.3678,-0.192
7083,10,3,7.13,0.43946,0.37358,0.351
7084,10,4,9.18,0.46449,0.37253,0.497
7085,10,5,9.35,0.45562,0.36964,-0.261
7086,10,6,8.81,0.42737,0.37101,0.347
7087,10,7,10.16,0.42494,0.3716,0.312
7088,10,8,9.64,0.44706,0.37222,0.699
7089,10,9,8.64,0.44619,0.37313,-0.571
7090,10,10,7.72,0.45407,0.36775,-0.373
7091,10,11,8.75,0.42831,0.37332,-0.595
7092,10,12,5.88,0.44269,0.3636,0.049
7093,10,13,8.37,0.44255,0.36667,0.428
7094,10,14,6.58,0.45424,0.36354,0.452
7095,10,15,5.46,0.44082,0.37538,0.701
7096,10,16,4.1,0.44726,0.36758,-0.425
7097,10,17,6.06,0.45895,0.36711,0.287
7098,10,18,6.91,0.42999,0.37424,-0.266
7099,10,19,6.58,0.4599,0.36719,0.056
7100,10,20,4.39,0.46506,0.3752,-0.594
7101,10,21,5.52,0.42449,0.36813,-0.091
7102,10,22,4.69,0.43605,0.36693,0.196
7103,10,23,7.46,0.45316,0.3739,-0.172
7104,10,0,7.13,0.44578,0.37609,0.439
7105,10,1,8.36,0.45052,0.36847,0.218
7106,10,2,8.4,0.44753,0.36565,0.035
7107,10,3,8.92,0.43767,0.36556,-0.46
7108,10,4,8.77,0.46414,0.36482,0.085
7109,10,5,9.94,0.45985,0.37455,0.217
7110,10,6,9.62,0.44399,0.3625,-0.059
7111,10,7,9.92,0.43326,0.37382,0.259
7112,10,8,8.85,0.46058,0.36594,-0.085
7113,10,9,6.9,0.44696,0.37156,0.809
7114,10,10,8.74,0.45748,0.36432,0.34
7115,10,11,9.17,0.45212,0.36566,-0.721
7116,10,12,7.06,0.45813,0.3622,-0.155
7117,10,13,6.49,0.43355,0.36768,-0.451
7118,10,14,7.64,0.42604,0.37623,0.053
7119,10,15,6.02,0.44593,0.36979,0.267
7120,10,16,3.76,0.44506,0.36598,-0.012
7121,10,17,6.27,0.44178,0.3663,0.611
7122,10,18,5.69,0.45642,0.37079,0.302
7123,10,19,6.13,0.44788,0.37459,-0.048
7124,10,20,5.87,0.4354,0.3694,-0.198
7125,10,21,6.95,0.44235,0.36848,-0.404
7126,10,22,5.51,0.43246,0.36984,-0.383
7127,10,23,6.37,0.44814,0.36572,-0.272
7128,10,0,7.11,0.46792,0.37244,0.016
7129,10,1,8.68,0.4633,0.36707,0.003
7130,10,2,8.0,0.43377,0.37273,-0.202
7131,10,3,9.91,0.44632,0.37302,0.064
7132,10,4,10.01,0.45301,0.37287,-0.656
7133,10,5,8.62,0.44165,0.36472,0.346
7134,10,6,8.48,0.44191,0.37351,0.368
7135,10,7,7.99,0.45354,0.37606,-0.391
7136,10,8,8.72,0.44306,0.37227,-0.332
7137,10,9,7.91,0.46474,0.36577,0.459
7138,10,10,7.45,0.46724,0.36172,0.202
7139,10,11,8.58,0.46258,0.37633,-0.447
7140,10,12,6.8,0.46429,0.36214,-0.362
7141,10,13,6.28,0.45522,0.36941,0.64
7142,10,14,7.81,0.45264,0.37147,0.452
7143,10,15,7.62,0.45911,0.37329,0.218
7144,10,16,5.16,0.45776,0.37563,0.338
7145,10,17,6.66,0.43746,0.36425,-0.24
7146,10,18,6.69,0.43816,0.36601,-0.095
7147,10,19,4.49,0.45175,0.36525,-0.285
7148,10,20,5.41,0.44868,0.3677,0.214
7149,10,21,5.83,0.44963,0.37293,0.2
7150,10,22,8.44,0.43727,0.36849,-0.752
7151,10,23,7.13,0.45133,0.36829,0.031
7152,10,0,6.97,0.45939,0.37311,-0.882
7153,10,1,7.37,0.43992,0.36388,0.315
7154,10,2,8.72,0.42791,0.36614,0.37
7155,10,3,8.7,0.43865,0.36866,-0.819
7156,10,4,8.22,0.43201,0.37257,-0.569
7157,10,5,10.5,0.45399,0.36218,-0.739
7158,10,6,9.82,0.42814,0.3635,0.861
7159,10,7,7.3,0.44399,0.37104,-0.303
7160,10,8,9.5,0.46099,0.3617,-0.376
7161,10,9,7.35,0.44374,0.37074,-0.326
7162,10,10,8.03,0.45701,0.37178,-0.102
7163,10,11,7.96,0.4365,0.36652,-1.276
7164,10,12,8.49,0.44927,0.37243,-0.368
7165,10,13,7.95,0.43876,0.3675,0.902
7166,10,14,6.52,0.44787,0.36244,0.382
7167,10,15,7.13,0.4553,0.36301,0.447
7168,10,16,4.66,0.46137,0.37614,-0.58
7169,10,17,6.76,0.42477,0.36179,-0.853
7170,10,18,5.52,0.4324,0.37285,-0.148
7171,10,19,6.54,0.46333,0.37465,-0.089
7172,10,20,7.05,0.45401,0.36442,0.088
7173,10,21,6.33,0.45896,0.36554,-0.043
7174,10,22,5.36,0.43913,0.37536,-0.344
7175,10,23,4.85,0.43513,0.37483,-0.385
7176,10,0,7.23,0.45199,0.37581,0.105
7177,10,1,4.52,0.44802,0.36215,-0.022
7178,10,2,9.4,0.46763,0.37006,-0.429
7179,10,3,8.43,0.44634,0.36391,-0.524
7180,10,4,8.44,0.43614,0.36688,-0.771
7181,10,5,10.01,0.45029,0.3698,-0.594
7182,10,6,8.59,0.45683,0.37193,-0.246
7183,10,7,8.77,0.43092,0.36638,-0.176
7184,10,8,9.97,0.44852,0.3626,0.062
7185,10,9,8.37,0.46496,0.36702,1.001
7186,10,10,8.76,0.45586,0.37532,-0.06
7187,10,11,10.33,0.44757,0.36873,-0.039
7188,10,12,6.82,0.43274,0.36483,0.035
7189,10,13,5.69,0.45749,0.3641,-0.801
7190,10,14,4.68,0.44748,0.37091,0.202
7191,10,15,4.53,0.45614,0.37131,0.161
7192,10,16,5.79,0.45662,0.37363,0.242
7193,10,17,5.72,0.43868,0.37381,-0.256
7194,10,18,7.93,0.43607,0.37126,-0.256
7195,10,19,4.92,0.42448,0.36628,-0.236
7196,10,20,4.23,0.43473,0.37484,-0.23
7197,10,21,7.11,0.43505,0.3736,-0.373
7198,10,22,7.46,0.44408,0.37464,0.313
7199,10,23,8.14,0.45304,0.37572,-0.664
7200,10,0,8.16,0.42541,0.36574,-0.03
7201,10,1,6.86,0.42555,0.37385,-0.437
7202,10,2,8.32,0.42696,0.37345,-0.104
7203,10,3,9.6,0.45734,0.37554,0.382
7204,10,4,10.13,0.43267,0.36832,-0.098
7205,10,5,10.14,0.4386,0.37159,-0.036
7206,10,6,8.84,0.432,0.37039,0.378
7207,10,7,10.18,0.43046,0.3639,-0.522
7208,10,8,9.89,0.44821,0.37412,-0.392
7209,10,9,9.09,0.42812,0.3762,-0.032
7210,10,10,8.42,0.46086,0.37494,0.033
7211,10,11,8.55,0.44164,0.37241,-0.025
7212,10,12,8.19,0.45743,0.36218,0.226
7213,10,13,8.05,0.46151,0.37408,0.048
7214,10,14,5.11,0.44714,0.36928,0.158
7215,10,15,5.14,0.46341,0.36931,-0.72
7216,10,16,5.56,0.45203,0.36303,0.756
7217,10,17,5.29,0.45787,0.37151,0.293
7218,10,18,5.21,0.46002,0.37015,0.503
7219,10,19,6.9,0.45249,0.3628,0.007
7220,10,20,6.59,0.46482,0.37543,-0.602
7221,10,21,5.42,0.44559,0.36806,0.273
7222,10,22,5.72,0.4322,0.36392,-0.033
7223,10,23,5.48,0.43893,0.36821,0.708
7224,10,0,8.47,0.43191,0.36249,-0.31
7225,10,1,6.64,0.45319,0.36252,0.271
7226,10,2,7.7,0.43743,0.36651,-0.185
7227,10,3,12.22,0.45259,0.36656,-0.331
7228,10,4,9.33,0.43385,0.36391,0.007
7229,10,5,8.96,0.46228,0.36793,0.455
7230,10,6,9.28,0.4517,0.36827,-0.082
7231,10,7,9.28,0.44875,0.37195,-0.0
7232,10,8,9.59,0.45799,0.36669,0.024
7233,10,9,7.33,0.4526,0.3631,-0.391
7234,10,10,8.31,0.44835,0.37063,-0.745
7235,10,11,7.36,0.4345,0.37454,0.173
7236,10,12,7.72,0.43376,0.36252,0.162
7237,10,13,7.9,0.43505,0.37501,0.028
7238,10,14,5.9,0.43777,0.36389,-0.308
7239,10,15,5.68,0.43296,0.36383,0.402
7240,10,16,5.31,0.42985,0.36171,-0.019
7241,10,17,7.1,0.45737,0.37466,-0.152
7242,10,18,5.39,0.43882,0.36976,-0.383
7243,10,19,4.38,0.4545,0.36223,-0.217
7244,10,20,6.99,0.4277,0.37499,0.252
7245,10,21,6.08,0.43162,0.3676,-0.134
7246,10,22,4.22,0.43952,0.37299,-0.51
7247,10,23,6.29,0.44601,0.36789,0.408
7248,10,0,6.23,0.46044,0.37343,0.117
7249,10,1,9.36,0.46861,0.37528,0.222
7250,10,2,8.58,0.44832,0.36855,0.973
7251,10,3,10.49,0.46877,0.36233,-0.059
7252,10,4,8.36,0.46165,0.36786,-0.263
7253,10,5,6.8,0.46258,0.36904,0.804
7254,10,6,8.1,0.46317,0.37275,0.289
7255,10,7,8.57,0.45752,0.37623,-0.153
7256,10,8,7.83,0.44965,0.37355,0.306
7257,10,9,6.06,0.44296,0.3691,0.543
7258,10,10,6.63,0.42957,0.36904,-0.421
7259,10,11,6.96,0.44148,0.37625,0.366
7260,10,12,8.52,0.45136,0.36642,0.38
7261,10,13,6.33,0.46162,0.37009,0.785
7262,10,14,6.89,0.46113,0.3676,0.173
7263,10,15,6.85,0.43084,0.36578,-0.132
7264,10,16,6.42,0.43022,0.37341,0.095
7265,10,17,6.86,0.45856,0.37214,-0.596
7266,10,18,5.01,0.46112,0.37056,-0.58
7267,10,19,7.17,0.46028,0.36509,0.263
7268,10,20,6.1,0.45619,0.36444,0.129
7269,10,21,6.39,0.46108,0.37557,0.971
7270,10,22,6.42,0.44727,0.37358,0.678
7271,10,23,8.05,0.42739,0.36674,-0.313
7272,10,0,7.17,0.44516,0.37221,-0.802
7273,10,1,8.63,0.43251,0.36804,0.098
7274,10,2,7.42,0.43181,0.36663,-0.094
7275,10,3,8.06,0.4363,0.37165,0.184
7276,10,4,8.18,0.4666,0.36385,0.086
7277,10,5,9.1,0.42562,0.36211,-0.146
7278,10,6,10.25,0.44243,0.36612,0.074
7279,10,7,7.6,0.4415,0.36772,-0.072
7280,10,8,7.01,0.46859,0.36204,0.794
7281,10,9,7.38,0.46668,0.37233,-0.126
7282,10,10,8.95,0.45667,0.37571,-0.02
7283,10,11,7.39,0.45198,0.37613,0.088
7284,10,12,7.97,0.43269,0.36834,-0.25
7285,10,13,6.57,0.45912,0.36233,-0.255
7286,10,14,7.39,0.46682,0.36528,-0.585
7287,10,15,5.44,0.43502,0.37108,-0.21
7288,10,16,5.6,0.43657,0.37269,0.031
7289,10,17,4.09,0.44228,0.36507,0.19
7290,10,18,5.09,0.44451,0.36513,0.246
7291,10,19,5.42,0.46325,0.36685,-0.344
7292,10,20,5.09,0.44244,0.37486,-0.146
7293,10,21,7.25,0.46457,0.36697,-0.655
7294,10,22,5.61,0.44004,0.37267,-0.094
7295,10,23,7.3,0.42475,0.36339,0.299
7296,10,0,7.41,0.45551,0.365,0.016
7297,10,1,6.59,0.43461,0.36376,0.156
7298,10,2,8.13,0.46115,0.37568,0.2
7299,10,3,10.31,0.43633,0.36731,0.045
7300,11,4,8.39,0.45218,0.36199,0.07
7301,11,5,8.2,0.43518,0.36709,-0.164
7302,11,6,6.42,0.44007,0.37373,-0.138
7303,11,7,7.69,0.45477,0.36955,0.45
7304,11,8,7.3,0.46897,0.36502,-0.063
7305,11,9,6.53,0.43984,0.37096,0.797
7306,11,10,8.61,0.42559,0.37478,0.199
7307,11,11,6.15,0.42967,0.37542,0.207
7308,11,12,4.54,0.43074,0.3645,0.079
7309,11,13,5.94,0.42583,0.37183,-0.106
7310,11,14,4.6,0.46088,0.37497,0.131
7311,11,15,5.03,0.42524,0.36932,0.507
7312,11,16,5.67,0.44376,0.37504,-1.032
7313,11,17,4.14,0.45119,0.37349,0.016
7314,11,18,2.08,0.43899,0.36198,-0.586
7315,11,19,3.35,0.44084,0.37287,0.243
7316,11,20,1.56,0.46392,0.37384,0.172
7317,11,21,4.13,0.45527,0.36645,0.057
7318,11,22,3.68,0.46495,0.37205,0.123
7319,11,23,4.24,0.45616,0.37383,-0.369
7320,11,0,5.84,0.43138,0.37374,0.45
7321,11,1,6.54,0.43149,0.37176,0.18
7322,11,2,5.52,0.43816,0.36882,0.352
7323,11,3,5.54,0.44602,0.37458,-0.527
7324,11,4,7.27,0.42695,0.36337,-0.141
7325,11,5,6.37,0.4263,0.36408,0.304
7326,11,6,8.15,0.45236,0.37251,-0.282
7327,11,7,6.58,0.46042,0.36373,-0.115
7328,11,8,5.8,0.43769,0.37054,-0.282
7329,11,9,6.72,0.45298,0.37449,-0.491
7330,11,10,5.03,0.44088,0.36905,-0.417
7331,11,11,4.92,0.44121,0.37314,-0.33
7332,11,12,6.16,0.43718,0.37056,-0.189
7333,11,13,4.26,0.46477,0.36353,-0.044
7334,11,14,4.68,0.46618,0.37148,0.13
7335,11,15,4.07,0.43917,0.36747,0.07
7336,11,16,2.65,0.46399,0.3704,-0.675
7337,11,17,2.62,0.46867,0.3658,0.403
7338,11,18,3.95,0.46193,0.36747,-0.221
7339,11,19,1.24,0.43757,0.37367,0.445
7340,11,20,3.68,0.4448,0.36432,0.651
7341,11,21,4.73,0.45656,0.36913,0.084
7342,11,22,3.39,0.44542,0.368,-0.425
7343,11,23,4.32,0.43681,0.37232,0.128
7344,11,0,5.36,0.45971,0.37546,0.558
7345,11,1,5.83,0.43839,0.37238,0.207
7346,11,2,5.37,0.43466,0.37079,0.648
7347,11,3,5.86,0.453,0.37196,-0.08
7348,11,4,8.3,0.42773,0.36898,-0.175
7349,11,5,7.02,0.43642,0.36493,-0.449
7350,11,6,7.35,0.42712,0.37494,0.168
7351,11,7,9.1,0.44085,0.37546,-0.146
7352,11,8,8.19,0.46127,0.36517,-0.502
7353,11,9,7.5,0.46752,0.37528,0.24
7354,11,10,7.91,0.46578,0.36172,-0.693
7355,11,11,4.76,0.45745,0.37342,0.225
7356,11,12,8.21,0.44271,0.37604,-0.366
7357,11,13,5.6,0.45885,0.36372,0.15
7358,11,14,4.58,0.44994,0.36952,0.051
7359,11,15,2.17,0.46033,0.37508,0.516
7360,11,16,4.41,0.46324,0.36681,-0.297
7361,11,17,3.62,0.43403,0.36523,-0.02
7362,11,18,2.53,0.46705,0.36661,-0.204
7363,11,19,2.75,0.45692,0.36509,0.302
7364,11,20,2.9,0.46013,0.37244,0.807
7365,11,21,3.91,0.45814,0.37596,0.243
7366,11,22,3.25,0.4588,0.36824,-0.39
7367,11,23,5.99,0.46624,0.3629,-0.895
7368,11,0,4.51,0.46392,0.36368,-0.035
7369,11,1,7.27,0.44545,0.36809,0.098
7370,11,2,7.22,0.46299,0.36969,0.082
7371,11,3,6.57,0.42581,0.37328,0.28
7372,11,4,8.87,0.43926,0.36383,0.09
7373,11,5,6.53,0.4576,0.36459,-0.896
7374,11,6,7.51,0.46483,0.37001,0.544
7375,11,7,5.67,0.42919,0.36715,-0.175
7376,11,8,8.76,0.46286,0.36851,-0.772
7377,11,9,7.68,0.45723,0.36619,-0.152
