timestamp_s,T_drybulb_C,RH_pct,CO2_ppm,illuminance_lux,occupancy,window_open,blind_angle_east,blind_angle_west,hvac_valve_pos,air_velocity_ms,globe_T_C,mean_rad_T_C,operative_T_C,comfort_class_int,comfort_class_str
3397,24.06,40.5,400.0,20,0,0,0.98,0.33,0.39,0.078,24.68,23.24,24.29,2,Neutral
3398,21.56,34.7,400.0,20,0,0,0.1,0.3,0.63,0.14,20.56,24.37,21.77,1,Cool
3399,19.57,35.9,400.0,20,0,0,0.62,0.02,0.85,0.073,20.36,19.97,19.31,1,Cool
3400,26.47,34.7,627.0,130.0,1,0,0.23,0.51,0.88,0.422,26.32,27.28,26.55,2,Neutral
3401,23.49,44.0,400.0,20,0,0,0.23,0.35,0.76,0.436,23.29,23.32,23.5,2,Neutral
3402,23.76,44.7,400.0,20,0,0,0.08,0.96,0.13,0.311,22.34,23.72,23.42,0,Cold
3403,25.93,51.1,512.0,264.0,1,0,0.8,0.86,0.16,0.302,25.93,25.16,26.02,2,Neutral
3404,19.4,43.7,400.0,20,0,1,0.46,0.88,0.73,0.076,18.68,18.73,19.34,2,Neutral
3405,27.09,49.8,400.0,20,0,0,0.19,0.95,0.11,0.24,27.33,26.75,27.55,2,Neutral
3406,23.93,45.1,786.0,164.0,1,0,0.1,0.58,0.99,0.13,24.18,24.79,24.47,2,Neutral
3407,20.7,47.1,400.0,20,0,0,0.95,0.81,0.18,0.251,21.1,20.24,20.35,2,Neutral
3408,25.22,43.4,611.0,609.0,1,0,0.67,0.36,0.51,0.197,25.06,23.58,25.13,3,Warm
3409,21.41,45.4,564.0,137.0,1,0,0.04,0.15,0.61,0.201,21.95,19.29,20.91,2,Neutral
3410,25.13,39.9,516.0,631.0,1,0,0.07,0.06,0.7,0.11,24.97,23.42,24.72,2,Neutral
3411,24.14,68.0,400.0,20,0,0,0.84,0.78,0.05,0.257,24.09,23.64,24.11,2,Neutral
3412,19.47,46.5,400.0,20,0,0,0.88,0.34,0.46,0.23,19.42,18.94,18.74,3,Warm
3413,24.86,65.9,400.0,20,0,0,0.04,0.53,0.49,0.42,24.75,23.6,24.51,3,Warm
3414,25.22,46.3,400.0,20,0,1,0.31,0.03,0.61,0.261,24.88,24.19,25.59,4,Hot
3415,22.98,39.5,400.0,20,0,1,0.28,0.53,0.22,0.419,22.96,22.34,22.7,2,Neutral
3416,21.37,59.0,743.0,447.0,1,1,0.11,0.65,0.64,0.08,21.76,21.13,21.29,2,Neutral
3417,20.28,58.1,400.0,20,0,0,0.9,0.29,0.28,0.355,19.75,19.73,20.57,2,Neutral
3418,24.22,37.6,400.0,20,0,0,0.7,0.04,0.99,0.232,24.44,23.48,24.12,2,Neutral
3419,21.88,35.5,555.0,686.0,1,1,0.03,0.89,0.77,0.056,20.59,22.26,21.78,3,Warm
3420,22.55,43.1,501.0,559.0,1,0,0.99,0.96,0.32,0.233,22.39,21.57,22.98,4,Hot
3421,23.27,52.9,400.0,20,0,1,0.76,0.93,0.58,0.352,23.22,24.17,23.3,2,Neutral
3422,24.19,37.8,400.0,20,0,1,0.63,0.26,0.62,0.378,24.61,24.76,24.3,2,Neutral
3423,21.06,61.4,690.0,406.0,1,1,0.79,0.09,0.96,0.395,20.05,20.84,21.46,2,Neutral
3424,19.07,36.2,400.0,20,0,0,0.65,0.53,0.92,0.246,18.64,18.68,19.2,1,Cool
3425,18.57,49.8,400.0,20,0,0,0.63,0.24,0.06,0.427,19.49,18.09,18.3,1,Cool
3426,18.64,39.6,776.0,402.0,1,1,0.32,0.52,0.63,0.397,19.26,17.45,19.18,2,Neutral
3427,25.08,48.2,400.0,20,0,0,0.13,0.51,0.76,0.373,25.03,25.31,25.62,1,Cool
3428,19.79,62.2,400.0,20,0,0,0.97,0.39,0.04,0.413,20.07,19.86,19.84,2,Neutral
3429,25.68,42.9,400.0,20,0,1,0.0,0.29,0.96,0.133,24.9,25.44,25.56,2,Neutral
3430,25.68,40.1,400.0,20,0,1,0.96,0.36,0.83,0.187,25.34,26.71,25.62,4,Hot
3431,27.98,31.6,707.0,190.0,1,1,0.11,0.05,0.96,0.313,28.51,26.99,27.84,2,Neutral
3432,22.83,39.3,505.0,636.0,1,0,0.4,0.54,0.58,0.23,22.45,23.03,22.73,2,Neutral
3433,27.66,55.2,400.0,20,0,0,0.88,0.22,0.7,0.365,27.73,27.76,28.61,2,Neutral
3434,19.2,41.6,400.0,20,0,1,0.79,0.91,0.27,0.309,18.9,18.83,18.75,2,Neutral
3435,22.24,44.1,400.0,20,0,0,0.15,0.33,0.66,0.11,23.35,21.51,22.07,2,Neutral
3436,19.8,52.6,440.0,697.0,1,0,0.44,0.73,0.02,0.052,19.5,20.93,19.67,2,Neutral
3437,23.58,51.6,453.0,411.0,1,0,0.67,0.67,0.5,0.404,22.09,23.99,23.28,2,Neutral
3438,24.69,52.7,662.0,148.0,1,0,0.3,0.33,0.65,0.417,24.05,24.04,24.85,2,Neutral
3439,25.93,37.9,400.0,20,0,1,0.24,0.04,0.1,0.129,26.01,25.59,25.82,2,Neutral
3440,18.87,65.5,726.0,155.0,1,0,0.53,0.42,0.57,0.071,19.15,18.43,18.6,3,Warm
3441,22.91,33.1,400.0,20,0,1,0.42,0.69,0.87,0.221,22.94,23.66,22.48,2,Neutral
3442,21.93,54.0,679.0,295.0,1,1,0.85,0.92,0.3,0.292,21.18,21.08,22.48,2,Neutral
3443,27.92,44.6,522.0,221.0,1,0,0.92,0.42,0.62,0.076,28.48,27.07,27.56,2,Neutral
3444,18.2,37.6,400.0,547.0,1,0,0.89,0.2,0.01,0.249,18.44,16.75,18.16,2,Neutral
3445,23.49,42.0,400.0,20,0,1,0.34,0.34,0.35,0.153,23.92,22.93,23.08,0,Cold
3446,27.52,31.7,698.0,675.0,1,1,0.59,0.1,0.02,0.174,26.56,26.78,27.94,2,Neutral
3447,26.47,60.5,788.0,689.0,1,0,0.47,0.16,0.14,0.085,26.89,26.26,26.14,4,Hot
3448,22.48,51.4,610.0,338.0,1,0,0.44,0.58,0.12,0.351,22.32,22.01,22.61,2,Neutral
3449,25.36,43.2,487.0,166.0,1,1,0.15,0.3,0.7,0.193,25.07,23.65,25.1,3,Warm
3450,19.48,35.5,753.0,571.0,1,0,0.63,0.89,0.82,0.209,19.1,19.26,19.5,0,Cold
3451,19.43,33.7,400.0,20,0,0,0.97,0.5,0.6,0.128,18.49,18.09,19.94,2,Neutral
3452,26.85,56.5,400.0,20,0,0,0.39,0.18,0.56,0.292,27.55,26.96,27.1,2,Neutral
3453,25.42,56.4,400.0,20,0,1,0.78,0.69,0.94,0.3,25.9,26.08,25.2,2,Neutral
3454,21.33,54.7,421.0,352.0,1,1,0.7,0.54,0.43,0.227,21.2,21.51,21.55,2,Neutral
3455,22.63,41.7,400.0,20,0,1,0.96,0.33,0.07,0.231,23.16,22.09,22.27,2,Neutral
3456,27.79,44.5,651.0,183.0,1,0,0.9,0.53,0.96,0.365,26.53,27.18,28.02,3,Warm
3457,27.03,41.4,400.0,20,0,0,0.85,0.19,0.4,0.064,27.45,26.48,27.34,2,Neutral
3458,26.27,62.9,581.0,620.0,1,1,0.88,0.73,0.39,0.142,27.09,26.71,26.52,3,Warm
3459,20.02,40.4,400.0,20,0,0,0.12,0.64,0.45,0.06,19.41,21.06,20.04,2,Neutral
3460,19.82,65.2,400.0,20,0,1,0.09,0.81,0.72,0.343,19.53,19.45,20.28,3,Warm
3461,20.09,66.8,400.0,20,0,0,0.28,0.56,0.78,0.28,20.4,20.45,20.74,2,Neutral
3462,19.62,60.0,420.0,628.0,1,1,0.96,0.31,0.69,0.377,19.84,20.67,19.81,3,Warm
3463,24.46,49.0,400.0,20,0,1,0.83,0.81,0.88,0.366,24.19,22.61,24.2,2,Neutral
3464,23.74,59.9,560.0,545.0,1,0,0.94,0.13,0.64,0.255,23.51,23.76,23.85,2,Neutral
3465,20.47,68.6,703.0,305.0,1,1,0.87,0.42,0.73,0.203,20.37,19.61,20.81,3,Warm
3466,22.58,40.3,768.0,598.0,1,0,0.29,0.21,0.06,0.16,22.4,21.06,22.13,3,Warm
3467,26.31,63.8,400.0,20,0,1,0.34,0.28,0.93,0.275,27.75,26.49,25.98,1,Cool
3468,27.02,59.7,560.0,510.0,1,1,0.47,0.25,0.74,0.247,27.63,26.73,26.98,2,Neutral
3469,25.59,41.6,429.0,613.0,1,1,0.75,0.28,0.14,0.395,25.41,25.26,24.86,2,Neutral
3470,22.92,38.3,602.0,498.0,1,1,0.12,0.01,0.97,0.197,22.71,22.64,23.33,2,Neutral
3471,27.82,32.1,400.0,20,0,0,0.03,0.32,0.7,0.191,27.59,27.79,27.75,2,Neutral
3472,20.0,62.8,636.0,446.0,1,1,0.76,0.28,0.36,0.245,20.54,20.16,20.92,2,Neutral
3473,26.91,33.3,400.0,20,0,1,0.52,0.05,0.14,0.255,26.16,26.65,26.72,1,Cool
3474,24.8,31.1,533.0,205.0,1,1,0.2,0.49,0.59,0.156,24.97,24.92,25.03,1,Cool
3475,21.83,50.6,676.0,667.0,1,1,0.31,0.65,0.52,0.219,22.32,21.98,21.31,2,Neutral
3476,18.56,47.3,552.0,566.0,1,0,0.61,0.2,0.05,0.167,19.71,18.0,18.63,2,Neutral
3477,20.21,36.3,608.0,498.0,1,1,0.74,0.12,0.42,0.383,19.13,19.42,20.67,1,Cool
3478,27.16,62.9,439.0,352.0,1,0,0.8,0.27,0.13,0.092,28.04,26.21,27.3,2,Neutral
3479,18.37,49.5,400.0,20,0,1,0.85,0.24,0.12,0.398,18.58,18.57,18.32,2,Neutral
3480,27.09,31.4,400.0,20,0,1,0.14,0.73,0.74,0.318,26.18,27.2,27.16,2,Neutral
3481,23.97,55.7,400.0,20,0,1,0.02,0.26,0.32,0.303,24.38,22.62,24.16,2,Neutral
3482,26.86,57.7,400.0,20,0,0,0.55,0.76,0.53,0.302,27.43,27.33,27.39,2,Neutral
3483,19.0,60.5,400.0,20,0,0,0.1,0.18,0.66,0.113,18.86,19.62,19.17,2,Neutral
3484,18.23,40.9,716.0,381.0,1,0,0.36,0.06,0.22,0.266,18.82,15.52,17.91,3,Warm
3485,25.73,48.4,400.0,20,0,0,0.6,0.67,0.98,0.274,26.25,26.61,25.73,0,Cold
3486,20.62,57.9,400.0,20,0,1,0.82,0.64,0.58,0.389,21.29,20.05,21.15,2,Neutral
3487,27.41,40.7,767.0,511.0,1,1,0.14,0.61,0.3,0.102,28.13,26.89,27.53,2,Neutral
3488,25.82,36.0,400.0,20,0,0,0.6,0.13,0.68,0.187,26.07,26.79,25.27,2,Neutral
3489,27.17,32.9,716.0,630.0,1,0,0.54,0.54,0.13,0.443,27.81,28.41,26.96,2,Neutral
3490,24.06,66.8,400.0,20,0,0,0.25,0.27,0.2,0.266,23.55,25.11,24.48,2,Neutral
3491,18.8,37.5,400.0,20,0,1,0.27,0.32,0.7,0.335,19.41,19.46,18.75,2,Neutral
3492,18.08,46.1,758.0,135.0,1,1,0.53,0.07,0.9,0.387,17.82,17.25,18.5,3,Warm
3493,27.89,46.3,400.0,20,0,0,0.28,1.0,0.32,0.447,28.48,28.82,28.04,4,Hot
3494,21.17,57.0,401.0,510.0,1,1,0.74,0.25,0.41,0.084,21.32,20.7,21.37,2,Neutral
3495,21.88,53.8,400.0,20,0,0,0.2,0.89,0.35,0.343,22.08,21.39,22.22,0,Cold
3496,20.07,57.2,400.0,20,0,1,0.57,0.48,0.4,0.346,20.0,19.45,20.31,4,Hot
3497,26.41,64.4,466.0,576.0,1,0,0.2,0.91,0.54,0.22,25.68,25.97,26.09,3,Warm
3498,25.44,51.0,575.0,643.0,1,1,0.84,0.32,0.39,0.329,24.9,25.3,25.17,2,Neutral
3499,20.79,37.2,603.0,318.0,1,1,0.83,0.35,0.8,0.188,20.53,20.81,21.17,3,Warm
3500,23.38,49.9,461.0,456.0,1,0,0.93,0.84,0.37,0.43,23.2,23.43,22.57,2,Neutral
3501,24.08,65.3,400.0,20,0,1,0.31,0.57,0.08,0.226,23.14,23.65,25.23,2,Neutral
3502,23.55,36.1,400.0,20,0,1,0.72,0.41,0.69,0.101,22.75,22.89,23.51,2,Neutral
3503,26.64,52.5,445.0,190.0,1,1,0.29,0.76,0.85,0.215,27.56,25.26,26.09,2,Neutral
3504,20.53,58.2,592.0,341.0,1,1,0.94,0.78,0.74,0.323,19.95,22.29,20.67,3,Warm
3505,23.32,30.7,400.0,20,0,1,0.29,0.84,0.98,0.329,22.8,23.81,23.07,2,Neutral
3506,19.34,63.0,400.0,20,0,1,0.27,0.93,0.77,0.05,19.78,17.26,19.32,1,Cool
3507,27.55,57.4,774.0,646.0,1,0,0.77,0.13,0.69,0.073,26.3,26.61,27.71,3,Warm
3508,22.56,44.4,626.0,129.0,1,0,0.35,0.54,0.14,0.052,22.43,21.52,21.98,2,Neutral
3509,27.01,48.0,400.0,20,0,1,0.62,0.39,0.02,0.441,26.93,28.23,27.51,0,Cold
3510,19.15,68.1,409.0,663.0,1,1,0.02,0.07,0.66,0.222,18.72,19.66,19.19,3,Warm
3511,22.36,61.0,400.0,20,0,0,0.86,0.58,0.04,0.442,23.28,22.99,22.4,2,Neutral
3512,27.77,59.9,400.0,20,0,0,0.34,0.04,0.32,0.219,27.55,26.92,28.25,2,Neutral
3513,23.51,41.8,400.0,20,0,0,0.71,0.93,0.46,0.068,22.78,23.58,23.77,2,Neutral
3514,20.65,60.0,400.0,20,0,1,0.88,0.78,0.21,0.11,21.38,21.04,20.63,2,Neutral
3515,23.27,35.2,400.0,20,0,1,0.61,0.08,0.71,0.391,23.08,24.37,23.29,2,Neutral
3516,26.69,51.8,400.0,20,0,0,0.0,0.11,0.73,0.189,26.69,26.14,27.07,4,Hot
3517,22.62,69.5,400.0,20,0,1,0.78,0.08,0.24,0.348,21.14,21.36,22.69,3,Warm
3518,23.67,57.8,542.0,328.0,1,1,0.65,0.33,0.74,0.284,24.13,25.04,23.84,3,Warm
3519,26.22,43.0,400.0,20,0,1,0.61,0.88,0.61,0.05,26.27,26.04,25.53,3,Warm
3520,21.45,52.3,400.0,20,0,1,0.56,0.55,0.24,0.085,21.36,21.88,20.76,4,Hot
3521,27.35,31.2,590.0,133.0,1,0,0.01,0.21,0.9,0.301,26.87,28.08,27.13,2,Neutral
3522,26.27,31.1,482.0,486.0,1,0,0.67,0.84,0.04,0.24,26.65,26.33,26.64,2,Neutral
3523,18.8,49.6,780.0,372.0,1,0,0.56,0.96,0.53,0.438,19.85,19.41,19.19,1,Cool
3524,25.47,67.2,728.0,394.0,1,0,0.19,0.46,0.83,0.31,26.31,24.77,25.11,1,Cool
3525,27.53,47.3,400.0,20,0,1,0.29,0.1,0.65,0.261,26.74,27.66,27.83,3,Warm
3526,23.66,68.9,548.0,609.0,1,1,0.67,0.87,0.18,0.398,23.05,23.27,23.5,2,Neutral
3527,25.56,31.6,400.0,20,0,1,0.32,0.49,0.8,0.279,25.18,25.06,25.64,0,Cold
3528,26.72,65.5,742.0,187.0,1,1,0.82,0.47,0.37,0.275,26.86,27.51,26.94,2,Neutral
3529,23.26,37.3,400.0,20,0,1,0.48,0.93,0.07,0.156,23.07,22.98,23.16,0,Cold
3530,23.59,38.4,400.0,20,0,1,0.23,0.87,0.83,0.435,23.7,23.81,23.74,2,Neutral
3531,23.99,49.8,470.0,446.0,1,1,0.54,0.73,0.05,0.11,22.77,22.67,23.64,2,Neutral
3532,22.99,52.1,735.0,234.0,1,1,0.93,0.57,0.2,0.053,23.67,23.45,23.0,2,Neutral
3533,25.78,38.7,733.0,362.0,1,0,0.68,0.59,0.81,0.383,26.34,25.65,25.68,2,Neutral
3534,20.32,43.6,441.0,625.0,1,1,0.66,0.93,0.69,0.144,21.42,21.55,19.75,2,Neutral
3535,25.69,34.4,400.0,20,0,1,0.87,0.09,0.55,0.159,25.48,24.56,25.81,2,Neutral
3536,18.01,53.7,400.0,20,0,1,0.77,0.05,0.96,0.116,18.22,17.38,18.27,2,Neutral
3537,20.25,46.9,400.0,20,0,0,0.76,0.19,0.6,0.322,20.23,20.18,20.03,2,Neutral
3538,25.78,66.7,400.0,20,0,1,0.16,0.53,0.81,0.15,26.62,26.12,25.9,1,Cool
3539,18.1,60.5,783.0,290.0,1,1,0.95,0.93,0.29,0.092,18.76,18.53,17.9,2,Neutral
3540,27.36,38.0,734.0,457.0,1,1,0.53,0.49,0.76,0.321,27.34,26.46,27.55,3,Warm
3541,22.87,60.8,400.0,20,0,0,0.07,0.75,0.67,0.087,22.5,23.23,22.48,0,Cold
3542,23.22,49.2,488.0,176.0,1,1,0.87,0.43,0.01,0.254,23.21,24.28,23.0,3,Warm
3543,27.81,53.7,400.0,20,0,1,0.45,0.89,0.52,0.117,27.08,28.41,27.41,2,Neutral
3544,20.3,52.2,737.0,667.0,1,1,0.41,0.66,0.24,0.397,20.23,18.52,20.48,4,Hot
3545,27.79,30.2,400.0,20,0,1,0.11,0.25,0.23,0.374,28.25,28.31,28.25,2,Neutral
3546,20.82,36.3,556.0,603.0,1,0,0.75,0.8,0.87,0.149,21.59,20.72,20.49,0,Cold
3547,19.8,51.7,496.0,597.0,1,1,0.28,0.83,0.62,0.098,19.14,19.65,19.5,3,Warm
3548,21.01,55.8,673.0,515.0,1,1,0.44,0.78,0.5,0.2,20.05,19.98,21.35,1,Cool
3549,18.74,45.4,465.0,547.0,1,1,0.89,0.68,0.61,0.256,19.45,17.3,18.91,2,Neutral
3550,21.09,56.8,478.0,562.0,1,0,0.26,0.95,0.67,0.207,20.94,20.49,21.18,3,Warm
3551,25.7,58.7,400.0,20,0,1,0.29,0.31,0.18,0.184,26.07,24.67,25.74,2,Neutral
3552,18.4,32.4,768.0,280.0,1,0,0.94,0.84,0.2,0.371,17.96,18.29,17.72,3,Warm
3553,21.4,47.8,585.0,366.0,1,0,0.58,0.12,0.34,0.233,21.82,21.74,21.04,2,Neutral
3554,19.72,50.7,618.0,225.0,1,1,0.81,0.17,0.81,0.332,19.89,19.15,19.97,4,Hot
3555,26.93,36.3,400.0,20,0,0,0.95,0.05,1.0,0.245,26.92,27.76,26.06,2,Neutral
3556,25.35,64.6,467.0,679.0,1,0,0.23,0.85,0.78,0.353,26.04,26.42,25.66,2,Neutral
3557,25.3,55.6,418.0,105.0,1,0,0.26,0.91,0.35,0.32,25.52,25.17,25.36,3,Warm
3558,25.08,65.4,544.0,230.0,1,1,0.07,0.9,0.05,0.324,24.47,23.94,24.37,3,Warm
3559,23.97,58.1,490.0,203.0,1,0,0.6,0.69,0.14,0.42,23.99,23.66,24.06,0,Cold
3560,26.34,32.7,400.0,20,0,1,0.09,0.23,0.46,0.15,26.42,26.35,26.81,2,Neutral
3561,22.07,66.4,400.0,20,0,0,0.05,0.86,0.88,0.423,22.52,22.12,22.0,4,Hot
3562,27.45,34.4,400.0,20,0,1,0.66,0.25,0.22,0.183,25.73,27.87,27.98,2,Neutral
3563,27.94,34.7,400.0,20,0,1,0.66,0.13,0.35,0.338,28.34,28.93,28.01,3,Warm
3564,27.95,68.4,720.0,366.0,1,1,0.01,0.44,0.25,0.273,28.35,28.6,27.81,2,Neutral
3565,25.85,65.6,520.0,533.0,1,1,0.95,0.92,0.45,0.243,26.49,26.28,26.05,3,Warm
3566,26.92,68.6,400.0,20,0,0,0.64,0.49,0.06,0.119,26.85,26.81,26.73,3,Warm
3567,22.48,62.1,400.0,20,0,0,0.23,0.19,0.36,0.338,23.6,22.96,22.79,2,Neutral
3568,24.03,46.0,713.0,405.0,1,0,0.54,0.79,0.23,0.384,23.92,25.07,23.92,3,Warm
3569,18.59,47.9,400.0,20,0,1,0.02,0.18,0.63,0.218,18.14,19.75,18.86,2,Neutral
3570,22.32,65.8,400.0,20,0,0,0.96,0.38,0.03,0.4,23.59,21.76,22.24,2,Neutral
3571,26.45,49.6,559.0,444.0,1,1,0.91,0.1,0.58,0.133,26.52,26.22,26.06,2,Neutral
3572,26.55,62.4,470.0,553.0,1,1,0.08,0.95,0.55,0.306,26.23,26.83,25.75,1,Cool
3573,22.54,34.6,713.0,332.0,1,1,0.25,0.84,0.4,0.298,22.66,23.43,22.15,3,Warm
3574,25.79,67.4,741.0,132.0,1,1,0.35,0.51,0.13,0.269,26.37,24.29,25.77,2,Neutral
3575,18.99,42.0,400.0,20,0,1,0.81,0.51,0.28,0.052,19.27,18.3,19.1,2,Neutral
3576,27.18,65.9,400.0,20,0,0,0.41,0.96,0.49,0.198,27.64,27.58,27.38,0,Cold
3577,24.02,54.3,594.0,517.0,1,0,0.1,0.37,0.33,0.42,24.79,23.63,23.41,2,Neutral
3578,20.99,30.3,744.0,309.0,1,0,0.98,0.4,0.25,0.236,20.44,21.37,20.55,2,Neutral
3579,24.82,33.6,699.0,687.0,1,0,0.32,0.79,0.85,0.124,24.37,25.81,24.3,2,Neutral
3580,27.41,42.2,667.0,249.0,1,1,0.25,0.24,0.31,0.159,27.83,26.98,27.26,2,Neutral
3581,27.63,69.8,701.0,567.0,1,1,0.13,0.16,0.73,0.295,28.05,27.33,27.91,2,Neutral
3582,27.54,61.1,601.0,601.0,1,1,0.58,0.89,1.0,0.179,27.83,26.51,27.94,2,Neutral
3583,23.3,52.4,400.0,20,0,1,0.87,0.65,0.08,0.32,22.71,21.72,23.11,2,Neutral
3584,22.67,59.8,400.0,20,0,1,0.46,0.81,0.0,0.063,23.53,22.07,21.83,2,Neutral
3585,18.1,43.7,400.0,20,0,0,0.64,0.18,0.86,0.074,18.04,17.52,17.86,2,Neutral
3586,18.56,62.9,400.0,20,0,1,0.13,0.23,0.89,0.417,18.57,17.88,18.75,2,Neutral
3587,24.75,35.2,661.0,221.0,1,1,0.05,0.34,0.84,0.053,25.13,25.99,24.47,0,Cold
3588,24.63,50.7,400.0,20,0,0,0.59,0.69,0.91,0.095,24.27,25.07,24.07,2,Neutral
3589,25.53,66.5,758.0,637.0,1,1,0.78,0.04,0.2,0.155,25.26,24.39,25.98,3,Warm
3590,18.83,64.1,400.0,20,0,1,0.16,0.98,0.61,0.272,18.82,17.65,18.99,2,Neutral
3591,21.94,39.2,400.0,20,0,0,0.49,0.45,0.66,0.07,21.68,21.23,22.03,0,Cold
3592,22.05,66.8,549.0,665.0,1,0,0.36,0.34,0.14,0.423,22.76,21.75,22.41,0,Cold
3593,22.49,54.2,400.0,20,0,1,0.85,0.48,0.59,0.358,23.0,21.64,22.55,2,Neutral
3594,27.21,64.4,602.0,424.0,1,1,0.1,0.39,0.81,0.271,27.66,27.13,26.57,2,Neutral
3595,25.41,35.3,700.0,420.0,1,1,0.32,0.05,0.1,0.369,26.19,26.15,25.72,2,Neutral
3596,20.33,33.9,591.0,296.0,1,0,0.4,0.05,0.34,0.146,20.29,20.25,20.11,2,Neutral
3597,19.13,34.7,400.0,20,0,0,0.17,0.95,0.8,0.175,18.06,19.08,19.13,2,Neutral
3598,26.81,37.8,400.0,20,0,0,0.06,0.29,0.15,0.273,25.84,26.07,27.29,2,Neutral
3599,27.96,39.1,400.0,20,0,0,0.31,0.36,0.14,0.235,28.14,28.8,27.88,0,Cold
3600,25.6,57.1,400.0,20,0,1,0.35,0.27,0.57,0.444,25.72,25.33,25.68,2,Neutral
3601,24.15,50.7,686.0,388.0,1,1,0.39,0.04,0.97,0.238,23.22,24.85,24.2,2,Neutral
3602,20.44,34.0,400.0,20,0,1,0.65,0.81,0.08,0.29,20.82,20.91,20.64,2,Neutral
3603,25.83,43.7,700.0,260.0,1,1,0.01,0.45,0.04,0.085,26.69,27.08,25.6,3,Warm
3604,18.56,57.0,462.0,680.0,1,0,0.66,0.69,0.69,0.225,19.11,19.09,17.82,2,Neutral
3605,25.09,69.5,400.0,20,0,0,0.17,0.43,0.34,0.172,25.75,24.66,25.17,3,Warm
3606,20.25,57.2,400.0,20,0,1,0.12,0.89,0.48,0.366,19.95,19.87,20.37,4,Hot
3607,24.36,44.6,559.0,285.0,1,0,0.59,0.08,0.22,0.105,25.13,25.55,24.48,1,Cool
3608,21.74,54.1,406.0,344.0,1,0,0.83,0.22,0.34,0.417,21.69,20.76,21.51,2,Neutral
3609,21.13,44.7,400.0,20,0,0,0.78,0.08,0.45,0.252,21.62,20.93,21.15,2,Neutral
3610,18.56,49.9,400.0,20,0,1,0.04,0.22,0.51,0.155,19.0,19.24,19.09,3,Warm
3611,24.7,56.8,449.0,566.0,1,0,0.24,0.23,0.6,0.098,24.52,24.34,24.68,1,Cool
3612,18.34,52.3,400.0,20,0,0,0.52,0.88,0.17,0.315,18.32,17.92,18.12,4,Hot
3613,27.93,32.9,400.0,20,0,0,0.28,0.61,0.4,0.434,26.91,28.92,27.87,2,Neutral
3614,20.29,51.7,400.0,20,0,0,0.1,0.04,0.31,0.091,20.61,18.71,19.75,0,Cold
3615,26.54,37.3,726.0,395.0,1,1,0.51,0.68,0.39,0.367,26.18,24.68,26.93,2,Neutral
3616,25.23,53.2,561.0,274.0,1,0,0.47,0.26,0.26,0.292,25.7,24.35,25.36,2,Neutral
3617,20.24,61.4,400.0,20,0,1,0.22,0.23,0.99,0.307,20.67,19.38,20.12,2,Neutral
3618,19.78,40.0,400.0,20,0,0,0.5,0.84,0.25,0.149,19.99,19.0,19.03,1,Cool
3619,24.11,46.0,400.0,20,0,1,0.45,0.76,0.7,0.089,23.68,21.46,24.11,4,Hot
3620,19.25,54.3,551.0,365.0,1,1,0.27,0.29,0.42,0.102,18.8,18.09,18.93,4,Hot
3621,20.82,47.2,400.0,20,0,0,0.48,0.63,0.14,0.155,20.47,22.19,20.93,2,Neutral
3622,19.06,50.7,417.0,525.0,1,1,0.58,0.01,0.95,0.119,18.71,21.31,18.95,2,Neutral
3623,26.58,34.2,754.0,457.0,1,1,0.36,0.82,0.45,0.201,26.99,26.48,26.22,2,Neutral
3624,18.37,36.8,400.0,20,0,1,0.9,0.39,0.12,0.421,18.27,17.69,17.92,2,Neutral
3625,21.47,41.2,400.0,20,0,0,0.21,0.17,0.12,0.224,22.17,21.13,21.57,1,Cool
3626,24.01,45.4,400.0,20,0,1,0.57,0.78,0.27,0.343,23.45,24.96,23.32,0,Cold
3627,21.43,57.5,609.0,591.0,1,1,0.3,0.7,0.32,0.338,21.47,21.18,21.47,1,Cool
3628,27.61,35.2,400.0,20,0,0,0.04,0.85,0.67,0.449,26.46,27.92,27.38,2,Neutral
3629,22.32,66.0,579.0,240.0,1,0,0.17,0.66,0.56,0.351,22.01,21.23,21.96,4,Hot
3630,22.09,41.9,400.0,20,0,1,0.54,0.87,0.89,0.187,21.34,23.14,21.51,2,Neutral
3631,21.74,68.7,400.0,20,0,0,0.9,0.3,0.7,0.392,21.88,20.43,21.65,2,Neutral
3632,22.49,33.8,623.0,368.0,1,0,0.71,0.38,0.53,0.165,22.17,20.79,22.82,1,Cool
3633,18.55,54.1,400.0,20,0,0,0.12,0.64,0.52,0.408,18.99,17.65,18.29,1,Cool
3634,20.39,60.0,607.0,134.0,1,1,0.53,0.6,0.66,0.442,20.73,19.29,21.2,2,Neutral
3635,20.95,34.9,699.0,571.0,1,0,0.23,0.24,0.48,0.132,20.31,21.6,20.62,2,Neutral
3636,24.91,34.9,400.0,20,0,1,0.3,0.37,0.88,0.08,24.53,23.55,24.66,2,Neutral
3637,27.85,52.2,400.0,20,0,1,0.75,0.03,0.78,0.301,27.7,27.76,28.05,2,Neutral
3638,20.22,65.3,414.0,486.0,1,1,0.31,0.21,0.2,0.071,19.72,20.61,19.9,2,Neutral
3639,27.91,42.6,400.0,20,0,1,0.4,0.6,0.81,0.315,27.9,26.49,28.1,2,Neutral
3640,21.38,31.9,484.0,692.0,1,0,0.35,0.19,0.08,0.2,20.87,21.1,21.55,2,Neutral
3641,25.72,60.7,400.0,20,0,0,0.75,0.72,0.79,0.162,25.39,26.55,25.81,3,Warm
