hour,month,hour_of_day,occupied,T_outdoor_C,T_zone1_RB_C,PMV_zone1_RB,T_zone1_NA_C,PMV_zone1_NA,kWh_m2_RB,kWh_m2_NA
7216,10,16,0,29.33,21.29,-0.169,21.55,-0.037,0.0131,0.0108
7217,10,17,0,29.03,22.33,0.054,22.59,0.039,0.0131,0.0108
7218,10,18,0,28.93,21.44,-0.027,21.28,-0.141,0.0131,0.0108
7219,10,19,0,29.03,22.74,0.083,22.47,0.057,0.0131,0.0108
7220,10,20,0,29.33,20.01,-0.192,19.94,-0.204,0.0131,0.0108
7221,10,21,0,29.81,22.32,-0.022,21.95,-0.046,0.0131,0.0108
7222,10,22,0,30.43,23.33,0.131,23.3,0.078,0.0131,0.0108
7223,10,23,0,31.15,22.45,-0.047,22.64,0.048,0.0131,0.0108
7224,10,0,0,31.93,20.14,-0.231,20.02,-0.187,0.0131,0.0108
7225,10,1,0,32.7,22.75,0.073,23.14,0.124,0.0131,0.0108
7226,10,2,0,33.43,21.66,0.008,21.33,-0.029,0.0131,0.0108
7227,10,3,0,34.05,23.56,0.107,23.6,0.194,0.0131,0.0108
7228,10,4,0,34.53,23.37,0.079,23.98,0.224,0.0131,0.0108
7229,10,5,0,34.83,23.32,0.201,23.22,0.134,0.0131,0.0108
7230,10,6,0,34.93,21.09,-0.138,21.06,-0.108,0.0131,0.0108
7231,10,7,0,34.83,23.56,0.167,23.85,0.163,0.0131,0.0108
7232,10,8,1,34.53,23.07,0.009,23.29,0.132,0.0131,0.0108
7233,10,9,1,34.05,22.21,0.041,22.5,0.065,0.0131,0.0108
7234,10,10,1,33.43,21.78,0.025,21.78,-0.024,0.0131,0.0108
7235,10,11,1,32.7,22.76,0.073,22.3,-0.03,0.0131,0.0108
7236,10,12,1,31.93,21.73,0.011,21.74,-0.055,0.0131,0.0108
7237,10,13,1,31.15,23.06,0.074,23.5,0.104,0.0131,0.0108
7238,10,14,1,30.43,22.93,0.053,22.58,0.085,0.0131,0.0108
7239,10,15,1,29.81,25.32,0.295,25.02,0.288,0.0131,0.0108
7240,10,16,1,29.33,21.68,-0.059,22.26,0.014,0.0131,0.0108
7241,10,17,1,29.03,24.92,0.342,25.1,0.283,0.0131,0.0108
7242,10,18,1,28.93,21.7,0.011,21.39,-0.024,0.0131,0.0108
7243,10,19,0,29.03,21.6,-0.056,21.49,-0.097,0.0131,0.0108
7244,10,20,0,29.33,21.49,-0.095,21.72,-0.025,0.0131,0.0108
7245,10,21,0,29.81,20.54,-0.174,20.49,-0.187,0.0131,0.0108
7246,10,22,0,30.43,23.69,0.12,23.94,0.187,0.0131,0.0108
7247,10,23,0,31.15,22.57,-0.013,22.02,0.041,0.0131,0.0108
7248,10,0,0,31.93,20.9,-0.177,21.28,-0.052,0.0131,0.0108
7249,10,1,0,32.7,22.03,0.096,21.98,-0.039,0.0131,0.0108
7250,10,2,0,33.43,23.39,0.307,23.56,0.124,0.0131,0.0108
7251,10,3,0,34.05,21.56,-0.054,21.81,-0.033,0.0131,0.0108
7252,10,4,0,34.53,23.94,0.149,23.86,0.207,0.0131,0.0108
7253,10,5,0,34.83,23.06,0.088,22.97,0.069,0.0131,0.0108
7254,10,6,0,34.93,23.59,0.12,23.48,0.109,0.0131,0.0108
7255,10,7,0,34.83,23.09,0.008,22.94,0.057,0.0131,0.0108
7256,10,8,1,34.53,22.15,0.003,22.09,-0.003,0.0131,0.0108
7257,10,9,1,34.05,20.29,-0.112,20.02,-0.167,0.0131,0.0108
7258,10,10,1,33.43,23.37,0.182,23.51,0.118,0.0131,0.0108
7259,10,11,1,32.7,22.55,-0.0,22.21,0.032,0.0131,0.0108
7260,10,12,1,31.93,23.92,0.274,23.86,0.193,0.0131,0.0108
7261,10,13,1,31.15,21.33,-0.016,21.01,-0.095,0.0131,0.0108
7262,10,14,1,30.43,23.51,0.164,22.72,0.056,0.0131,0.0108
7263,10,15,1,29.81,20.41,-0.104,20.39,-0.093,0.0131,0.0108
7264,10,16,1,29.33,22.86,0.048,22.65,0.094,0.0131,0.0108
7265,10,17,1,29.03,21.0,-0.085,21.19,-0.075,0.0131,0.0108
7266,10,18,1,28.93,20.15,-0.258,20.04,-0.214,0.0131,0.0108
7267,10,19,0,29.03,23.88,0.198,24.25,0.207,0.0131,0.0108
7268,10,20,0,29.33,24.88,0.231,24.71,0.292,0.0131,0.0108
7269,10,21,0,29.81,23.19,0.124,23.02,0.116,0.0131,0.0108
7270,10,22,0,30.43,22.81,0.055,22.94,0.11,0.0131,0.0108
7271,10,23,0,31.15,22.53,0.04,22.38,0.036,0.0131,0.0108
7272,10,0,0,31.93,20.33,-0.164,20.14,-0.226,0.0131,0.0108
7273,10,1,0,32.7,21.57,-0.099,22.29,0.017,0.0131,0.0108
7274,10,2,0,33.43,21.25,-0.116,21.21,-0.086,0.0131,0.0108
7275,10,3,0,34.05,21.42,-0.054,21.74,-0.056,0.0131,0.0108
7276,10,4,0,34.53,23.76,0.098,23.47,0.147,0.0131,0.0108
7277,10,5,0,34.83,25.36,0.27,24.81,0.304,0.0131,0.0108
7278,10,6,0,34.93,21.54,-0.088,21.72,-0.024,0.0131,0.0108
7279,10,7,0,34.83,25.12,0.363,24.76,0.296,0.0131,0.0108
7280,10,8,1,34.53,20.27,-0.17,20.43,-0.154,0.0131,0.0108
7281,10,9,1,34.05,23.0,0.104,22.9,0.097,0.0131,0.0108
7282,10,10,1,33.43,23.62,0.226,23.16,0.081,0.0131,0.0108
7283,10,11,1,32.7,23.64,0.1,23.67,0.182,0.0131,0.0108
7284,10,12,1,31.93,21.08,-0.127,21.4,-0.105,0.0131,0.0108
7285,10,13,1,31.15,24.8,0.323,24.86,0.26,0.0131,0.0108
7286,10,14,1,30.43,19.66,-0.234,20.16,-0.169,0.0131,0.0108
7287,10,15,1,29.81,23.48,0.16,23.38,0.186,0.0131,0.0108
7288,10,16,1,29.33,22.45,-0.054,22.73,0.107,0.0131,0.0108
7289,10,17,1,29.03,20.22,-0.159,20.52,-0.151,0.0131,0.0108
7290,10,18,1,28.93,22.35,-0.006,22.27,0.021,0.0131,0.0108
7291,10,19,0,29.03,25.81,0.338,26.2,0.428,0.0131,0.0108
7292,10,20,0,29.33,22.64,0.014,22.6,0.074,0.0131,0.0108
7293,10,21,0,29.81,23.77,0.275,23.52,0.198,0.0131,0.0108
7294,10,22,0,30.43,23.32,0.152,22.95,0.104,0.0131,0.0108
7295,10,23,0,31.15,23.27,0.118,23.75,0.236,0.0131,0.0108
7296,11,0,0,29.0,23.11,0.231,23.02,0.127,0.012,0.0106
7297,11,1,0,29.78,21.82,0.014,21.84,-0.02,0.012,0.0106
7298,11,2,0,30.5,22.7,-0.014,22.46,0.049,0.012,0.0106
7299,11,3,0,31.12,22.71,0.042,22.87,0.047,0.012,0.0106
7300,11,4,0,31.6,21.05,-0.128,21.37,-0.076,0.012,0.0106
7301,11,5,0,31.9,22.03,-0.032,21.85,-0.042,0.012,0.0106
7302,11,6,0,32.0,24.6,0.322,24.81,0.324,0.012,0.0106
7303,11,7,0,31.9,18.98,-0.332,19.08,-0.259,0.012,0.0106
7304,11,8,1,31.6,21.39,-0.133,21.07,-0.102,0.012,0.0106
7305,11,9,1,31.12,23.87,0.127,23.95,0.26,0.012,0.0106
7306,11,10,1,30.5,23.47,0.212,23.71,0.122,0.012,0.0106
7307,11,11,1,29.78,21.13,-0.127,21.38,-0.07,0.012,0.0106
7308,11,12,1,29.0,22.38,0.02,22.0,0.027,0.012,0.0106
7309,11,13,1,28.22,23.59,0.21,23.93,0.205,0.012,0.0106
7310,11,14,1,27.5,22.99,0.068,23.07,0.076,0.012,0.0106
7311,11,15,1,26.88,21.47,-0.086,21.37,-0.051,0.012,0.0106
7312,11,16,1,26.4,22.8,0.098,22.9,0.125,0.012,0.0106
7313,11,17,1,26.1,22.49,0.075,22.79,0.113,0.012,0.0106
7314,11,18,1,26.0,24.92,0.297,25.09,0.312,0.012,0.0106
7315,11,19,0,26.1,21.79,0.025,21.64,-0.065,0.012,0.0106
7316,11,20,0,26.4,24.92,0.435,24.88,0.267,0.012,0.0106
7317,11,21,0,26.88,22.88,0.048,22.77,0.109,0.012,0.0106
7318,11,22,0,27.5,20.84,-0.087,20.64,-0.114,0.012,0.0106
7319,11,23,0,28.22,20.41,-0.152,20.59,-0.169,0.012,0.0106
7320,11,0,0,29.0,21.32,0.018,20.71,-0.099,0.012,0.0106
7321,11,1,0,29.78,20.57,-0.172,20.81,-0.092,0.012,0.0106
7322,11,2,0,30.5,21.76,-0.039,21.65,-0.055,0.012,0.0106
7323,11,3,0,31.12,24.6,0.265,24.87,0.318,0.012,0.0106
7324,11,4,0,31.6,20.06,-0.17,19.69,-0.209,0.012,0.0106
7325,11,5,0,31.9,22.92,0.039,22.35,0.048,0.012,0.0106
7326,11,6,0,32.0,26.14,0.493,26.51,0.461,0.012,0.0106
7327,11,7,0,31.9,23.0,0.147,22.69,0.067,0.012,0.0106
7328,11,8,1,31.6,23.54,0.168,23.55,0.152,0.012,0.0106
7329,11,9,1,31.12,22.84,0.02,23.14,0.069,0.012,0.0106
7330,11,10,1,30.5,23.14,0.199,23.57,0.12,0.012,0.0106
7331,11,11,1,29.78,21.9,-0.038,21.45,-0.021,0.012,0.0106
7332,11,12,1,29.0,22.48,0.075,22.37,0.013,0.012,0.0106
7333,11,13,1,28.22,24.89,0.269,24.89,0.307,0.012,0.0106
7334,11,14,1,27.5,23.91,0.18,24.39,0.271,0.012,0.0106
7335,11,15,1,26.88,22.65,0.026,22.47,0.014,0.012,0.0106
7336,11,16,1,26.4,21.39,-0.026,21.72,-0.065,0.012,0.0106
7337,11,17,1,26.1,19.88,-0.251,19.55,-0.254,0.012,0.0106
7338,11,18,1,26.0,24.26,0.31,24.09,0.159,0.012,0.0106
7339,11,19,0,26.1,21.98,0.04,22.21,0.011,0.012,0.0106
7340,11,20,0,26.4,24.0,0.166,24.25,0.234,0.012,0.0106
7341,11,21,0,26.88,23.56,0.24,23.37,0.112,0.012,0.0106
7342,11,22,0,27.5,22.72,0.077,22.34,0.002,0.012,0.0106
7343,11,23,0,28.22,22.06,0.046,21.58,-0.031,0.012,0.0106
7344,11,0,0,29.0,24.13,0.27,24.03,0.204,0.012,0.0106
7345,11,1,0,29.78,22.67,0.043,23.3,0.167,0.012,0.0106
7346,11,2,0,30.5,23.22,0.056,23.05,0.074,0.012,0.0106
7347,11,3,0,31.12,24.2,0.224,24.72,0.276,0.012,0.0106
7348,11,4,0,31.6,23.66,0.221,23.69,0.177,0.012,0.0106
7349,11,5,0,31.9,22.7,0.023,22.49,-0.045,0.012,0.0106
7350,11,6,0,32.0,24.35,0.215,24.31,0.172,0.012,0.0106
7351,11,7,0,31.9,21.54,-0.086,21.31,-0.059,0.012,0.0106
7352,11,8,0,31.6,22.68,0.003,22.27,-0.011,0.012,0.0106
7353,11,9,0,31.12,25.22,0.279,25.66,0.307,0.012,0.0106
7354,11,10,0,30.5,22.69,0.085,22.71,0.093,0.012,0.0106
7355,11,11,0,29.78,23.18,0.132,22.84,0.11,0.012,0.0106
7356,11,12,0,29.0,21.41,-0.086,21.5,0.01,0.012,0.0106
7357,11,13,0,28.22,20.51,-0.233,20.86,-0.061,0.012,0.0106
7358,11,14,0,27.5,20.79,-0.203,20.84,-0.156,0.012,0.0106
7359,11,15,0,26.88,23.85,0.197,24.16,0.238,0.012,0.0106
7360,11,16,0,26.4,24.07,0.137,23.86,0.186,0.012,0.0106
7361,11,17,0,26.1,21.63,-0.009,21.75,-0.045,0.012,0.0106
7362,11,18,0,26.0,23.56,0.192,23.75,0.163,0.012,0.0106
7363,11,19,0,26.1,23.67,0.199,23.83,0.233,0.012,0.0106
7364,11,20,0,26.4,22.99,0.044,22.81,0.115,0.012,0.0106
7365,11,21,0,26.88,23.04,0.002,23.54,0.181,0.012,0.0106
7366,11,22,0,27.5,22.11,-0.027,22.0,0.027,0.012,0.0106
7367,11,23,0,28.22,23.42,0.15,23.08,0.129,0.012,0.0106
7368,11,0,0,29.0,22.77,0.062,23.1,0.042,0.012,0.0106
7369,11,1,0,29.78,22.78,0.094,22.83,0.117,0.012,0.0106
7370,11,2,0,30.5,19.57,-0.289,19.5,-0.286,0.012,0.0106
7371,11,3,0,31.12,22.39,0.054,22.6,0.04,0.012,0.0106
7372,11,4,0,31.6,22.28,0.062,22.56,0.039,0.012,0.0106
7373,11,5,0,31.9,21.57,-0.064,21.06,-0.146,0.012,0.0106
7374,11,6,0,32.0,25.6,0.416,25.34,0.389,0.012,0.0106
7375,11,7,0,31.9,22.82,0.016,22.79,0.064,0.012,0.0106
7376,11,8,0,31.6,24.91,0.292,25.01,0.34,0.012,0.0106
7377,11,9,0,31.12,23.54,0.165,23.5,0.127,0.012,0.0106
7378,11,10,0,30.5,21.66,-0.006,21.6,-0.078,0.012,0.0106
7379,11,11,0,29.78,22.61,0.016,22.5,0.038,0.012,0.0106
7380,11,12,0,29.0,19.02,-0.353,18.79,-0.329,0.012,0.0106
7381,11,13,0,28.22,19.08,-0.246,19.14,-0.29,0.012,0.0106
7382,11,14,0,27.5,23.25,0.047,23.09,0.109,0.012,0.0106
7383,11,15,0,26.88,23.52,0.129,23.12,0.105,0.012,0.0106
7384,11,16,0,26.4,26.78,0.382,26.84,0.42,0.012,0.0106
7385,11,17,0,26.1,23.6,0.146,24.34,0.224,0.012,0.0106
7386,11,18,0,26.0,23.15,-0.013,22.91,0.122,0.012,0.0106
7387,11,19,0,26.1,21.58,-0.08,21.9,-0.007,0.012,0.0106
7388,11,20,0,26.4,23.78,0.19,24.1,0.216,0.012,0.0106
7389,11,21,0,26.88,23.43,0.078,23.57,0.119,0.012,0.0106
7390,11,22,0,27.5,19.34,-0.286,19.57,-0.219,0.012,0.0106
7391,11,23,0,28.22,23.11,0.105,22.8,0.067,0.012,0.0106
7392,11,0,0,29.0,21.59,0.084,21.86,0.02,0.012,0.0106
7393,11,1,0,29.78,22.46,0.132,22.84,0.042,0.012,0.0106
7394,11,2,0,30.5,24.34,0.293,24.57,0.281,0.012,0.0106
7395,11,3,0,31.12,22.16,0.033,22.77,0.064,0.012,0.0106
7396,11,4,0,31.6,23.26,0.131,23.55,0.167,0.012,0.0106
7397,11,5,0,31.9,22.63,0.022,22.43,0.001,0.012,0.0106
7398,11,6,0,32.0,24.78,0.106,24.71,0.283,0.012,0.0106
7399,11,7,0,31.9,23.06,0.065,22.5,0.024,0.012,0.0106
7400,11,8,1,31.6,21.39,-0.069,21.75,-0.038,0.012,0.0106
7401,11,9,1,31.12,24.18,0.131,24.33,0.215,0.012,0.0106
7402,11,10,1,30.5,22.98,0.2,22.7,0.074,0.012,0.0106
7403,11,11,1,29.78,21.37,-0.017,21.03,-0.116,0.012,0.0106
7404,11,12,1,29.0,23.07,0.11,22.72,0.053,0.012,0.0106
7405,11,13,1,28.22,22.03,0.054,21.79,-0.036,0.012,0.0106
7406,11,14,1,27.5,22.28,0.109,22.26,0.052,0.012,0.0106
7407,11,15,1,26.88,23.69,0.136,23.21,0.157,0.012,0.0106
7408,11,16,1,26.4,20.74,-0.179,20.77,-0.152,0.012,0.0106
7409,11,17,1,26.1,25.02,0.351,25.24,0.347,0.012,0.0106
7410,11,18,1,26.0,22.29,0.009,22.08,0.003,0.012,0.0106
7411,11,19,0,26.1,25.16,0.289,24.76,0.249,0.012,0.0106
7412,11,20,0,26.4,24.08,0.224,24.64,0.276,0.012,0.0106
7413,11,21,0,26.88,22.64,0.102,22.77,0.09,0.012,0.0106
7414,11,22,0,27.5,23.25,0.036,23.48,0.148,0.012,0.0106
7415,11,23,0,28.22,22.96,0.087,23.08,0.113,0.012,0.0106
7416,11,0,0,29.0,21.42,-0.009,20.89,-0.145,0.012,0.0106
7417,11,1,0,29.78,22.26,0.105,22.03,0.001,0.012,0.0106
7418,11,2,0,30.5,22.03,0.111,22.26,0.038,0.012,0.0106
7419,11,3,0,31.12,21.93,-0.085,22.14,0.016,0.012,0.0106
7420,11,4,0,31.6,25.49,0.354,25.54,0.354,0.012,0.0106
7421,11,5,0,31.9,21.91,0.029,22.0,-0.01,0.012,0.0106
7422,11,6,0,32.0,18.76,-0.217,18.9,-0.321,0.012,0.0106
7423,11,7,0,31.9,20.29,-0.083,20.5,-0.134,0.012,0.0106
7424,11,8,1,31.6,25.09,0.344,25.33,0.317,0.012,0.0106
7425,11,9,1,31.12,22.93,0.09,22.92,0.084,0.012,0.0106
7426,11,10,1,30.5,22.84,0.124,22.45,0.019,0.012,0.0106
7427,11,11,1,29.78,22.12,-0.034,22.22,-0.037,0.012,0.0106
7428,11,12,1,29.0,21.93,0.028,21.5,-0.085,0.012,0.0106
7429,11,13,1,28.22,24.73,0.276,24.73,0.213,0.012,0.0106
7430,11,14,1,27.5,22.72,0.007,22.69,0.072,0.012,0.0106
7431,11,15,1,26.88,21.9,-0.008,21.84,-0.03,0.012,0.0106
7432,11,16,1,26.4,22.87,0.111,22.84,0.069,0.012,0.0106
7433,11,17,1,26.1,20.9,-0.038,20.69,-0.102,0.012,0.0106
7434,11,18,1,26.0,24.32,0.209,24.7,0.279,0.012,0.0106
7435,11,19,0,26.1,22.61,0.047,22.81,0.084,0.012,0.0106
7436,11,20,0,26.4,22.61,0.094,22.77,0.08,0.012,0.0106
7437,11,21,0,26.88,22.69,0.151,22.75,0.023,0.012,0.0106
7438,11,22,0,27.5,21.05,-0.082,21.25,-0.067,0.012,0.0106
7439,11,23,0,28.22,23.5,0.122,23.57,0.175,0.012,0.0106
7440,11,0,0,29.0,22.53,0.088,22.4,0.059,0.012,0.0106
7441,11,1,0,29.78,22.82,0.149,23.34,0.164,0.012,0.0106
7442,11,2,0,30.5,26.35,0.412,26.31,0.456,0.012,0.0106
7443,11,3,0,31.12,22.12,-0.037,22.12,0.031,0.012,0.0106
7444,11,4,0,31.6,20.29,-0.171,20.26,-0.187,0.012,0.0106
7445,11,5,0,31.9,19.86,-0.251,19.33,-0.25,0.012,0.0106
7446,11,6,0,32.0,22.93,0.049,22.93,0.103,0.012,0.0106
7447,11,7,0,31.9,19.8,-0.232,19.08,-0.308,0.012,0.0106
7448,11,8,1,31.6,24.02,0.285,24.07,0.19,0.012,0.0106
7449,11,9,1,31.12,23.23,0.192,23.15,0.109,0.012,0.0106
7450,11,10,1,30.5,23.78,0.157,23.46,0.143,0.012,0.0106
7451,11,11,1,29.78,24.4,0.223,23.74,0.163,0.012,0.0106
7452,11,12,1,29.0,19.38,-0.339,19.25,-0.345,0.012,0.0106
7453,11,13,1,28.22,22.11,-0.002,22.02,0.009,0.012,0.0106
7454,11,14,1,27.5,21.18,-0.084,21.72,0.01,0.012,0.0106
7455,11,15,1,26.88,19.98,-0.168,19.73,-0.234,0.012,0.0106
7456,11,16,1,26.4,20.89,-0.074,20.34,-0.147,0.012,0.0106
7457,11,17,1,26.1,22.86,0.031,22.72,0.07,0.012,0.0106
7458,11,18,1,26.0,20.53,-0.084,20.3,-0.225,0.012,0.0106
7459,11,19,0,26.1,23.52,0.192,23.96,0.208,0.012,0.0106
7460,11,20,0,26.4,21.8,-0.132,21.61,-0.038,0.012,0.0106
7461,11,21,0,26.88,21.9,-0.011,21.69,-0.029,0.012,0.0106
7462,11,22,0,27.5,21.55,-0.009,22.03,0.03,0.012,0.0106
7463,11,23,0,28.22,22.35,-0.01,22.5,0.07,0.012,0.0106
7464,11,0,0,29.0,22.19,0.018,21.89,-0.02,0.012,0.0106
7465,11,1,0,29.78,25.98,0.477,26.12,0.445,0.012,0.0106
7466,11,2,0,30.5,22.56,-0.031,22.42,0.016,0.012,0.0106
7467,11,3,0,31.12,23.49,0.168,23.4,0.079,0.012,0.0106
7468,11,4,0,31.6,23.18,0.029,23.51,0.162,0.012,0.0106
7469,11,5,0,31.9,24.52,0.226,25.02,0.325,0.012,0.0106
7470,11,6,0,32.0,24.64,0.329,24.77,0.275,0.012,0.0106
7471,11,7,0,31.9,23.09,0.101,22.9,0.104,0.012,0.0106
7472,11,8,1,31.6,21.46,-0.016,21.39,0.0,0.012,0.0106
7473,11,9,1,31.12,19.43,-0.27,20.02,-0.169,0.012,0.0106
7474,11,10,1,30.5,24.24,0.188,24.71,0.264,0.012,0.0106
7475,11,11,1,29.78,22.42,0.108,22.31,0.029,0.012,0.0106
7476,11,12,1,29.0,20.07,-0.272,19.88,-0.219,0.012,0.0106
7477,11,13,1,28.22,23.51,0.131,23.31,0.123,0.012,0.0106
7478,11,14,1,27.5,22.71,0.111,22.87,0.154,0.012,0.0106
7479,11,15,1,26.88,22.69,-0.011,22.91,0.079,0.012,0.0106
7480,11,16,1,26.4,22.09,-0.017,21.79,-0.024,0.012,0.0106
7481,11,17,1,26.1,21.74,-0.0,22.52,0.112,0.012,0.0106
7482,11,18,1,26.0,24.74,0.276,24.55,0.242,0.012,0.0106
7483,11,19,0,26.1,22.26,0.004,21.96,0.007,0.012,0.0106
7484,11,20,0,26.4,23.0,0.097,23.08,0.133,0.012,0.0106
7485,11,21,0,26.88,22.11,-0.081,22.53,0.073,0.012,0.0106
7486,11,22,0,27.5,23.23,0.105,23.03,0.117,0.012,0.0106
7487,11,23,0,28.22,23.87,0.219,23.35,0.121,0.012,0.0106
7488,11,0,0,29.0,24.19,0.341,23.64,0.137,0.012,0.0106
7489,11,1,0,29.78,24.64,0.224,24.62,0.27,0.012,0.0106
7490,11,2,0,30.5,24.04,0.239,23.58,0.157,0.012,0.0106
7491,11,3,0,31.12,23.37,0.108,23.37,0.103,0.012,0.0106
7492,11,4,0,31.6,23.51,0.184,23.71,0.184,0.012,0.0106
7493,11,5,0,31.9,23.92,0.098,24.34,0.164,0.012,0.0106
7494,11,6,0,32.0,25.08,0.253,24.67,0.259,0.012,0.0106
7495,11,7,0,31.9,20.02,-0.246,19.9,-0.217,0.012,0.0106
7496,11,8,1,31.6,22.92,0.072,22.82,0.089,0.012,0.0106
7497,11,9,1,31.12,24.07,0.196,24.55,0.309,0.012,0.0106
7498,11,10,1,30.5,23.82,0.118,23.45,0.127,0.012,0.0106
7499,11,11,1,29.78,24.67,0.172,24.52,0.245,0.012,0.0106
7500,11,12,1,29.0,19.53,-0.276,19.21,-0.274,0.012,0.0106
7501,11,13,1,28.22,24.04,0.145,24.24,0.213,0.012,0.0106
7502,11,14,1,27.5,22.61,0.048,22.54,0.002,0.012,0.0106
7503,11,15,1,26.88,20.77,-0.278,20.65,-0.116,0.012,0.0106
7504,11,16,1,26.4,20.44,-0.126,20.65,-0.152,0.012,0.0106
7505,11,17,1,26.1,24.0,0.185,24.22,0.21,0.012,0.0106
7506,11,18,1,26.0,24.15,0.267,24.22,0.15,0.012,0.0106
7507,11,19,0,26.1,22.65,0.063,22.17,0.039,0.012,0.0106
7508,11,20,0,26.4,25.11,0.285,24.83,0.28,0.012,0.0106
7509,11,21,0,26.88,21.04,-0.1,21.33,-0.063,0.012,0.0106
7510,11,22,0,27.5,23.43,0.102,23.41,0.139,0.012,0.0106
7511,11,23,0,28.22,21.22,-0.029,21.25,-0.11,0.012,0.0106
7512,11,0,0,29.0,20.2,-0.218,20.22,-0.177,0.012,0.0106
7513,11,1,0,29.78,22.98,0.133,22.34,-0.001,0.012,0.0106
7514,11,2,0,30.5,22.47,0.019,22.27,0.078,0.012,0.0106
7515,11,3,0,31.12,22.98,0.105,23.25,0.144,0.012,0.0106
7516,11,4,0,31.6,23.13,0.168,23.2,0.125,0.012,0.0106
7517,11,5,0,31.9,25.93,0.336,26.22,0.416,0.012,0.0106
7518,11,6,0,32.0,23.1,0.144,23.11,0.135,0.012,0.0106
7519,11,7,0,31.9,20.46,-0.179,20.84,-0.133,0.012,0.0106
7520,11,8,0,31.6,21.6,-0.053,21.84,-0.036,0.012,0.0106
7521,11,9,0,31.12,21.86,-0.056,21.33,-0.105,0.012,0.0106
7522,11,10,0,30.5,22.1,0.037,22.3,0.067,0.012,0.0106
7523,11,11,0,29.78,24.05,0.206,23.89,0.188,0.012,0.0106
7524,11,12,0,29.0,19.27,-0.281,18.91,-0.314,0.012,0.0106
7525,11,13,0,28.22,23.27,0.038,23.41,0.156,0.012,0.0106
7526,11,14,0,27.5,22.77,0.13,22.95,0.091,0.012,0.0106
7527,11,15,0,26.88,24.37,0.19,24.1,0.223,0.012,0.0106
7528,11,16,0,26.4,21.95,0.094,22.03,0.014,0.012,0.0106
7529,11,17,0,26.1,22.82,-0.003,22.56,0.054,0.012,0.0106
7530,11,18,0,26.0,24.1,0.23,24.0,0.243,0.012,0.0106
7531,11,19,0,26.1,24.6,0.269,24.73,0.228,0.012,0.0106
7532,11,20,0,26.4,21.55,-0.087,21.47,-0.045,0.012,0.0106
7533,11,21,0,26.88,25.37,0.349,25.82,0.406,0.012,0.0106
7534,11,22,0,27.5,21.41,-0.137,21.85,0.012,0.012,0.0106
7535,11,23,0,28.22,23.24,0.114,23.02,0.068,0.012,0.0106
7536,11,0,0,29.0,20.86,-0.075,20.39,-0.125,0.012,0.0106
7537,11,1,0,29.78,19.26,-0.275,19.81,-0.21,0.012,0.0106
7538,11,2,0,30.5,20.29,-0.161,20.69,-0.097,0.012,0.0106
7539,11,3,0,31.12,24.33,0.201,24.73,0.267,0.012,0.0106
7540,11,4,0,31.6,21.58,-0.025,21.85,0.017,0.012,0.0106
7541,11,5,0,31.9,24.17,0.284,23.65,0.194,0.012,0.0106
7542,11,6,0,32.0,21.95,-0.012,22.05,0.024,0.012,0.0106
7543,11,7,0,31.9,21.94,-0.002,22.09,-0.004,0.012,0.0106
7544,11,8,0,31.6,22.79,0.044,23.6,0.152,0.012,0.0106
7545,11,9,0,31.12,21.5,-0.009,21.33,-0.046,0.012,0.0106
7546,11,10,0,30.5,22.49,0.089,22.8,0.075,0.012,0.0106
7547,11,11,0,29.78,20.2,-0.172,20.45,-0.155,0.012,0.0106
7548,11,12,0,29.0,21.8,-0.002,22.02,-0.005,0.012,0.0106
7549,11,13,0,28.22,20.66,-0.104,20.98,-0.094,0.012,0.0106
7550,11,14,0,27.5,18.51,-0.361,18.5,-0.368,0.012,0.0106
7551,11,15,0,26.88,23.63,0.185,23.85,0.216,0.012,0.0106
7552,11,16,0,26.4,20.97,-0.1,20.83,-0.136,0.012,0.0106
7553,11,17,0,26.1,23.59,0.224,23.43,0.115,0.012,0.0106
7554,11,18,0,26.0,25.7,0.365,26.31,0.465,0.012,0.0106
7555,11,19,0,26.1,21.9,-0.019,22.2,-0.018,0.012,0.0106
7556,11,20,0,26.4,17.2,-0.466,17.12,-0.448,0.012,0.0106
7557,11,21,0,26.88,22.55,0.033,22.86,0.075,0.012,0.0106
7558,11,22,0,27.5,24.08,0.209,23.34,0.122,0.012,0.0106
7559,11,23,0,28.22,24.54,0.28,24.38,0.266,0.012,0.0106
7560,11,0,0,29.0,20.26,-0.195,20.22,-0.15,0.012,0.0106
7561,11,1,0,29.78,23.51,0.099,23.44,0.175,0.012,0.0106
7562,11,2,0,30.5,22.4,-0.037,21.91,0.004,0.012,0.0106
7563,11,3,0,31.12,20.59,-0.188,21.14,-0.086,0.012,0.0106
7564,11,4,0,31.6,22.74,-0.038,22.52,0.058,0.012,0.0106
7565,11,5,0,31.9,21.37,-0.069,21.41,-0.052,0.012,0.0106
7566,11,6,0,32.0,24.84,0.261,24.68,0.218,0.012,0.0106
7567,11,7,0,31.9,22.21,-0.003,22.33,0.046,0.012,0.0106
7568,11,8,1,31.6,22.23,0.039,21.84,-0.022,0.012,0.0106
7569,11,9,1,31.12,22.68,0.036,22.51,0.056,0.012,0.0106
7570,11,10,1,30.5,22.15,0.055,22.67,0.083,0.012,0.0106
7571,11,11,1,29.78,22.23,-0.017,21.63,-0.057,0.012,0.0106
7572,11,12,1,29.0,22.09,0.042,22.08,0.016,0.012,0.0106
