frame,snn_inference_ms,websocket_ms,e2e_latency_ms
7490,6.68,3.35,20.03
7491,5.96,3.77,18.66
7492,4.35,4.67,18.64
7493,4.24,7.02,19.79
7494,7.01,7.82,24.56
7495,4.24,5.03,17.86
7496,4.73,6.7,26.34
7497,7.03,3.52,19.07
7498,4.33,4.26,17.21
7499,4.14,3.34,21.4
7500,5.03,3.92,18.92
7501,4.85,4.09,20.02
7502,4.43,4.61,24.22
7503,6.9,4.24,20.3
7504,4.22,4.8,23.31
7505,4.63,4.91,18.71
7506,4.39,5.25,22.93
7507,4.37,4.18,19.33
7508,4.15,3.47,25.61
7509,5.03,4.42,21.53
7510,4.13,4.33,17.11
7511,4.29,3.48,19.42
7512,5.47,3.38,19.48
7513,4.97,4.3,18.79
7514,5.0,3.8,18.13
7515,4.13,4.08,16.71
7516,4.72,5.3,19.99
7517,4.88,5.36,21.64
7518,5.82,4.07,19.05
7519,4.71,4.85,21.68
7520,6.41,3.58,20.22
7521,4.95,6.18,22.03
7522,4.75,4.06,19.95
7523,4.1,3.41,21.55
7524,5.51,4.17,18.25
7525,4.14,6.09,19.61
7526,4.17,3.32,24.92
7527,4.35,3.91,17.44
7528,4.84,5.26,22.32
7529,4.72,3.42,17.61
7530,4.46,3.32,16.32
7531,4.39,3.37,20.24
7532,4.65,3.47,16.78
7533,4.35,4.25,18.83
7534,4.85,3.34,18.86
7535,4.96,3.55,18.23
7536,4.93,3.21,16.98
7537,5.22,5.57,21.73
7538,4.66,10.3,27.74
7539,5.28,5.68,20.21
7540,5.8,4.82,22.3
7541,4.52,3.51,17.79
7542,4.11,3.59,20.62
7543,4.32,3.58,23.38
7544,4.27,7.4,21.23
7545,5.07,4.88,19.08
7546,4.64,4.06,19.21
7547,5.02,3.58,18.84
7548,4.18,3.75,17.71
7549,4.66,3.89,18.82
7550,4.22,5.91,19.24
7551,4.7,3.65,22.43
7552,5.37,5.99,20.0
7553,4.36,3.79,17.22
7554,4.26,5.43,21.71
7555,4.59,4.11,20.63
7556,5.12,4.46,19.88
7557,5.03,3.59,20.62
7558,4.28,3.83,23.25
7559,4.51,4.82,18.34
7560,4.33,3.56,18.81
7561,4.59,4.92,18.83
7562,6.29,4.93,21.38
7563,4.98,6.48,20.34
7564,4.14,3.59,17.41
7565,4.33,4.75,20.52
7566,4.3,3.79,24.37
7567,4.38,4.75,18.19
7568,5.62,3.37,18.38
7569,4.41,4.0,18.62
7570,4.55,3.95,17.03
7571,4.18,4.99,19.84
7572,4.43,5.05,19.08
7573,4.43,4.61,18.25
7574,4.23,7.55,21.25
7575,5.88,5.51,24.76
7576,4.33,3.59,16.96
7577,4.95,3.35,17.02
7578,5.17,3.99,19.42
7579,4.45,4.89,18.37
7580,4.5,3.73,18.62
7581,4.27,4.16,20.34
7582,4.39,3.83,17.86
7583,4.18,4.04,18.18
7584,5.37,3.55,19.4
7585,5.51,3.81,18.17
7586,4.24,4.53,19.0
7587,5.28,3.3,23.16
7588,5.43,3.33,18.45
7589,7.87,5.36,25.24
7590,4.2,3.75,17.63
7591,4.17,3.97,16.79
7592,4.47,4.74,17.92
7593,5.15,3.95,19.74
7594,5.63,3.88,21.35
7595,5.08,9.21,23.63
7596,4.31,3.42,16.98
7597,4.79,5.22,19.09
7598,4.12,3.21,16.09
7599,6.7,3.61,21.59
7600,4.76,3.79,18.13
7601,4.54,3.36,17.05
7602,5.98,3.46,18.52
7603,5.95,3.64,19.72
7604,4.5,3.87,19.52
7605,5.55,3.68,19.27
7606,4.21,3.26,17.78
7607,4.97,4.59,18.81
7608,5.09,6.58,20.59
7609,5.93,5.46,19.95
7610,5.39,4.28,18.96
7611,4.33,5.31,20.55
7612,4.44,3.51,19.45
7613,4.35,6.04,19.51
7614,4.2,3.65,17.57
7615,4.31,5.04,23.05
7616,4.13,4.08,16.83
7617,5.42,3.96,19.72
7618,5.18,7.07,28.45
7619,4.74,7.39,20.74
7620,4.39,11.02,24.78
7621,4.52,3.49,16.95
7622,4.65,3.33,16.96
7623,4.75,3.3,17.57
7624,4.59,4.1,18.19
7625,4.83,4.0,18.86
7626,4.67,3.91,17.34
7627,6.31,5.7,21.52
7628,5.36,5.38,19.78
7629,4.52,5.08,20.34
7630,8.69,3.62,25.99
7631,4.66,3.57,17.1
7632,4.3,4.06,25.57
7633,4.17,3.24,18.33
7634,4.2,3.71,16.97
7635,4.36,3.33,17.03
7636,5.06,3.28,21.1
7637,5.42,3.64,18.84
7638,4.54,3.87,23.72
7639,4.88,4.16,17.92
7640,4.61,5.1,19.06
7641,4.89,3.73,17.61
7642,4.88,4.33,20.13
7643,4.13,3.9,20.88
7644,4.45,4.99,18.03
7645,4.83,3.34,17.86
7646,4.57,3.64,20.2
7647,4.93,3.21,18.46
7648,5.03,3.33,24.62
7649,7.09,6.53,22.9
7650,5.34,3.63,18.98
7651,4.22,7.72,22.7
7652,4.29,4.87,19.42
7653,4.19,4.4,17.32
7654,4.44,4.23,17.24
7655,4.37,4.45,20.54
7656,7.16,3.31,20.86
7657,5.01,7.6,23.8
7658,5.41,7.64,23.58
7659,6.64,4.81,20.54
7660,4.72,4.77,19.59
7661,4.56,5.08,26.66
7662,6.04,6.25,21.81
7663,5.56,6.13,24.16
7664,4.61,3.84,17.34
7665,5.44,8.2,25.01
7666,4.42,5.54,18.47
7667,4.6,5.21,22.36
7668,4.35,5.89,19.06
7669,5.44,9.99,27.0
7670,4.16,3.54,16.85
7671,4.44,4.11,21.29
7672,4.53,4.41,19.28
7673,8.21,8.95,27.45
7674,5.49,3.34,17.7
7675,5.39,3.53,17.71
7676,4.95,4.61,19.26
7677,4.44,4.44,20.05
7678,6.08,4.6,21.49
7679,4.17,4.4,18.83
7680,4.22,3.23,17.14
7681,4.17,3.51,22.44
7682,4.38,4.1,17.85
7683,5.02,4.27,18.27
7684,4.45,3.48,18.13
7685,5.96,3.54,23.7
7686,6.47,3.38,18.4
7687,5.43,4.22,18.2
7688,4.2,3.24,19.01
7689,5.26,6.77,22.42
7690,4.27,4.17,17.28
7691,4.3,3.33,18.42
7692,5.32,3.84,20.82
7693,5.7,4.98,19.6
7694,4.42,7.95,34.89
7695,4.19,4.19,17.37
7696,4.55,3.51,18.53
7697,5.6,5.85,21.9
7698,4.49,6.45,20.99
7699,4.59,3.62,17.46
7700,4.74,3.69,17.22
7701,4.1,4.7,17.59
7702,5.4,3.31,17.54
7703,6.98,4.05,20.47
7704,4.66,5.55,18.87
7705,4.57,4.1,18.41
7706,4.35,4.42,17.99
7707,4.23,3.67,16.44
7708,6.75,4.07,20.51
7709,4.1,5.3,18.57
7710,4.41,3.21,17.4
7711,4.55,3.21,17.28
7712,4.62,5.66,22.58
7713,4.64,4.06,18.21
7714,4.89,3.58,22.79
7715,4.83,3.56,21.02
7716,5.28,4.84,19.66
7717,4.88,3.62,18.96
7718,4.6,3.24,17.23
7719,4.47,3.56,19.29
7720,4.35,4.94,21.0
7721,4.45,3.46,20.44
7722,4.66,6.23,21.45
7723,4.21,3.2,15.93
7724,5.25,3.77,17.87
7725,5.32,4.02,21.39
7726,5.39,3.41,18.83
7727,4.73,3.6,24.74
7728,4.58,4.05,18.73
7729,4.66,3.51,17.59
7730,4.22,3.61,18.0
7731,4.55,5.69,19.05
7732,4.19,4.94,18.83
7733,4.11,7.26,24.2
7734,4.47,3.89,17.47
7735,4.86,4.99,18.48
7736,4.61,5.94,19.65
7737,7.59,4.21,32.53
7738,6.36,3.87,19.05
7739,4.76,3.77,19.34
7740,4.1,4.17,21.55
7741,4.26,5.12,18.99
7742,4.35,3.85,19.26
7743,4.21,3.65,20.11
7744,5.35,3.24,18.54
7745,4.28,5.23,18.87
7746,4.38,4.09,17.1
7747,4.21,3.22,17.81
7748,4.18,6.7,20.5
7749,4.26,4.04,16.98
7750,4.1,3.84,18.3
7751,4.16,5.08,24.62
7752,5.23,3.38,17.2
7753,6.09,3.58,21.97
7754,4.86,3.44,22.09
7755,4.17,4.35,20.13
7756,5.58,4.11,18.73
7757,7.38,3.51,21.46
7758,6.46,5.51,21.48
7759,4.37,3.34,17.59
7760,4.56,6.2,22.1
7761,4.52,4.71,20.16
7762,6.14,5.27,20.11
7763,4.95,4.7,19.79
7764,5.03,3.67,19.16
7765,4.48,3.51,16.57
7766,4.24,4.9,18.17
7767,4.88,3.57,17.77
7768,5.93,5.23,19.87
7769,5.25,5.19,19.79
7770,7.45,3.43,23.19
7771,4.76,3.21,17.4
7772,4.93,4.27,21.44
7773,4.52,8.39,21.66
7774,4.82,3.79,22.54
7775,4.49,5.61,19.9
7776,4.57,3.23,16.43
7777,4.46,5.69,19.2
7778,7.02,3.82,22.93
7779,4.11,6.93,26.64
7780,4.11,6.02,19.79
7781,4.1,3.34,17.17
7782,5.59,7.22,21.77
7783,4.36,3.22,19.98
7784,4.6,3.89,19.39
7785,4.61,3.56,17.67
7786,4.29,5.15,28.8
7787,6.65,4.19,20.27
7788,4.44,3.81,18.57
7789,4.68,3.29,17.03
7790,4.57,3.79,19.41
7791,4.42,4.76,19.78
7792,5.03,4.27,18.21
7793,4.77,4.34,17.78
7794,5.18,3.68,17.65
7795,4.79,6.33,20.61
7796,4.18,4.02,20.3
7797,4.96,5.01,23.75
7798,4.65,4.36,18.13
7799,4.13,3.44,19.23
7800,4.83,4.28,22.47
7801,4.28,3.45,16.77
7802,4.16,3.54,28.59
7803,5.08,3.2,20.54
7804,4.67,3.82,17.55
7805,5.4,4.48,20.77
7806,4.37,3.35,17.42
7807,4.72,4.27,17.65
7808,5.49,6.81,21.45
7809,4.78,10.64,23.96
7810,4.81,5.8,21.16
7811,4.91,4.3,17.89
7812,4.52,4.84,18.7
7813,4.43,5.11,18.08
7814,4.89,7.84,22.49
7815,5.67,3.61,18.18
7816,4.17,3.95,17.04
7817,4.61,4.0,17.11
7818,5.53,3.58,24.94
7819,6.33,6.63,21.97
7820,5.97,5.71,22.19
7821,4.13,4.5,19.54
7822,6.49,4.68,21.14
7823,4.99,4.27,18.83
7824,6.66,4.5,21.67
7825,5.01,4.91,20.12
7826,6.61,3.57,18.99
7827,6.5,3.28,18.38
7828,5.0,3.27,18.15
7829,4.33,7.02,20.79
7830,4.21,7.44,22.54
7831,4.52,3.27,17.19
7832,4.27,3.22,16.2
7833,4.27,3.42,17.16
7834,4.18,4.7,17.83
7835,4.42,3.55,18.06
7836,5.6,3.6,17.75
7837,4.65,7.07,22.54
7838,4.63,7.98,22.65
7839,4.63,3.21,16.85
7840,4.39,4.35,18.52
7841,4.11,3.35,23.96
7842,4.49,3.91,16.94
7843,4.11,4.89,19.56
7844,4.34,3.79,17.6
7845,6.85,5.46,23.12
7846,4.86,3.24,16.88
7847,5.39,3.49,17.61
7848,4.32,3.29,16.23
7849,4.21,3.97,18.07
7850,4.89,3.36,16.97
7851,4.2,3.85,17.88
7852,5.57,4.9,22.16
7853,5.25,5.35,21.02
7854,4.11,4.58,17.45
7855,5.08,3.21,18.3
7856,5.18,3.31,19.18
7857,4.88,3.72,18.48
7858,4.46,4.22,17.85
7859,6.84,3.61,23.64
7860,5.13,3.82,17.9
7861,4.23,4.49,18.42
7862,4.66,4.76,19.16
7863,4.48,4.02,23.93
7864,5.44,3.35,19.61
7865,5.28,5.72,21.4
7866,4.5,4.0,18.5
7867,4.87,3.43,18.17
7868,4.27,3.59,21.12
7869,4.92,8.66,27.22
7870,4.3,4.41,20.64
7871,5.35,3.9,19.06
7872,6.61,4.67,24.44
7873,4.3,4.74,17.6
7874,4.24,3.95,17.24
7875,4.94,3.64,17.17
7876,4.11,4.37,19.69
7877,5.36,4.8,25.09
7878,6.84,7.3,24.32
7879,4.77,4.05,18.36
7880,7.5,4.38,21.31
7881,4.32,3.62,16.6
7882,4.8,3.68,17.21
7883,4.67,3.46,16.73
7884,5.46,4.11,32.16
7885,4.37,3.92,17.53
7886,4.56,3.51,17.47
7887,4.3,4.29,17.39
7888,4.28,3.33,16.22
7889,4.72,3.7,19.36
7890,5.2,4.73,19.46
7891,4.54,4.09,18.83
7892,4.33,4.59,19.26
7893,4.43,3.33,17.78
7894,4.15,4.67,19.08
7895,4.34,4.16,19.05
7896,5.53,3.45,19.19
7897,5.75,3.52,24.04
7898,4.17,3.49,23.03
7899,4.14,3.95,22.32
7900,4.27,9.89,23.31
7901,4.6,4.07,18.78
7902,4.29,4.01,19.13
7903,4.46,3.87,19.82
7904,5.0,3.55,21.34
7905,5.62,3.64,19.88
7906,8.68,3.71,25.46
7907,4.16,4.86,19.59
7908,4.48,3.42,19.2
7909,5.07,4.5,19.7
7910,4.3,3.56,16.68
7911,5.61,4.57,20.47
7912,5.61,4.56,18.82
7913,5.0,3.24,17.33
7914,4.21,5.15,18.72
7915,4.19,4.46,17.17
7916,4.46,3.2,18.55
7917,5.25,3.33,18.07
7918,4.29,3.27,16.23
7919,4.73,3.64,18.95
7920,4.95,3.55,18.31
7921,5.11,4.23,18.76
7922,4.38,4.9,19.45
7923,5.87,4.61,19.01
7924,4.12,4.19,19.56
7925,4.83,3.6,18.16
7926,4.44,6.04,22.15
7927,4.42,4.04,20.5
7928,5.97,3.79,20.33
7929,4.11,3.6,17.26
7930,5.71,8.01,34.64
7931,4.69,5.63,19.29
7932,5.24,5.46,20.4
7933,5.53,3.48,19.05
7934,4.3,5.51,20.21
7935,5.11,3.33,17.24
7936,4.38,3.41,18.77
7937,7.32,7.41,27.23
7938,5.11,4.92,24.15
7939,4.89,5.97,21.12
7940,4.74,3.72,22.94
7941,4.29,3.37,17.56
7942,4.51,4.25,18.88
7943,4.99,3.43,16.97
7944,5.49,4.58,18.9
7945,5.52,4.07,19.94
7946,5.1,3.8,17.48
7947,4.45,3.27,18.39
7948,5.18,4.6,18.61
7949,4.15,3.24,17.86
7950,4.95,4.31,20.03
7951,4.84,4.69,20.42
7952,4.44,3.24,17.94
7953,4.16,4.85,18.61
7954,4.31,3.74,17.43
7955,5.01,3.27,17.07
7956,4.17,4.25,17.04
7957,6.3,3.9,24.14
7958,5.19,4.88,18.98
7959,7.1,3.26,21.34
7960,4.91,6.44,22.2
7961,5.21,6.97,24.9
7962,4.32,3.92,18.32
7963,4.36,3.42,16.41
7964,4.15,4.66,17.76
7965,4.14,5.89,20.42
7966,4.3,5.89,18.85
7967,4.15,5.67,18.37
7968,5.1,3.24,20.23
7969,4.16,3.39,17.05
7970,4.3,3.53,18.61
7971,4.68,3.74,18.03
7972,4.22,6.08,21.8
7973,4.91,3.21,19.35
7974,4.34,3.79,16.71
7975,6.05,3.91,18.84
7976,4.32,5.27,21.48
7977,4.72,4.2,18.38
7978,5.27,4.18,18.24
7979,4.86,5.23,19.86
7980,4.23,3.49,17.55
7981,5.07,3.42,18.57
7982,4.35,3.71,16.72
7983,4.64,3.3,18.74
7984,5.02,3.5,18.12
7985,4.66,3.35,17.72
7986,4.85,3.69,17.14
7987,4.61,6.03,22.47
7988,5.29,4.16,18.36
7989,5.23,4.25,20.4
7990,4.44,3.94,17.87
7991,4.4,4.73,19.32
7992,4.44,3.39,17.33
7993,5.72,3.5,17.91
7994,6.45,3.25,19.26
7995,4.84,4.26,17.74
7996,4.16,3.37,16.08
7997,6.83,5.51,25.26
7998,8.16,8.65,25.65
7999,4.26,5.12,19.26
8000,4.27,3.27,16.06
8001,4.34,5.58,19.72
8002,4.15,3.21,16.02
8003,4.37,4.18,18.28
8004,4.63,5.26,24.04
8005,4.27,4.07,23.52
8006,4.42,3.84,18.29
8007,4.64,3.27,16.55
8008,5.22,4.84,18.87
8009,4.51,5.69,21.38
8010,4.17,3.21,16.51
8011,4.35,4.47,20.02
8012,4.25,4.03,17.24
8013,5.47,5.26,24.71
8014,4.85,3.42,17.71
8015,4.52,3.56,17.11
8016,4.95,5.38,21.18
8017,7.09,4.03,20.58
8018,4.27,3.32,19.64
8019,4.22,5.38,19.43
8020,4.46,4.35,21.61
8021,4.82,3.43,17.64
8022,7.95,3.26,19.99
8023,8.6,3.22,22.0
8024,4.42,3.77,18.27
8025,5.18,3.89,18.15
8026,4.38,3.36,16.62
8027,4.12,5.91,19.09
8028,4.31,5.53,20.39
8029,5.41,4.72,22.53
8030,4.63,3.7,16.91
8031,4.28,3.65,17.62
8032,4.49,3.39,17.7
8033,5.95,3.21,18.49
8034,5.03,5.98,23.88
8035,4.54,5.83,18.97
8036,4.47,9.99,23.41
8037,4.34,5.49,18.43
8038,5.04,4.63,18.43
8039,5.03,3.33,18.62
8040,4.87,3.21,19.6
8041,4.12,3.26,18.76
8042,6.73,3.32,19.4
8043,4.71,4.01,20.65
8044,6.17,3.68,19.44
8045,6.34,4.1,26.2
8046,5.9,4.51,20.26
8047,5.47,3.82,18.2
8048,4.65,5.29,20.46
8049,4.11,4.12,17.34
8050,4.5,4.87,20.11
8051,4.63,3.59,17.33
8052,4.21,4.47,17.36
8053,4.5,4.45,20.34
8054,4.19,3.39,18.08
8055,5.09,3.24,17.48
8056,5.22,3.25,19.17
8057,5.52,3.95,20.22
8058,4.16,4.08,18.28
8059,4.62,3.43,19.0
8060,4.75,8.21,21.87
8061,4.2,3.47,23.63
8062,6.49,6.16,22.15
8063,4.7,3.96,18.82
8064,4.6,5.24,20.86
8065,4.99,3.26,18.37
8066,4.95,4.22,21.98
8067,4.95,3.45,19.65
8068,4.62,3.42,16.86
8069,4.17,4.24,19.56
8070,4.27,3.8,17.68
8071,5.49,4.13,20.29
8072,4.35,4.3,17.56
8073,4.53,3.26,16.34
8074,4.99,4.44,18.26
8075,4.74,3.51,17.09
8076,7.71,6.27,23.25
8077,4.91,4.34,17.78
8078,4.18,3.85,19.09
8079,5.51,3.2,18.29
8080,4.65,5.02,21.04
8081,5.61,3.83,22.59
8082,6.53,5.2,21.87
8083,4.71,3.73,21.45
8084,4.12,5.34,18.07
8085,4.37,3.7,20.92
8086,4.13,4.12,18.75
8087,4.63,3.85,18.35
8088,5.53,3.45,22.23
8089,4.57,4.87,18.18
8090,5.41,4.12,20.47
8091,4.65,4.92,21.09
8092,4.56,5.34,20.33
8093,4.4,3.44,16.72
8094,6.33,4.14,19.56
8095,5.03,5.24,19.66
8096,5.53,5.81,24.71
8097,4.91,3.98,17.65
8098,4.86,3.65,17.32
8099,4.5,3.75,16.82
8100,4.47,3.67,17.52
8101,4.52,3.8,17.2
8102,4.54,4.09,17.72
8103,4.37,6.4,21.37
8104,4.15,3.33,19.07
8105,4.59,9.46,25.02
8106,4.67,3.59,18.61
8107,4.13,3.48,16.52
8108,4.15,4.35,17.12
8109,5.28,4.16,18.09
8110,6.27,4.66,21.23
8111,4.19,3.3,20.57
8112,4.55,4.34,17.69
8113,4.27,7.17,21.25
8114,4.68,4.85,18.22
8115,4.24,4.96,27.63
8116,8.15,5.23,22.18
8117,4.11,5.74,18.85
8118,5.47,4.19,27.4
8119,5.33,3.86,18.61
8120,4.57,3.37,18.68
8121,4.25,4.0,16.93
8122,7.04,7.83,32.5
8123,4.44,3.55,16.8
8124,4.61,4.83,18.37
8125,4.37,3.49,18.29
8126,4.92,3.42,17.79
8127,4.34,6.13,19.9
8128,6.04,5.07,22.24
8129,4.93,3.69,21.64
8130,7.59,4.01,28.68
8131,4.62,4.8,18.01
8132,4.97,3.67,17.54
8133,5.54,4.06,22.81
8134,6.8,4.16,19.95
8135,4.91,4.15,18.26
8136,4.41,4.27,18.61
8137,5.29,4.82,18.76
8138,4.84,3.23,18.34
8139,4.16,4.8,18.08
8140,5.13,5.92,21.44
8141,4.23,6.37,23.03
8142,4.81,4.42,20.96
8143,5.64,3.61,17.8
8144,4.24,3.5,17.67
8145,4.45,4.23,18.01
8146,4.32,3.24,26.35
8147,4.66,4.65,19.67
8148,4.13,3.8,19.69
8149,5.2,3.77,19.13
8150,4.16,8.34,24.34
8151,5.16,4.81,18.7
8152,4.37,5.44,20.53
8153,5.29,3.84,18.38
8154,4.26,3.3,16.77
8155,5.57,3.69,20.96
8156,6.04,5.26,20.02
8157,4.21,3.82,21.69
8158,4.23,5.33,18.31
8159,6.79,4.14,21.14
8160,4.67,3.45,17.68
8161,4.18,6.03,23.36
8162,4.77,3.8,19.94
8163,5.05,3.36,18.94
8164,4.21,3.71,17.36
8165,4.62,4.89,21.45
8166,5.15,3.5,17.33
8167,5.7,3.43,19.29
8168,4.31,4.74,18.44
8169,4.14,3.28,19.82
8170,4.41,3.44,17.02
8171,4.16,4.91,21.53
8172,4.88,5.25,23.05
8173,5.74,3.52,18.75
8174,5.05,6.84,22.74
8175,4.92,3.82,17.89
8176,5.05,3.6,18.45
8177,5.13,6.44,22.52
8178,5.93,5.94,20.81
8179,4.88,3.51,17.99
8180,5.46,3.56,21.4
8181,5.03,5.75,19.53
8182,5.36,3.21,17.28
8183,4.22,3.82,18.31
8184,5.04,3.51,18.39
8185,7.24,3.48,21.66
8186,6.6,3.35,20.18
8187,4.3,3.33,16.5
8188,4.52,7.03,23.36
8189,4.93,6.51,20.23
8190,4.48,3.48,21.36
8191,4.3,3.52,20.84
8192,4.2,4.99,17.83
8193,5.07,3.47,21.89
8194,4.44,3.83,19.94
8195,4.53,3.23,18.25
8196,4.15,3.93,17.66
8197,4.34,7.73,22.41
8198,4.12,5.89,21.33
8199,4.76,4.49,19.32
8200,5.11,4.47,19.74
8201,5.64,3.72,22.31
8202,4.19,3.57,21.49
8203,4.11,7.72,23.49
8204,4.24,4.71,22.78
8205,7.33,3.39,20.59
8206,4.67,4.73,21.08
8207,4.47,5.85,20.45
8208,5.14,4.17,22.0
8209,4.42,6.29,21.83
8210,4.28,3.24,17.49
8211,6.03,4.01,25.58
8212,6.0,3.55,20.19
8213,4.87,4.43,20.54
8214,4.32,5.49,21.13
8215,4.61,3.32,17.25
8216,4.75,4.95,18.92
8217,4.18,3.76,17.67
8218,4.1,4.0,16.64
8219,5.45,5.36,20.01
8220,4.17,3.74,16.64
8221,4.6,3.29,18.28
8222,4.32,3.42,16.51
8223,4.37,3.63,20.78
8224,4.48,4.22,18.05
8225,6.51,3.7,20.41
8226,4.99,3.7,20.23
8227,6.17,4.65,29.35
8228,4.48,7.13,21.19
8229,4.8,3.94,18.49
8230,4.14,3.39,17.2
8231,4.76,6.08,25.68
8232,5.9,4.43,20.54
8233,4.18,3.83,16.7
8234,4.27,5.78,20.67
8235,4.27,3.2,19.34
8236,4.52,3.46,17.98
8237,4.5,3.76,20.0
8238,4.73,4.31,20.62
8239,4.82,9.88,26.61
8240,6.94,4.39,20.81
8241,4.77,4.05,17.42
8242,4.1,3.79,20.04
8243,4.12,4.5,17.8
8244,4.63,3.95,17.34
8245,10.22,3.35,27.1
8246,4.39,3.65,16.84
8247,4.37,5.72,21.81
8248,4.19,5.12,17.88
8249,4.39,3.37,16.91
8250,4.24,4.78,17.98
8251,5.38,4.11,22.49
8252,4.99,3.3,17.0
8253,4.23,3.68,16.99
8254,4.14,3.64,18.03
8255,4.16,3.2,22.9
8256,4.18,3.51,17.38
8257,6.71,3.71,23.26
8258,4.22,3.34,16.43
8259,4.24,5.81,19.42
8260,4.19,3.24,15.99
8261,4.2,3.53,18.81
8262,4.34,4.03,21.55
8263,4.56,5.05,18.36
8264,4.19,4.61,17.9
8265,4.64,4.22,17.95
8266,4.77,5.84,19.84
8267,5.47,5.16,20.28
8268,5.03,3.69,17.52
8269,4.43,3.53,17.37
8270,5.67,3.81,18.25
8271,4.75,5.44,20.79
8272,5.35,3.33,20.35
8273,4.31,3.3,20.74
8274,4.1,3.35,20.0
8275,4.72,3.5,17.17
8276,4.3,4.91,18.25
8277,4.74,3.74,20.24
8278,5.29,4.39,22.78
8279,4.85,3.63,17.44
8280,4.29,4.71,17.93
8281,6.01,4.08,18.65
8282,4.38,5.03,23.0
8283,4.34,4.48,17.66
8284,4.65,3.78,17.64
8285,4.88,5.71,20.48
8286,4.17,5.71,19.82
8287,4.59,3.33,16.6
8288,4.54,4.27,17.65
8289,4.9,3.49,17.67
8290,7.31,3.91,22.41
8291,5.98,5.26,24.93
8292,5.3,3.97,18.52
8293,5.41,3.83,18.65
8294,6.04,4.36,19.88
8295,4.33,3.44,19.54
8296,4.34,4.06,19.51
8297,4.78,4.2,17.63
8298,4.49,8.09,22.63
8299,4.19,3.55,16.94
8300,4.36,3.32,19.63
8301,4.1,3.99,17.13
8302,4.35,3.63,18.02
8303,4.91,3.57,17.79
8304,5.17,3.66,17.48
8305,4.88,6.11,20.14
8306,4.71,5.8,20.56
8307,4.14,3.84,16.98
8308,4.89,6.96,21.18
8309,5.61,3.24,21.89
8310,6.04,3.48,19.35
8311,4.27,3.6,16.64
8312,4.66,4.85,21.16
8313,4.94,5.08,18.94
8314,5.68,3.59,18.69
8315,4.42,4.76,18.07
8316,5.09,3.4,18.36
8317,4.68,3.25,16.88
8318,5.99,6.14,21.19
8319,6.19,4.48,19.95
8320,4.17,3.57,20.38
8321,5.16,3.87,18.7
8322,4.22,3.33,17.48
8323,6.84,3.45,28.1
8324,4.43,3.35,21.65
8325,5.04,3.79,17.85
8326,4.96,3.46,17.08
8327,6.55,5.77,21.43
8328,4.68,3.45,16.82
8329,4.69,4.26,18.94
8330,5.05,3.22,16.81
8331,4.27,4.43,17.92
8332,5.48,3.31,17.77
8333,4.16,3.91,16.72
8334,4.4,4.3,17.39
8335,6.64,3.85,20.77
8336,4.43,3.52,19.73
8337,4.15,3.75,19.17
8338,4.43,7.52,22.23
8339,7.77,4.74,28.58
8340,4.21,3.6,16.42
8341,4.45,3.94,20.19
8342,5.82,3.21,18.8
8343,4.44,5.13,20.97
8344,7.2,3.95,21.67
8345,5.51,3.25,21.41
8346,4.29,5.97,20.14
8347,5.8,3.86,23.05
8348,5.12,8.99,25.51
8349,4.39,3.29,18.45
8350,4.38,3.37,17.22
8351,5.01,3.87,17.59
8352,4.15,3.42,17.0
8353,4.15,3.27,17.49
8354,4.77,3.39,19.86
8355,4.71,4.96,18.17
8356,5.2,4.69,19.4
8357,4.69,7.34,20.67
8358,5.15,5.55,19.55
8359,4.2,3.59,21.17
8360,4.35,3.26,16.48
8361,4.4,4.74,18.55
8362,4.34,4.67,19.89
8363,5.43,4.59,19.01
8364,5.49,4.38,19.91
8365,4.88,3.52,18.51
8366,4.35,4.38,17.83
8367,6.6,3.81,19.03
8368,4.22,3.36,17.37
8369,4.48,4.34,18.4
8370,4.48,4.0,17.72
8371,4.1,3.43,18.3
8372,5.88,4.08,18.59
8373,4.16,3.8,17.34
8374,4.24,5.54,28.3
8375,6.23,3.31,22.93
8376,5.32,3.48,17.8
8377,5.99,4.17,22.82
8378,4.71,3.63,18.11
8379,6.49,3.63,19.74
8380,4.96,3.74,18.03
8381,4.58,3.52,17.57
8382,4.41,7.33,20.34
8383,5.55,4.56,26.51
8384,4.33,3.69,22.35
8385,5.73,4.28,21.2
8386,4.33,3.81,16.73
8387,5.5,4.08,19.02
8388,6.96,4.32,20.0
8389,4.5,6.25,21.37
8390,4.63,4.83,21.2
8391,4.14,3.7,16.72
8392,5.12,7.6,21.27
8393,4.31,3.51,18.02
8394,4.13,6.61,19.52
8395,4.83,4.6,17.98
8396,4.56,4.28,24.67
8397,5.35,7.52,21.82
8398,5.38,3.86,18.09
8399,5.11,4.33,22.03
8400,4.38,3.51,17.61
8401,5.4,3.71,22.88
8402,4.29,4.55,17.87
8403,4.41,6.7,21.22
8404,4.68,3.37,20.07
8405,5.18,5.15,20.01
8406,4.26,3.58,19.62
8407,4.28,7.74,22.88
8408,4.62,4.34,19.9
8409,4.81,4.33,19.71
8410,4.17,5.46,20.81
8411,4.29,3.78,23.71
8412,4.5,6.1,20.09
8413,4.18,4.01,18.98
8414,5.05,3.69,27.86
8415,4.32,3.36,21.31
8416,5.55,3.61,17.71
8417,4.4,3.86,23.67
8418,4.51,4.06,17.19
8419,6.23,6.03,21.45
8420,4.77,3.89,19.49
