hour,month,hour_of_day,occupied,T_outdoor_C,T_zone1_RB_C,PMV_zone1_RB,T_zone1_NA_C,PMV_zone1_NA,kWh_m2_RB,kWh_m2_NA
6252,9,12,1,33.0,21.59,-0.069,21.37,-0.024,0.0208,0.0157
6253,9,13,1,32.22,23.59,0.181,23.27,0.115,0.0208,0.0157
6254,9,14,1,31.5,21.48,-0.004,21.03,-0.138,0.0208,0.0157
6255,9,15,1,30.88,22.42,0.081,22.14,0.004,0.0208,0.0157
6256,9,16,1,30.4,22.3,0.045,22.27,0.027,0.0208,0.0157
6257,9,17,1,30.1,22.44,-0.035,22.28,-0.006,0.0208,0.0157
6258,9,18,1,30.0,23.58,0.125,23.49,0.106,0.0208,0.0157
6259,9,19,0,30.1,19.92,-0.164,19.71,-0.246,0.0208,0.0157
6260,9,20,0,30.4,23.1,0.142,22.92,0.081,0.0208,0.0157
6261,9,21,0,30.88,20.65,-0.043,20.57,-0.089,0.0208,0.0157
6262,9,22,0,31.5,23.23,0.138,23.19,0.128,0.0208,0.0157
6263,9,23,0,32.22,22.44,0.054,22.57,0.048,0.0208,0.0157
6264,9,0,0,33.0,20.71,-0.089,20.57,-0.144,0.0208,0.0157
6265,9,1,0,33.78,22.95,0.042,22.87,0.079,0.0208,0.0157
6266,9,2,0,34.5,20.97,-0.043,20.64,-0.149,0.0208,0.0157
6267,9,3,0,35.12,21.39,-0.02,21.87,-0.024,0.0208,0.0157
6268,9,4,0,35.6,23.14,0.08,23.07,0.121,0.0208,0.0157
6269,9,5,0,35.9,22.01,0.052,22.04,0.031,0.0208,0.0157
6270,9,6,0,36.0,21.67,-0.089,21.82,-0.004,0.0208,0.0157
6271,9,7,0,35.9,22.72,0.057,22.84,0.146,0.0208,0.0157
6272,9,8,1,35.6,21.15,-0.137,21.44,-0.041,0.0208,0.0157
6273,9,9,1,35.12,23.36,0.112,23.38,0.142,0.0208,0.0157
6274,9,10,1,34.5,22.9,0.046,23.44,0.127,0.0208,0.0157
6275,9,11,1,33.78,22.93,0.088,22.85,0.117,0.0208,0.0157
6276,9,12,1,33.0,18.27,-0.46,18.09,-0.427,0.0208,0.0157
6277,9,13,1,32.22,26.11,0.458,26.29,0.426,0.0208,0.0157
6278,9,14,1,31.5,23.64,0.216,23.11,0.086,0.0208,0.0157
6279,9,15,1,30.88,21.7,-0.014,21.85,-0.012,0.0208,0.0157
6280,9,16,1,30.4,20.46,-0.106,20.49,-0.167,0.0208,0.0157
6281,9,17,1,30.1,24.47,0.248,24.21,0.267,0.0208,0.0157
6282,9,18,1,30.0,21.48,0.047,21.79,-0.015,0.0208,0.0157
6283,9,19,0,30.1,21.71,0.036,21.48,-0.014,0.0208,0.0157
6284,9,20,0,30.4,24.67,0.319,24.66,0.265,0.0208,0.0157
6285,9,21,0,30.88,21.18,-0.001,21.51,-0.079,0.0208,0.0157
6286,9,22,0,31.5,20.94,-0.058,20.95,-0.139,0.0208,0.0157
6287,9,23,0,32.22,22.84,0.119,22.66,0.042,0.0208,0.0157
6288,9,0,0,33.0,23.66,0.119,23.61,0.163,0.0208,0.0157
6289,9,1,0,33.78,19.59,-0.224,19.43,-0.311,0.0208,0.0157
6290,9,2,0,34.5,18.64,-0.269,17.94,-0.408,0.0208,0.0157
6291,9,3,0,35.12,21.7,-0.05,21.98,0.007,0.0208,0.0157
6292,9,4,0,35.6,22.54,0.069,22.4,0.063,0.0208,0.0157
6293,9,5,0,35.9,22.22,0.005,22.08,-0.06,0.0208,0.0157
6294,9,6,0,36.0,22.92,0.124,22.56,0.053,0.0208,0.0157
6295,9,7,0,35.9,22.66,0.019,22.87,0.098,0.0208,0.0157
6296,9,8,1,35.6,22.9,0.044,22.85,0.102,0.0208,0.0157
6297,9,9,1,35.12,23.56,0.102,23.59,0.143,0.0208,0.0157
6298,9,10,1,34.5,22.41,-0.038,22.62,0.045,0.0208,0.0157
6299,9,11,1,33.78,21.9,-0.075,21.87,-0.019,0.0208,0.0157
6300,9,12,1,33.0,22.03,-0.002,21.72,-0.044,0.0208,0.0157
6301,9,13,1,32.22,23.24,0.129,22.98,0.074,0.0208,0.0157
6302,9,14,1,31.5,21.6,-0.028,21.69,-0.044,0.0208,0.0157
6303,9,15,1,30.88,22.1,0.08,21.66,-0.013,0.0208,0.0157
6304,9,16,1,30.4,23.48,0.118,23.0,0.09,0.0208,0.0157
6305,9,17,1,30.1,19.6,-0.167,19.87,-0.151,0.0208,0.0157
6306,9,18,1,30.0,20.93,-0.041,20.97,-0.111,0.0208,0.0157
6307,9,19,0,30.1,21.65,0.022,21.09,-0.092,0.0208,0.0157
6308,9,20,0,30.4,21.41,-0.052,21.49,-0.046,0.0208,0.0157
6309,9,21,0,30.88,22.17,0.011,22.66,0.115,0.0208,0.0157
6310,9,22,0,31.5,23.35,0.129,23.45,0.174,0.0208,0.0157
6311,9,23,0,32.22,22.67,0.019,22.39,0.052,0.0208,0.0157
6312,9,0,0,33.0,21.14,-0.033,21.12,-0.079,0.0208,0.0157
6313,9,1,0,33.78,21.42,-0.031,21.84,0.015,0.0208,0.0157
6314,9,2,0,34.5,19.1,-0.248,19.2,-0.229,0.0208,0.0157
6315,9,3,0,35.12,20.3,-0.087,20.67,-0.194,0.0208,0.0157
6316,9,4,0,35.6,23.22,0.105,23.4,0.126,0.0208,0.0157
6317,9,5,0,35.9,23.5,0.139,23.32,0.156,0.0208,0.0157
6318,9,6,0,36.0,25.13,0.32,25.29,0.314,0.0208,0.0157
6319,9,7,0,35.9,20.98,-0.109,21.32,-0.034,0.0208,0.0157
6320,9,8,1,35.6,22.01,0.022,21.81,-0.021,0.0208,0.0157
6321,9,9,1,35.12,20.69,-0.162,21.24,-0.048,0.0208,0.0157
6322,9,10,1,34.5,23.76,0.126,23.38,0.129,0.0208,0.0157
6323,9,11,1,33.78,21.2,-0.09,21.72,-0.001,0.0208,0.0157
6324,9,12,1,33.0,23.27,0.129,23.35,0.172,0.0208,0.0157
6325,9,13,1,32.22,21.26,-0.138,21.78,0.001,0.0208,0.0157
6326,9,14,1,31.5,20.39,-0.156,20.3,-0.185,0.0208,0.0157
6327,9,15,1,30.88,22.23,-0.027,21.81,-0.004,0.0208,0.0157
6328,9,16,1,30.4,22.54,0.121,22.34,-0.003,0.0208,0.0157
6329,9,17,1,30.1,21.96,0.027,21.81,-0.018,0.0208,0.0157
6330,9,18,1,30.0,22.34,0.077,21.78,-0.028,0.0208,0.0157
6331,9,19,0,30.1,22.67,0.022,22.45,0.09,0.0208,0.0157
6332,9,20,0,30.4,19.84,-0.142,19.52,-0.228,0.0208,0.0157
6333,9,21,0,30.88,22.01,0.024,22.39,0.046,0.0208,0.0157
6334,9,22,0,31.5,22.84,0.109,22.98,0.164,0.0208,0.0157
6335,9,23,0,32.22,22.21,-0.041,22.16,0.014,0.0208,0.0157
6336,9,0,0,33.0,25.29,0.302,25.59,0.36,0.0208,0.0157
6337,9,1,0,33.78,20.56,-0.137,20.26,-0.188,0.0208,0.0157
6338,9,2,0,34.5,20.93,-0.111,21.08,-0.139,0.0208,0.0157
6339,9,3,0,35.12,19.39,-0.341,19.22,-0.334,0.0208,0.0157
6340,9,4,0,35.6,24.19,0.206,24.16,0.211,0.0208,0.0157
6341,9,5,0,35.9,20.79,-0.127,20.92,-0.131,0.0208,0.0157
6342,9,6,0,36.0,21.59,-0.061,21.22,-0.085,0.0208,0.0157
6343,9,7,0,35.9,21.85,-0.019,21.87,-0.006,0.0208,0.0157
6344,9,8,0,35.6,23.91,0.239,24.09,0.184,0.0208,0.0157
6345,9,9,0,35.12,21.74,0.007,21.93,-0.027,0.0208,0.0157
6346,9,10,0,34.5,23.42,0.166,23.13,0.113,0.0208,0.0157
6347,9,11,0,33.78,20.42,-0.049,20.29,-0.165,0.0208,0.0157
6348,9,12,0,33.0,25.95,0.433,25.52,0.276,0.0208,0.0157
6349,9,13,0,32.22,22.5,0.092,22.69,0.045,0.0208,0.0157
6350,9,14,0,31.5,24.06,0.198,23.9,0.177,0.0208,0.0157
6351,9,15,0,30.88,20.8,-0.118,21.27,-0.041,0.0208,0.0157
6352,9,16,0,30.4,24.07,0.268,23.78,0.193,0.0208,0.0157
6353,9,17,0,30.1,20.94,-0.157,21.07,-0.044,0.0208,0.0157
6354,9,18,0,30.0,23.72,0.235,23.7,0.122,0.0208,0.0157
6355,9,19,0,30.1,21.38,0.049,21.3,-0.102,0.0208,0.0157
6356,9,20,0,30.4,19.94,-0.161,19.51,-0.267,0.0208,0.0157
6357,9,21,0,30.88,22.26,0.018,22.49,0.055,0.0208,0.0157
6358,9,22,0,31.5,23.3,0.122,23.17,0.125,0.0208,0.0157
6359,9,23,0,32.22,23.8,0.029,23.56,0.177,0.0208,0.0157
6360,9,0,0,33.0,23.89,0.203,23.95,0.178,0.0208,0.0157
6361,9,1,0,33.78,23.25,0.128,23.51,0.225,0.0208,0.0157
6362,9,2,0,34.5,20.15,-0.243,20.2,-0.153,0.0208,0.0157
6363,9,3,0,35.12,20.13,-0.219,19.73,-0.219,0.0208,0.0157
6364,9,4,0,35.6,21.61,-0.048,21.43,-0.064,0.0208,0.0157
6365,9,5,0,35.9,24.73,0.257,24.94,0.357,0.0208,0.0157
6366,9,6,0,36.0,23.24,0.137,22.95,0.111,0.0208,0.0157
6367,9,7,0,35.9,21.47,-0.049,21.15,-0.096,0.0208,0.0157
6368,9,8,0,35.6,24.72,0.24,24.94,0.307,0.0208,0.0157
6369,9,9,0,35.12,24.4,0.189,23.98,0.198,0.0208,0.0157
6370,9,10,0,34.5,22.55,0.04,22.54,0.044,0.0208,0.0157
6371,9,11,0,33.78,23.08,0.084,23.42,0.215,0.0208,0.0157
6372,9,12,0,33.0,25.44,0.375,25.84,0.444,0.0208,0.0157
6373,9,13,0,32.22,22.06,-0.02,21.82,-0.049,0.0208,0.0157
6374,9,14,0,31.5,22.68,0.078,22.77,0.077,0.0208,0.0157
6375,9,15,0,30.88,22.7,0.101,23.22,0.15,0.0208,0.0157
6376,9,16,0,30.4,22.79,-0.012,22.3,0.093,0.0208,0.0157
6377,9,17,0,30.1,21.7,-0.017,21.52,-0.032,0.0208,0.0157
6378,9,18,0,30.0,23.52,0.227,24.05,0.18,0.0208,0.0157
6379,9,19,0,30.1,23.95,0.188,23.84,0.151,0.0208,0.0157
6380,9,20,0,30.4,19.96,-0.252,19.95,-0.177,0.0208,0.0157
6381,9,21,0,30.88,22.08,0.076,22.17,-0.027,0.0208,0.0157
6382,9,22,0,31.5,21.41,-0.043,21.47,-0.02,0.0208,0.0157
6383,9,23,0,32.22,23.8,0.195,23.83,0.193,0.0208,0.0157
6384,9,0,0,33.0,20.3,-0.158,20.25,-0.161,0.0208,0.0157
6385,9,1,0,33.78,21.11,-0.1,20.73,-0.068,0.0208,0.0157
6386,9,2,0,34.5,21.27,0.006,21.62,-0.036,0.0208,0.0157
6387,9,3,0,35.12,21.48,-0.042,21.63,-0.062,0.0208,0.0157
6388,9,4,0,35.6,21.51,-0.002,21.65,-0.045,0.0208,0.0157
6389,9,5,0,35.9,22.4,0.031,22.6,0.051,0.0208,0.0157
6390,9,6,0,36.0,21.37,0.07,21.14,-0.092,0.0208,0.0157
6391,9,7,0,35.9,24.55,0.246,25.05,0.316,0.0208,0.0157
6392,9,8,1,35.6,22.65,-0.012,22.17,0.018,0.0208,0.0157
6393,9,9,1,35.12,21.86,-0.026,22.43,0.102,0.0208,0.0157
6394,9,10,1,34.5,21.79,0.004,22.36,0.053,0.0208,0.0157
6395,9,11,1,33.78,21.73,0.058,21.91,-0.014,0.0208,0.0157
6396,9,12,1,33.0,21.99,0.08,21.92,0.017,0.0208,0.0157
6397,9,13,1,32.22,24.67,0.269,24.77,0.289,0.0208,0.0157
6398,9,14,1,31.5,24.11,0.279,24.03,0.214,0.0208,0.0157
6399,9,15,1,30.88,18.89,-0.375,19.16,-0.259,0.0208,0.0157
6400,9,16,1,30.4,23.85,0.212,23.95,0.228,0.0208,0.0157
6401,9,17,1,30.1,21.76,0.034,21.99,0.052,0.0208,0.0157
6402,9,18,1,30.0,20.84,-0.164,20.96,-0.134,0.0208,0.0157
6403,9,19,0,30.1,23.04,0.161,23.06,0.096,0.0208,0.0157
6404,9,20,0,30.4,22.3,-0.013,22.36,0.015,0.0208,0.0157
6405,9,21,0,30.88,24.17,0.277,24.01,0.219,0.0208,0.0157
6406,9,22,0,31.5,20.18,-0.156,20.34,-0.154,0.0208,0.0157
6407,9,23,0,32.22,22.29,0.096,22.01,-0.003,0.0208,0.0157
6408,9,0,0,33.0,21.17,-0.12,21.31,-0.097,0.0208,0.0157
6409,9,1,0,33.78,21.94,-0.052,21.74,-0.002,0.0208,0.0157
6410,9,2,0,34.5,22.33,-0.01,22.7,0.019,0.0208,0.0157
6411,9,3,0,35.12,22.72,0.099,23.28,0.224,0.0208,0.0157
6412,9,4,0,35.6,23.0,-0.008,23.07,0.12,0.0208,0.0157
6413,9,5,0,35.9,22.75,0.068,22.63,0.061,0.0208,0.0157
6414,9,6,0,36.0,22.23,0.004,22.86,0.091,0.0208,0.0157
6415,9,7,0,35.9,21.89,-0.002,22.13,0.005,0.0208,0.0157
6416,9,8,1,35.6,19.61,-0.254,19.68,-0.233,0.0208,0.0157
6417,9,9,1,35.12,20.73,-0.085,21.16,-0.041,0.0208,0.0157
6418,9,10,1,34.5,24.22,0.165,24.4,0.295,0.0208,0.0157
6419,9,11,1,33.78,21.11,-0.054,21.03,-0.075,0.0208,0.0157
6420,9,12,1,33.0,23.36,0.105,23.24,0.2,0.0208,0.0157
6421,9,13,1,32.22,22.44,0.008,22.39,0.047,0.0208,0.0157
6422,9,14,1,31.5,22.8,0.099,22.79,0.132,0.0208,0.0157
6423,9,15,1,30.88,21.61,-0.072,21.62,-0.029,0.0208,0.0157
6424,9,16,1,30.4,21.65,-0.108,21.49,-0.048,0.0208,0.0157
6425,9,17,1,30.1,23.14,0.138,23.7,0.157,0.0208,0.0157
6426,9,18,1,30.0,20.46,-0.219,20.09,-0.134,0.0208,0.0157
6427,9,19,0,30.1,22.93,0.045,22.76,0.05,0.0208,0.0157
6428,9,20,0,30.4,21.59,-0.043,21.98,-0.045,0.0208,0.0157
6429,9,21,0,30.88,25.97,0.367,25.62,0.402,0.0208,0.0157
6430,9,22,0,31.5,23.12,0.051,22.98,0.069,0.0208,0.0157
6431,9,23,0,32.22,21.14,-0.076,21.14,-0.09,0.0208,0.0157
6432,9,0,0,33.0,22.44,0.059,22.13,0.051,0.0208,0.0157
6433,9,1,0,33.78,22.26,0.03,22.2,0.054,0.0208,0.0157
6434,9,2,0,34.5,21.16,-0.063,21.59,-0.04,0.0208,0.0157
6435,9,3,0,35.12,24.32,0.258,23.97,0.209,0.0208,0.0157
6436,9,4,0,35.6,21.1,-0.076,21.24,-0.082,0.0208,0.0157
6437,9,5,0,35.9,23.79,0.193,23.62,0.158,0.0208,0.0157
6438,9,6,0,36.0,21.58,-0.053,21.73,-0.071,0.0208,0.0157
6439,9,7,0,35.9,19.8,-0.281,20.04,-0.188,0.0208,0.0157
6440,9,8,1,35.6,22.58,0.156,22.47,0.053,0.0208,0.0157
6441,9,9,1,35.12,23.63,0.152,23.72,0.171,0.0208,0.0157
6442,9,10,1,34.5,24.69,0.366,25.01,0.308,0.0208,0.0157
6443,9,11,1,33.78,21.18,-0.141,21.05,-0.072,0.0208,0.0157
6444,9,12,1,33.0,21.62,0.085,20.7,-0.147,0.0208,0.0157
6445,9,13,1,32.22,21.64,-0.097,22.14,0.048,0.0208,0.0157
6446,9,14,1,31.5,21.62,0.047,21.22,-0.05,0.0208,0.0157
6447,9,15,1,30.88,23.88,0.218,23.99,0.162,0.0208,0.0157
6448,9,16,1,30.4,22.67,-0.003,22.39,0.051,0.0208,0.0157
6449,9,17,1,30.1,24.24,0.213,24.12,0.178,0.0208,0.0157
6450,9,18,1,30.0,22.51,0.091,22.74,0.09,0.0208,0.0157
6451,9,19,0,30.1,21.57,-0.003,21.38,-0.038,0.0208,0.0157
6452,9,20,0,30.4,22.24,0.083,22.11,0.001,0.0208,0.0157
6453,9,21,0,30.88,23.62,0.11,23.58,0.206,0.0208,0.0157
6454,9,22,0,31.5,22.68,-0.002,22.47,0.008,0.0208,0.0157
6455,9,23,0,32.22,21.94,-0.035,22.52,0.095,0.0208,0.0157
6456,9,0,0,33.0,22.3,0.007,21.95,-0.043,0.0208,0.0157
6457,9,1,0,33.78,21.22,-0.174,20.95,-0.06,0.0208,0.0157
6458,9,2,0,34.5,22.82,0.093,22.61,0.036,0.0208,0.0157
6459,9,3,0,35.12,18.49,-0.341,19.38,-0.28,0.0208,0.0157
6460,9,4,0,35.6,19.6,-0.157,19.15,-0.24,0.0208,0.0157
6461,9,5,0,35.9,23.63,0.238,23.3,0.143,0.0208,0.0157
6462,9,6,0,36.0,23.48,0.073,23.62,0.126,0.0208,0.0157
6463,9,7,0,35.9,21.73,-0.096,21.93,-0.012,0.0208,0.0157
6464,9,8,1,35.6,22.24,0.057,22.47,0.017,0.0208,0.0157
6465,9,9,1,35.12,24.67,0.322,24.32,0.216,0.0208,0.0157
6466,9,10,1,34.5,22.75,0.084,22.81,0.102,0.0208,0.0157
6467,9,11,1,33.78,23.09,0.132,23.32,0.094,0.0208,0.0157
6468,9,12,1,33.0,22.9,0.035,22.74,0.065,0.0208,0.0157
6469,9,13,1,32.22,22.77,0.13,22.85,0.124,0.0208,0.0157
6470,9,14,1,31.5,23.0,0.105,23.16,0.139,0.0208,0.0157
6471,9,15,1,30.88,23.23,0.231,23.21,0.105,0.0208,0.0157
6472,9,16,1,30.4,24.68,0.309,24.28,0.271,0.0208,0.0157
6473,9,17,1,30.1,19.64,-0.2,19.68,-0.224,0.0208,0.0157
6474,9,18,1,30.0,23.07,0.052,23.11,0.182,0.0208,0.0157
6475,9,19,0,30.1,21.74,-0.058,21.87,-0.081,0.0208,0.0157
6476,9,20,0,30.4,21.11,-0.034,20.68,-0.15,0.0208,0.0157
6477,9,21,0,30.88,21.73,-0.022,21.41,-0.081,0.0208,0.0157
6478,9,22,0,31.5,23.99,0.17,24.08,0.233,0.0208,0.0157
6479,9,23,0,32.22,22.51,-0.022,22.52,0.05,0.0208,0.0157
6480,9,0,0,33.0,22.98,0.061,23.38,0.207,0.0208,0.0157
6481,9,1,0,33.78,23.34,0.091,22.88,0.131,0.0208,0.0157
6482,9,2,0,34.5,24.36,0.244,24.37,0.202,0.0208,0.0157
6483,9,3,0,35.12,24.48,0.29,24.19,0.259,0.0208,0.0157
6484,9,4,0,35.6,22.57,0.15,22.86,0.094,0.0208,0.0157
6485,9,5,0,35.9,22.24,-0.013,22.22,-0.001,0.0208,0.0157
6486,9,6,0,36.0,23.16,0.133,23.11,0.067,0.0208,0.0157
6487,9,7,0,35.9,22.36,-0.02,22.67,0.068,0.0208,0.0157
6488,9,8,1,35.6,19.72,-0.188,19.33,-0.277,0.0208,0.0157
6489,9,9,1,35.12,25.23,0.35,25.36,0.304,0.0208,0.0157
6490,9,10,1,34.5,21.92,-0.061,21.7,-0.01,0.0208,0.0157
6491,9,11,1,33.78,23.8,0.138,23.92,0.202,0.0208,0.0157
6492,9,12,1,33.0,19.63,-0.302,20.03,-0.231,0.0208,0.0157
6493,9,13,1,32.22,22.67,0.064,22.73,0.04,0.0208,0.0157
6494,9,14,1,31.5,24.2,0.146,23.69,0.166,0.0208,0.0157
6495,9,15,1,30.88,20.6,-0.199,20.97,-0.056,0.0208,0.0157
6496,9,16,1,30.4,24.05,0.3,24.42,0.245,0.0208,0.0157
6497,9,17,1,30.1,20.98,-0.13,20.95,-0.126,0.0208,0.0157
6498,9,18,1,30.0,22.73,0.035,22.63,0.056,0.0208,0.0157
6499,9,19,0,30.1,23.32,0.052,23.61,0.152,0.0208,0.0157
6500,9,20,0,30.4,22.29,0.023,21.93,-0.002,0.0208,0.0157
6501,9,21,0,30.88,23.28,0.084,23.3,0.191,0.0208,0.0157
6502,9,22,0,31.5,23.74,0.225,23.91,0.198,0.0208,0.0157
6503,9,23,0,32.22,24.43,0.243,24.45,0.264,0.0208,0.0157
6504,9,0,0,33.0,24.86,0.316,25.32,0.347,0.0208,0.0157
6505,9,1,0,33.78,23.54,0.219,23.84,0.177,0.0208,0.0157
6506,9,2,0,34.5,24.48,0.28,24.58,0.299,0.0208,0.0157
6507,9,3,0,35.12,23.62,0.143,23.9,0.234,0.0208,0.0157
6508,9,4,0,35.6,23.54,0.209,23.58,0.236,0.0208,0.0157
6509,9,5,0,35.9,20.75,0.009,20.51,-0.137,0.0208,0.0157
6510,9,6,0,36.0,22.79,0.139,22.75,0.154,0.0208,0.0157
6511,9,7,0,35.9,21.5,-0.067,21.47,-0.031,0.0208,0.0157
6512,9,8,0,35.6,24.33,0.272,24.82,0.358,0.0208,0.0157
6513,9,9,0,35.12,21.64,0.037,21.39,-0.058,0.0208,0.0157
6514,9,10,0,34.5,20.44,-0.144,20.34,-0.185,0.0208,0.0157
6515,9,11,0,33.78,20.98,-0.155,20.92,-0.089,0.0208,0.0157
6516,9,12,0,33.0,19.58,-0.216,19.61,-0.242,0.0208,0.0157
6517,9,13,0,32.22,24.14,0.179,23.73,0.163,0.0208,0.0157
6518,9,14,0,31.5,23.57,0.264,23.63,0.139,0.0208,0.0157
6519,9,15,0,30.88,20.41,-0.231,20.94,-0.085,0.0208,0.0157
6520,9,16,0,30.4,21.03,-0.116,20.41,-0.132,0.0208,0.0157
6521,9,17,0,30.1,20.67,-0.095,20.84,-0.154,0.0208,0.0157
6522,9,18,0,30.0,22.16,0.048,22.63,0.055,0.0208,0.0157
6523,9,19,0,30.1,23.12,0.168,22.92,0.125,0.0208,0.0157
6524,9,20,0,30.4,22.68,0.018,22.75,0.034,0.0208,0.0157
6525,9,21,0,30.88,21.94,0.047,21.91,0.019,0.0208,0.0157
6526,9,22,0,31.5,22.78,0.031,23.13,0.146,0.0208,0.0157
6527,9,23,0,32.22,21.31,-0.069,21.69,-0.091,0.0208,0.0157
6528,9,0,0,33.0,23.6,0.137,23.84,0.173,0.0208,0.0157
6529,9,1,0,33.78,22.26,-0.092,21.68,0.007,0.0208,0.0157
6530,9,2,0,34.5,21.26,-0.005,21.82,0.029,0.0208,0.0157
6531,9,3,0,35.12,21.52,-0.102,21.04,-0.109,0.0208,0.0157
6532,9,4,0,35.6,18.94,-0.316,18.8,-0.359,0.0208,0.0157
6533,9,5,0,35.9,20.94,-0.088,20.87,-0.139,0.0208,0.0157
6534,9,6,0,36.0,22.94,0.096,22.98,0.078,0.0208,0.0157
6535,9,7,0,35.9,20.5,-0.118,21.01,-0.069,0.0208,0.0157
6536,9,8,0,35.6,22.37,0.062,22.33,-0.023,0.0208,0.0157
6537,9,9,0,35.12,20.83,-0.14,20.59,-0.168,0.0208,0.0157
6538,9,10,0,34.5,23.0,0.17,23.02,0.177,0.0208,0.0157
6539,9,11,0,33.78,20.61,-0.132,20.65,-0.135,0.0208,0.0157
6540,9,12,0,33.0,20.87,-0.101,20.6,-0.169,0.0208,0.0157
6541,9,13,0,32.22,22.74,0.081,22.67,0.038,0.0208,0.0157
6542,9,14,0,31.5,22.74,0.082,22.47,0.087,0.0208,0.0157
6543,9,15,0,30.88,22.89,0.13,22.99,0.057,0.0208,0.0157
6544,9,16,0,30.4,25.08,0.352,24.76,0.299,0.0208,0.0157
6545,9,17,0,30.1,21.15,-0.06,21.45,0.002,0.0208,0.0157
6546,9,18,0,30.0,22.79,0.053,22.76,0.023,0.0208,0.0157
6547,9,19,0,30.1,22.02,0.015,21.94,-0.049,0.0208,0.0157
6548,9,20,0,30.4,22.14,0.048,22.31,-0.024,0.0208,0.0157
6549,9,21,0,30.88,23.56,0.147,23.49,0.078,0.0208,0.0157
6550,9,22,0,31.5,24.74,0.197,24.79,0.291,0.0208,0.0157
6551,9,23,0,32.22,23.02,0.086,23.38,0.139,0.0208,0.0157
6552,10,0,0,31.93,21.54,-0.086,21.72,-0.055,0.0169,0.0139
6553,10,1,0,32.7,22.4,0.12,22.03,0.061,0.0169,0.0139
6554,10,2,0,33.43,21.82,-0.001,21.4,-0.074,0.0169,0.0139
6555,10,3,0,34.05,24.26,0.253,24.03,0.206,0.0169,0.0139
6556,10,4,0,34.53,21.49,-0.008,21.56,-0.042,0.0169,0.0139
6557,10,5,0,34.83,22.65,0.122,22.38,0.07,0.0169,0.0139
6558,10,6,0,34.93,21.88,0.059,21.85,-0.049,0.0169,0.0139
6559,10,7,0,34.83,23.41,0.23,23.24,0.126,0.0169,0.0139
6560,10,8,1,34.53,24.39,0.177,24.16,0.209,0.0169,0.0139
6561,10,9,1,34.05,22.89,0.127,22.74,0.068,0.0169,0.0139
6562,10,10,1,33.43,19.38,-0.306,19.54,-0.256,0.0169,0.0139
6563,10,11,1,32.7,24.83,0.254,25.36,0.353,0.0169,0.0139
6564,10,12,1,31.93,21.67,-0.063,21.59,-0.093,0.0169,0.0139
6565,10,13,1,31.15,22.64,0.031,22.73,0.106,0.0169,0.0139
6566,10,14,1,30.43,21.85,0.011,21.65,-0.081,0.0169,0.0139
6567,10,15,1,29.81,23.86,0.235,23.74,0.213,0.0169,0.0139
6568,10,16,1,29.33,23.46,0.083,23.22,0.079,0.0169,0.0139
6569,10,17,1,29.03,24.15,0.185,24.11,0.207,0.0169,0.0139
6570,10,18,1,28.93,24.12,0.234,24.35,0.255,0.0169,0.0139
6571,10,19,0,29.03,22.77,0.088,22.86,0.086,0.0169,0.0139
6572,10,20,0,29.33,23.63,0.119,23.74,0.19,0.0169,0.0139
6573,10,21,0,29.81,22.87,0.082,23.05,0.13,0.0169,0.0139
6574,10,22,0,30.43,22.41,0.018,22.63,0.051,0.0169,0.0139
6575,10,23,0,31.15,23.4,0.251,23.3,0.147,0.0169,0.0139
6576,10,0,0,31.93,22.54,0.03,22.78,0.106,0.0169,0.0139
6577,10,1,0,32.7,23.84,0.162,24.22,0.185,0.0169,0.0139
6578,10,2,0,33.43,21.58,0.042,21.5,0.016,0.0169,0.0139
6579,10,3,0,34.05,23.02,0.084,23.02,0.127,0.0169,0.0139
6580,10,4,0,34.53,25.78,0.435,26.32,0.466,0.0169,0.0139
6581,10,5,0,34.83,23.75,0.138,23.73,0.173,0.0169,0.0139
6582,10,6,0,34.93,23.13,0.106,22.7,0.045,0.0169,0.0139
6583,10,7,0,34.83,24.02,0.218,23.86,0.165,0.0169,0.0139
6584,10,8,1,34.53,24.9,0.313,24.39,0.2,0.0169,0.0139
6585,10,9,1,34.05,21.74,-0.014,21.8,-0.013,0.0169,0.0139
6586,10,10,1,33.43,22.73,0.065,22.54,0.054,0.0169,0.0139
6587,10,11,1,32.7,22.79,0.116,22.77,0.08,0.0169,0.0139
6588,10,12,1,31.93,22.8,0.028,22.69,0.073,0.0169,0.0139
6589,10,13,1,31.15,24.31,0.19,24.44,0.269,0.0169,0.0139
6590,10,14,1,30.43,22.0,-0.019,22.21,0.032,0.0169,0.0139
6591,10,15,1,29.81,21.72,-0.106,21.57,-0.027,0.0169,0.0139
6592,10,16,1,29.33,23.06,0.119,23.18,0.095,0.0169,0.0139
6593,10,17,1,29.03,23.95,0.155,24.25,0.241,0.0169,0.0139
6594,10,18,1,28.93,23.81,0.166,23.67,0.183,0.0169,0.0139
6595,10,19,0,29.03,20.23,-0.226,19.91,-0.263,0.0169,0.0139
6596,10,20,0,29.33,24.13,0.23,23.53,0.177,0.0169,0.0139
6597,10,21,0,29.81,22.06,0.018,21.86,-0.014,0.0169,0.0139
6598,10,22,0,30.43,24.01,0.155,23.22,0.139,0.0169,0.0139
6599,10,23,0,31.15,22.58,0.071,22.8,0.076,0.0169,0.0139
6600,10,0,0,31.93,22.05,0.081,22.74,0.089,0.0169,0.0139
