episode,total_return,energy_reward,comfort_reward,ppd_penalty,epsilon,mean_kappa_snn,ashrae_compliance_pct,mean_ppd_pct,steps
1083,283.5,115.9,264.0,-124.8,0.05,0.849,90.3,12.2,8760
1084,280.3,106.4,256.5,-121.7,0.05,0.846,89.4,11.6,8760
1085,250.5,107.5,280.7,-115.0,0.05,0.869,88.9,11.6,8760
1086,278.4,113.3,276.8,-128.1,0.05,0.828,89.6,12.9,8760
1087,281.8,110.9,276.3,-119.7,0.05,0.859,90.0,12.5,8760
1088,269.5,110.6,277.7,-118.9,0.05,0.853,91.0,12.7,8760
1089,265.1,114.7,262.9,-124.3,0.05,0.852,90.2,11.5,8760
1090,268.4,107.3,270.1,-116.2,0.05,0.859,89.7,12.0,8760
1091,257.0,117.5,278.8,-122.8,0.05,0.86,89.6,12.2,8760
1092,278.5,106.7,271.4,-119.5,0.05,0.835,90.4,14.0,8760
1093,264.4,102.1,258.2,-120.6,0.05,0.832,89.9,12.6,8760
1094,254.3,101.4,276.7,-119.5,0.05,0.837,88.0,12.8,8760
1095,289.0,112.0,267.6,-119.8,0.05,0.818,90.8,12.5,8760
1096,252.6,109.1,278.2,-121.3,0.05,0.84,88.5,12.9,8760
1097,266.2,99.9,271.6,-116.1,0.05,0.838,91.4,12.8,8760
1098,278.2,110.1,274.2,-121.1,0.05,0.839,90.2,11.7,8760
1099,261.3,105.2,291.2,-117.9,0.05,0.852,88.6,12.9,8760
1100,273.0,111.9,267.1,-119.4,0.05,0.837,88.9,13.0,8760
1101,256.1,113.7,280.4,-123.5,0.05,0.829,89.5,12.7,8760
1102,272.8,113.1,289.2,-122.0,0.05,0.811,90.5,13.8,8760
1103,279.5,105.5,274.2,-124.5,0.05,0.859,88.4,12.2,8760
1104,262.9,111.7,272.3,-119.3,0.05,0.846,88.7,12.9,8760
1105,274.5,106.1,293.3,-118.1,0.05,0.843,91.1,13.9,8760
1106,273.5,112.9,267.5,-120.6,0.05,0.842,89.9,12.7,8760
1107,282.1,112.4,265.8,-123.8,0.05,0.835,89.4,13.3,8760
1108,261.5,109.4,283.2,-121.2,0.05,0.855,89.6,12.6,8760
1109,272.9,114.6,263.3,-121.5,0.05,0.852,90.3,13.6,8760
1110,271.0,118.7,270.5,-114.7,0.05,0.862,88.8,12.7,8760
1111,275.3,114.5,274.1,-121.2,0.05,0.874,89.6,13.1,8760
1112,273.3,119.8,270.5,-122.5,0.05,0.877,89.3,13.7,8760
1113,286.8,110.7,261.6,-120.1,0.05,0.848,90.9,13.7,8760
1114,268.1,115.5,282.3,-115.7,0.05,0.856,87.8,12.3,8760
1115,262.5,110.6,284.1,-118.8,0.05,0.869,90.1,11.4,8760
1116,246.3,112.4,274.6,-123.9,0.05,0.812,89.0,12.2,8760
1117,284.7,112.6,289.3,-124.1,0.05,0.864,89.8,12.9,8760
1118,271.6,117.1,278.9,-122.7,0.05,0.846,89.5,12.8,8760
1119,262.8,111.6,279.8,-119.9,0.05,0.873,90.5,12.4,8760
1120,279.7,113.3,279.9,-127.3,0.05,0.841,88.3,13.4,8760
1121,276.5,110.9,283.9,-118.3,0.05,0.824,89.7,12.1,8760
1122,256.4,108.5,275.4,-120.5,0.05,0.817,90.9,12.3,8760
1123,277.9,114.0,270.6,-118.2,0.05,0.839,88.9,12.8,8760
1124,295.5,115.6,284.4,-122.1,0.05,0.815,91.3,14.0,8760
1125,296.2,110.4,267.9,-124.3,0.05,0.813,89.7,13.6,8760
1126,276.1,113.6,288.2,-121.6,0.05,0.888,91.8,12.3,8760
1127,271.0,115.7,274.5,-124.6,0.05,0.873,91.0,12.5,8760
1128,263.0,106.1,278.2,-122.0,0.05,0.84,90.8,12.9,8760
1129,294.8,107.3,274.7,-117.0,0.05,0.856,91.3,12.7,8760
1130,300.5,115.0,286.1,-121.3,0.05,0.847,90.7,13.6,8760
1131,287.2,111.9,288.7,-128.8,0.05,0.819,90.5,12.4,8760
1132,285.9,112.7,282.3,-123.3,0.05,0.859,90.8,13.3,8760
1133,302.9,113.7,280.0,-126.1,0.05,0.837,89.6,13.2,8760
1134,271.5,116.5,277.9,-120.7,0.05,0.852,89.4,12.0,8760
1135,258.5,111.3,274.2,-122.1,0.05,0.856,90.4,12.5,8760
1136,291.1,115.5,275.7,-121.9,0.05,0.854,90.4,13.4,8760
1137,293.6,109.9,277.3,-117.3,0.05,0.869,90.7,12.3,8760
1138,264.3,107.7,280.4,-118.6,0.05,0.825,89.8,12.8,8760
1139,265.7,118.3,275.3,-115.0,0.05,0.837,88.8,12.0,8760
1140,278.5,110.9,276.7,-118.7,0.05,0.844,89.7,10.9,8760
1141,284.5,112.4,291.4,-123.8,0.05,0.811,90.4,12.6,8760
1142,267.8,105.2,290.9,-114.3,0.05,0.798,89.3,13.6,8760
1143,274.3,110.5,276.4,-124.5,0.05,0.814,90.9,10.8,8760
1144,283.1,117.4,267.2,-123.7,0.05,0.872,90.3,11.8,8760
1145,294.7,119.1,281.0,-123.6,0.05,0.839,90.1,12.2,8760
1146,291.7,105.4,267.0,-119.3,0.05,0.838,89.2,10.9,8760
1147,280.8,112.9,284.2,-119.7,0.05,0.845,91.0,11.2,8760
1148,287.1,104.8,272.4,-124.9,0.05,0.863,89.8,12.3,8760
1149,267.5,111.7,273.1,-118.5,0.05,0.828,91.1,11.0,8760
1150,271.2,121.7,275.8,-125.3,0.05,0.852,89.3,11.6,8760
1151,267.9,127.2,277.3,-127.7,0.05,0.878,90.4,11.7,8760
1152,269.9,116.7,277.5,-127.7,0.05,0.884,89.4,13.5,8760
1153,296.6,108.4,287.8,-122.6,0.05,0.811,89.4,12.6,8760
1154,275.8,111.9,288.8,-119.6,0.05,0.831,90.5,12.4,8760
1155,251.3,115.6,282.8,-119.9,0.05,0.866,89.2,12.5,8760
1156,262.8,115.6,295.4,-124.0,0.05,0.833,89.1,12.4,8760
1157,269.0,115.7,286.6,-117.9,0.05,0.813,90.8,13.0,8760
1158,291.8,115.5,281.7,-115.9,0.05,0.887,88.9,13.1,8760
1159,281.0,113.0,267.7,-121.1,0.05,0.828,89.4,11.4,8760
1160,276.7,111.7,280.9,-126.5,0.05,0.819,90.2,11.6,8760
1161,295.1,114.9,285.0,-114.4,0.05,0.842,89.3,13.0,8760
1162,288.5,112.9,291.4,-120.8,0.05,0.849,89.9,11.5,8760
1163,283.4,120.9,283.9,-119.9,0.05,0.845,90.2,12.9,8760
1164,289.9,112.3,283.0,-118.1,0.05,0.828,90.0,10.5,8760
1165,288.5,117.3,286.5,-121.6,0.05,0.855,91.3,13.4,8760
1166,282.5,114.7,289.5,-126.0,0.05,0.842,91.2,13.0,8760
1167,287.4,106.5,280.3,-122.4,0.05,0.855,89.0,11.4,8760
1168,258.3,120.2,277.6,-119.4,0.05,0.849,88.8,11.2,8760
1169,271.2,110.5,283.8,-123.2,0.05,0.884,90.9,12.9,8760
1170,281.9,121.8,279.2,-120.1,0.05,0.852,90.6,12.7,8760
1171,277.8,111.6,286.1,-117.1,0.05,0.841,88.3,12.1,8760
1172,291.1,123.3,271.5,-121.7,0.05,0.841,91.2,12.2,8760
1173,272.8,117.1,277.9,-124.9,0.05,0.831,91.6,12.5,8760
1174,285.1,113.1,283.6,-118.9,0.05,0.855,90.0,12.9,8760
1175,284.2,109.5,276.4,-127.9,0.05,0.89,90.7,11.6,8760
1176,280.7,111.3,293.8,-125.7,0.05,0.851,89.8,12.9,8760
1177,282.9,105.7,279.5,-123.9,0.05,0.851,91.3,10.8,8760
1178,274.7,111.8,278.5,-117.0,0.05,0.846,90.3,11.7,8760
1179,287.2,118.5,275.8,-116.9,0.05,0.85,90.9,12.0,8760
1180,289.1,114.4,281.0,-119.0,0.05,0.86,88.6,13.4,8760
1181,262.3,111.3,281.1,-118.4,0.05,0.881,88.0,11.8,8760
1182,259.2,114.9,284.1,-113.6,0.05,0.852,90.9,12.7,8760
1183,279.7,107.7,284.2,-126.0,0.05,0.875,89.7,13.2,8760
1184,279.2,116.2,283.7,-120.2,0.05,0.841,90.3,11.5,8760
1185,270.6,121.1,288.0,-119.7,0.05,0.883,89.6,13.3,8760
1186,287.3,109.8,297.0,-116.0,0.05,0.847,90.6,11.9,8760
1187,295.3,103.0,274.1,-116.1,0.05,0.845,90.1,11.1,8760
1188,307.6,120.9,280.8,-121.6,0.05,0.87,91.9,12.9,8760
1189,311.6,110.4,275.9,-124.8,0.05,0.858,90.1,12.1,8760
1190,295.4,121.2,270.3,-122.4,0.05,0.866,89.4,11.5,8760
1191,298.0,108.7,280.2,-118.7,0.05,0.838,90.7,11.7,8760
1192,302.8,114.5,288.1,-117.0,0.05,0.837,87.9,12.5,8760
1193,286.9,118.0,281.0,-121.7,0.05,0.89,88.4,12.8,8760
1194,279.3,113.6,280.3,-123.2,0.05,0.861,91.3,12.5,8760
1195,287.5,110.4,287.1,-111.4,0.05,0.842,89.5,11.7,8760
1196,280.5,101.6,286.3,-123.4,0.05,0.818,90.7,11.3,8760
1197,282.4,122.7,271.8,-126.1,0.05,0.855,91.1,10.9,8760
1198,291.5,118.3,266.7,-116.8,0.05,0.867,89.6,13.2,8760
1199,300.4,116.0,279.6,-123.9,0.05,0.849,90.5,11.9,8760
1200,260.5,121.9,284.8,-121.5,0.05,0.867,91.5,9.9,8760
1201,292.2,108.4,287.4,-119.5,0.05,0.863,89.4,10.7,8760
1202,281.7,117.6,291.6,-124.7,0.05,0.871,89.3,12.4,8760
1203,281.1,116.5,290.7,-124.9,0.05,0.837,90.1,14.1,8760
1204,276.9,125.9,299.7,-120.4,0.05,0.844,89.2,12.1,8760
1205,270.5,115.3,295.7,-122.4,0.05,0.845,88.2,12.4,8760
1206,290.7,116.1,282.1,-121.2,0.05,0.86,89.9,12.4,8760
1207,290.2,121.4,289.3,-119.2,0.05,0.881,90.4,13.2,8760
1208,295.0,106.6,294.4,-119.5,0.05,0.849,90.2,11.9,8760
1209,290.6,112.9,294.2,-120.5,0.05,0.843,89.0,12.3,8760
1210,290.2,117.9,275.9,-126.4,0.05,0.863,91.4,11.3,8760
1211,307.2,117.4,284.1,-121.6,0.05,0.823,90.9,11.5,8760
1212,278.8,121.0,269.2,-126.1,0.05,0.85,90.2,12.5,8760
1213,284.7,128.7,282.5,-120.9,0.05,0.835,90.1,12.6,8760
1214,302.9,108.7,282.4,-118.2,0.05,0.862,90.0,12.5,8760
1215,278.8,123.9,292.4,-125.4,0.05,0.829,88.9,12.7,8760
1216,273.2,114.5,288.2,-120.3,0.05,0.856,88.9,12.6,8760
1217,281.4,114.6,286.5,-119.6,0.05,0.851,89.2,11.9,8760
1218,288.9,109.4,281.0,-118.4,0.05,0.825,91.1,13.1,8760
1219,274.0,123.1,283.6,-118.3,0.05,0.841,90.9,12.4,8760
1220,279.3,110.5,273.2,-119.2,0.05,0.862,90.6,12.0,8760
1221,275.3,113.0,294.2,-121.9,0.05,0.854,88.9,12.4,8760
1222,283.8,121.7,291.2,-122.0,0.05,0.848,89.4,11.0,8760
1223,279.1,117.5,287.7,-119.4,0.05,0.845,90.9,12.1,8760
1224,298.0,107.6,253.8,-118.9,0.05,0.822,89.8,11.8,8760
1225,308.7,118.6,286.6,-116.7,0.05,0.858,89.5,12.9,8760
1226,276.4,118.2,272.9,-119.2,0.05,0.855,91.7,10.8,8760
1227,282.6,120.8,288.1,-119.3,0.05,0.832,89.4,13.1,8760
1228,289.4,118.6,284.5,-124.7,0.05,0.87,90.5,13.9,8760
1229,277.9,120.8,275.0,-119.4,0.05,0.871,87.9,11.9,8760
1230,283.4,113.3,288.7,-115.5,0.05,0.849,90.2,12.2,8760
1231,290.3,111.4,294.5,-118.8,0.05,0.859,89.2,11.7,8760
1232,288.3,109.2,272.3,-122.4,0.05,0.862,89.3,11.3,8760
1233,280.7,114.6,283.0,-111.3,0.05,0.872,91.0,13.0,8760
1234,278.6,110.8,277.0,-114.7,0.05,0.84,88.7,11.7,8760
1235,287.9,118.3,288.0,-123.3,0.05,0.865,89.4,11.9,8760
1236,299.1,113.8,281.5,-117.6,0.05,0.834,89.6,12.5,8760
1237,315.6,120.1,289.9,-117.9,0.05,0.83,90.1,12.0,8760
1238,294.9,117.7,289.2,-121.2,0.05,0.853,88.8,11.8,8760
1239,307.8,118.7,286.1,-112.4,0.05,0.824,88.9,13.4,8760
1240,291.8,116.0,276.8,-118.2,0.05,0.862,88.9,11.9,8760
1241,287.3,118.5,277.5,-115.0,0.05,0.87,89.6,11.9,8760
1242,289.8,113.4,282.9,-121.1,0.05,0.884,91.0,12.8,8760
1243,296.0,111.7,286.2,-116.1,0.05,0.827,90.7,13.9,8760
1244,304.4,124.4,288.4,-116.1,0.05,0.837,90.8,12.6,8760
1245,295.3,123.9,282.4,-120.7,0.05,0.854,89.0,12.2,8760
1246,271.3,122.6,287.2,-122.1,0.05,0.835,89.8,12.6,8760
1247,298.6,113.9,280.1,-117.4,0.05,0.837,90.1,12.1,8760
1248,295.8,121.8,276.8,-127.6,0.05,0.841,91.8,13.6,8760
1249,314.2,116.6,272.7,-129.4,0.05,0.84,89.8,13.1,8760
1250,302.7,118.7,279.9,-123.8,0.05,0.857,90.7,12.3,8760
1251,280.0,120.9,290.5,-124.3,0.05,0.836,90.7,11.8,8760
1252,311.6,120.1,283.3,-120.0,0.05,0.853,89.3,11.3,8760
1253,301.0,121.9,292.1,-113.9,0.05,0.841,91.7,11.3,8760
1254,280.6,108.9,283.8,-122.0,0.05,0.863,90.3,11.1,8760
1255,288.1,115.9,273.2,-123.9,0.05,0.837,91.5,12.2,8760
1256,300.9,110.3,297.1,-114.8,0.05,0.812,89.3,12.4,8760
1257,300.8,114.4,285.1,-122.4,0.05,0.854,91.2,11.4,8760
1258,305.2,114.0,280.9,-116.7,0.05,0.871,90.9,11.0,8760
1259,287.7,122.0,288.0,-124.3,0.05,0.861,89.3,13.4,8760
1260,311.9,121.0,298.7,-119.7,0.05,0.868,91.5,12.2,8760
1261,290.4,109.5,287.2,-116.7,0.05,0.871,90.6,11.6,8760
1262,269.8,115.6,285.5,-121.3,0.05,0.865,92.0,12.1,8760
1263,291.1,116.8,289.0,-123.3,0.05,0.855,90.5,12.2,8760
1264,299.2,120.3,273.9,-117.5,0.05,0.839,89.0,11.1,8760
1265,299.1,117.0,274.7,-118.1,0.05,0.824,90.2,12.2,8760
1266,304.6,127.1,277.3,-120.2,0.05,0.847,90.5,12.2,8760
1267,289.8,116.0,279.3,-116.0,0.05,0.862,91.0,11.7,8760
1268,286.3,112.9,291.2,-124.2,0.05,0.89,88.8,12.2,8760
1269,313.1,121.3,289.8,-123.9,0.05,0.825,90.8,13.2,8760
1270,289.1,112.6,268.8,-123.9,0.05,0.85,91.7,12.5,8760
1271,298.1,116.4,283.9,-114.4,0.05,0.857,88.0,11.4,8760
1272,284.3,115.7,293.1,-120.4,0.05,0.851,91.4,11.4,8760
1273,317.0,115.1,289.4,-121.1,0.05,0.855,90.5,12.3,8760
1274,285.7,112.9,308.8,-121.9,0.05,0.867,88.5,11.7,8760
1275,293.3,120.9,267.1,-119.3,0.05,0.83,90.4,11.1,8760
1276,284.7,117.2,280.5,-121.9,0.05,0.829,88.2,12.8,8760
1277,279.5,117.7,295.0,-122.5,0.05,0.836,90.3,12.9,8760
1278,281.1,117.9,275.2,-121.6,0.05,0.854,89.2,11.6,8760
1279,278.4,119.1,297.6,-124.4,0.05,0.841,90.6,12.9,8760
1280,277.4,117.9,291.4,-120.4,0.05,0.803,90.6,13.2,8760
1281,296.9,113.6,285.1,-112.9,0.05,0.871,90.7,12.2,8760
1282,287.6,117.8,288.7,-117.8,0.05,0.883,91.2,10.8,8760
1283,298.3,122.5,294.3,-122.5,0.05,0.911,88.8,11.1,8760
1284,298.6,129.4,282.8,-121.1,0.05,0.875,90.1,11.7,8760
1285,302.6,120.3,297.8,-114.8,0.05,0.859,90.4,12.1,8760
1286,301.8,119.2,289.6,-115.2,0.05,0.884,88.6,11.9,8760
1287,287.8,117.4,292.9,-117.3,0.05,0.851,88.2,11.2,8760
1288,306.9,105.3,299.2,-117.9,0.05,0.88,89.9,10.3,8760
1289,301.4,125.4,297.2,-122.7,0.05,0.855,89.6,11.3,8760
1290,307.8,113.1,282.7,-124.4,0.05,0.824,90.2,12.9,8760
1291,294.2,111.6,296.6,-113.3,0.05,0.84,89.6,12.3,8760
1292,316.0,116.6,279.3,-117.5,0.05,0.869,90.1,11.5,8760
1293,308.6,121.8,283.9,-119.8,0.05,0.826,90.8,11.7,8760
1294,291.5,119.1,290.4,-116.4,0.05,0.865,90.0,12.5,8760
1295,301.6,117.1,289.2,-120.6,0.05,0.864,89.7,11.6,8760
1296,320.6,124.0,284.2,-117.7,0.05,0.856,90.5,12.0,8760
1297,311.3,121.1,289.8,-115.8,0.05,0.858,90.2,12.2,8760
1298,296.0,119.4,285.7,-123.0,0.05,0.834,88.7,11.2,8760
1299,295.1,119.9,288.3,-129.4,0.05,0.885,91.2,12.3,8760
1300,320.2,114.6,305.6,-123.9,0.05,0.858,88.8,11.9,8760
1301,302.0,118.7,296.3,-119.6,0.05,0.843,89.6,12.6,8760
1302,289.7,124.1,300.4,-126.7,0.05,0.876,92.2,12.1,8760
1303,304.8,124.7,288.5,-119.3,0.05,0.827,90.3,12.3,8760
1304,303.9,124.9,284.6,-122.1,0.05,0.892,90.0,12.1,8760
1305,297.0,115.5,303.8,-122.1,0.05,0.831,89.7,10.3,8760
1306,290.1,114.8,295.9,-122.7,0.05,0.872,91.5,12.5,8760
1307,295.4,120.4,278.8,-120.5,0.05,0.837,90.8,14.0,8760
1308,304.1,109.8,288.2,-119.5,0.05,0.856,89.4,12.1,8760
1309,283.3,115.0,296.3,-124.1,0.05,0.865,88.8,13.3,8760
1310,289.0,118.7,293.8,-122.3,0.05,0.857,90.7,12.7,8760
1311,307.9,119.0,290.1,-110.6,0.05,0.873,89.2,12.0,8760
1312,294.4,119.2,281.5,-121.6,0.05,0.89,90.7,9.9,8760
1313,313.1,125.4,288.5,-117.1,0.05,0.837,89.7,13.1,8760
1314,295.4,110.6,290.9,-120.3,0.05,0.878,90.2,11.5,8760
1315,311.3,120.6,285.5,-115.4,0.05,0.858,90.1,12.0,8760
1316,286.0,117.4,291.6,-120.8,0.05,0.88,90.4,12.6,8760
1317,299.0,125.3,294.8,-119.9,0.05,0.854,89.2,12.3,8760
1318,298.5,117.6,300.6,-125.0,0.05,0.846,91.2,12.1,8760
1319,298.5,121.4,293.2,-126.1,0.05,0.847,91.8,11.3,8760
1320,295.4,117.4,291.1,-122.3,0.05,0.864,90.4,12.5,8760
1321,286.7,118.5,290.1,-118.2,0.05,0.838,91.1,12.8,8760
1322,287.5,117.8,287.7,-109.5,0.05,0.846,91.8,10.8,8760
1323,287.6,116.8,285.3,-121.1,0.05,0.84,89.3,12.8,8760
1324,314.2,125.0,296.3,-119.6,0.05,0.844,89.2,12.1,8760
1325,285.6,115.4,301.4,-112.4,0.05,0.862,91.3,11.7,8760
1326,283.7,123.4,296.8,-119.7,0.05,0.85,91.1,11.1,8760
1327,290.6,115.3,293.0,-124.4,0.05,0.841,89.5,11.6,8760
1328,282.1,120.9,302.3,-119.5,0.05,0.885,91.5,12.5,8760
1329,300.9,120.6,298.5,-121.6,0.05,0.817,90.7,10.9,8760
1330,288.6,120.5,291.7,-125.6,0.05,0.858,91.1,10.9,8760
1331,315.5,112.7,309.5,-121.6,0.05,0.858,88.3,11.8,8760
1332,303.0,120.1,288.1,-123.8,0.05,0.877,90.2,13.1,8760
1333,294.1,118.4,299.2,-126.5,0.05,0.83,91.3,10.9,8760
1334,278.6,130.0,281.6,-119.3,0.05,0.856,87.4,11.6,8760
1335,305.9,122.4,300.0,-121.5,0.05,0.869,89.5,10.7,8760
1336,285.1,113.4,300.9,-126.1,0.05,0.86,89.9,11.7,8760
1337,317.1,118.5,297.8,-119.8,0.05,0.852,92.5,10.7,8760
1338,316.3,124.0,289.1,-113.5,0.05,0.818,89.7,10.9,8760
1339,305.9,115.2,296.5,-120.7,0.05,0.845,90.6,11.6,8760
1340,287.9,134.8,289.2,-128.9,0.05,0.838,88.9,12.5,8760
1341,305.0,122.9,290.2,-121.1,0.05,0.848,90.1,12.5,8760
1342,305.2,123.4,297.2,-116.5,0.05,0.861,90.6,12.8,8760
1343,293.3,116.7,283.8,-119.3,0.05,0.818,90.7,11.7,8760
1344,315.0,117.6,291.7,-115.5,0.05,0.883,89.5,12.0,8760
1345,305.0,122.9,291.3,-114.9,0.05,0.817,89.8,12.2,8760
1346,307.0,127.8,303.1,-121.1,0.05,0.881,89.5,12.6,8760
1347,323.4,127.1,294.4,-121.3,0.05,0.825,90.5,10.9,8760
1348,292.2,115.1,289.9,-120.1,0.05,0.861,89.6,12.7,8760
1349,299.3,117.2,295.5,-112.1,0.05,0.862,89.8,10.6,8760
1350,299.3,122.3,290.6,-126.7,0.05,0.838,91.7,12.9,8760
1351,291.3,124.6,284.3,-114.4,0.05,0.86,91.2,10.4,8760
1352,310.2,121.2,300.6,-116.3,0.05,0.857,89.6,12.4,8760
1353,301.4,116.9,286.5,-125.9,0.05,0.845,91.3,11.9,8760
1354,295.9,125.3,287.3,-119.6,0.05,0.852,91.0,10.5,8760
1355,292.1,113.1,291.9,-115.2,0.05,0.845,89.7,12.5,8760
1356,315.2,120.9,299.6,-124.3,0.05,0.883,92.4,12.2,8760
1357,277.5,118.6,299.0,-121.7,0.05,0.881,90.8,11.2,8760
1358,303.0,117.0,292.7,-122.2,0.05,0.879,92.3,10.6,8760
1359,279.6,120.2,282.1,-119.8,0.05,0.87,91.7,11.9,8760
1360,300.4,111.6,294.5,-119.7,0.05,0.868,89.5,11.4,8760
1361,285.1,110.1,285.5,-126.3,0.05,0.862,89.7,11.3,8760
1362,291.1,105.4,306.5,-124.0,0.05,0.847,88.8,12.6,8760
1363,304.7,117.5,291.4,-113.3,0.05,0.854,90.0,11.0,8760
1364,280.4,120.8,297.2,-115.6,0.05,0.811,89.1,11.3,8760
1365,303.2,120.9,293.6,-118.4,0.05,0.838,91.2,12.1,8760
1366,299.4,129.7,307.1,-116.3,0.05,0.795,91.8,12.4,8760
1367,327.4,127.9,307.4,-116.5,0.05,0.883,92.2,11.9,8760
1368,284.6,120.2,297.9,-119.7,0.05,0.831,88.6,11.2,8760
1369,313.2,129.7,302.2,-115.8,0.05,0.854,88.5,11.4,8760
1370,300.5,119.3,295.4,-118.2,0.05,0.873,90.0,10.2,8760
1371,297.9,122.1,304.8,-122.3,0.05,0.866,90.5,11.8,8760
1372,315.0,118.6,290.4,-120.0,0.05,0.843,90.7,11.2,8760
1373,306.6,121.4,296.8,-121.8,0.05,0.849,90.3,11.9,8760
1374,303.9,130.5,287.2,-120.3,0.05,0.824,90.6,10.9,8760
1375,300.7,120.1,297.5,-122.2,0.05,0.844,91.7,12.0,8760
1376,297.4,120.7,308.4,-120.9,0.05,0.842,89.6,11.3,8760
1377,297.1,115.6,286.3,-123.3,0.05,0.868,89.9,11.6,8760
1378,319.5,128.5,293.1,-122.5,0.05,0.839,90.9,11.6,8760
1379,299.7,118.0,289.3,-118.7,0.05,0.83,91.2,11.3,8760
1380,302.7,115.4,295.4,-121.3,0.05,0.855,91.7,11.9,8760
1381,295.0,118.6,300.3,-114.8,0.05,0.862,90.9,12.2,8760
1382,321.7,112.4,301.0,-116.1,0.05,0.829,89.4,11.1,8760
1383,296.0,119.8,297.6,-116.5,0.05,0.878,89.4,11.1,8760
1384,320.6,125.5,296.4,-118.1,0.05,0.856,90.8,11.5,8760
1385,308.1,114.7,290.3,-122.7,0.05,0.849,89.3,11.3,8760
1386,286.8,125.1,295.2,-126.8,0.05,0.84,90.6,11.3,8760
1387,296.7,122.0,298.7,-125.7,0.05,0.867,89.5,11.7,8760
1388,304.7,119.7,287.8,-121.1,0.05,0.889,88.9,13.1,8760
1389,302.1,122.6,287.3,-123.1,0.05,0.846,89.2,11.6,8760
1390,300.4,131.7,286.8,-119.6,0.05,0.861,89.2,12.3,8760
1391,300.6,110.0,301.4,-124.5,0.05,0.835,91.0,11.4,8760
1392,316.5,128.5,291.0,-116.8,0.05,0.841,92.5,11.2,8760
1393,317.8,126.7,298.8,-122.7,0.05,0.853,88.1,11.9,8760
1394,309.8,123.2,272.5,-125.1,0.05,0.841,90.6,11.9,8760
1395,303.6,125.8,288.2,-117.6,0.05,0.866,90.7,11.6,8760
1396,327.7,125.1,288.7,-119.0,0.05,0.872,89.7,12.6,8760
1397,310.4,110.9,298.9,-121.6,0.05,0.867,91.2,11.9,8760
1398,325.9,121.8,301.5,-116.8,0.05,0.855,91.1,11.2,8760
1399,300.9,116.1,298.5,-118.7,0.05,0.88,91.1,11.5,8760
1400,292.0,124.9,305.5,-117.0,0.05,0.878,90.1,11.3,8760
1401,297.3,122.5,296.1,-119.2,0.05,0.854,90.2,11.1,8760
1402,317.6,123.2,295.4,-123.0,0.05,0.83,91.6,12.1,8760
1403,286.8,126.6,304.2,-119.5,0.05,0.889,90.5,10.6,8760
1404,310.8,124.1,292.1,-117.7,0.05,0.823,91.3,11.0,8760
1405,294.7,122.3,300.4,-119.3,0.05,0.842,89.8,10.8,8760
1406,303.9,128.3,297.0,-116.6,0.05,0.886,89.7,11.5,8760
1407,332.7,130.2,283.7,-118.5,0.05,0.857,91.1,11.1,8760
1408,296.7,119.6,292.5,-116.7,0.05,0.833,89.7,10.3,8760
1409,318.9,129.4,294.5,-121.2,0.05,0.866,91.8,12.0,8760
1410,298.5,114.9,288.3,-119.7,0.05,0.844,90.5,11.2,8760
1411,294.3,117.2,309.8,-116.4,0.05,0.892,90.8,11.3,8760
1412,322.9,122.9,299.1,-120.2,0.05,0.798,91.9,12.1,8760
1413,311.1,122.8,298.7,-122.4,0.05,0.869,89.0,11.8,8760
1414,313.9,122.2,300.4,-124.0,0.05,0.838,90.5,12.2,8760
1415,284.8,125.8,293.1,-120.8,0.05,0.83,89.5,12.4,8760
1416,307.8,121.3,296.6,-118.0,0.05,0.866,90.2,12.5,8760
1417,319.1,125.3,298.0,-117.4,0.05,0.863,91.4,12.4,8760
1418,295.3,117.8,292.0,-116.1,0.05,0.826,90.7,12.0,8760
1419,321.5,124.2,287.0,-123.8,0.05,0.833,89.8,11.5,8760
1420,293.7,130.7,287.2,-114.6,0.05,0.881,91.2,11.1,8760
1421,311.9,117.0,305.1,-120.3,0.05,0.849,89.1,9.7,8760
1422,295.4,129.0,294.7,-120.7,0.05,0.87,92.1,12.7,8760
1423,296.2,113.7,316.8,-110.9,0.05,0.861,89.0,12.4,8760
1424,306.7,122.9,305.1,-118.7,0.05,0.834,90.0,12.2,8760
1425,314.2,124.8,305.5,-121.4,0.05,0.861,86.9,11.3,8760
1426,317.3,121.6,294.4,-124.2,0.05,0.877,90.9,12.3,8760
1427,287.5,122.7,295.9,-121.1,0.05,0.845,90.0,12.3,8760
1428,285.3,132.5,302.1,-120.2,0.05,0.875,88.9,11.1,8760
1429,306.9,130.4,297.9,-118.2,0.05,0.846,90.8,13.0,8760
1430,320.4,123.2,303.7,-117.7,0.05,0.868,91.4,12.5,8760
1431,307.0,126.9,295.3,-123.7,0.05,0.852,90.3,10.3,8760
1432,318.9,109.8,320.1,-114.0,0.05,0.852,90.3,11.9,8760
1433,301.6,124.7,297.3,-120.4,0.05,0.861,89.0,11.7,8760
1434,310.7,124.4,296.8,-115.4,0.05,0.85,90.6,12.7,8760
1435,307.9,124.8,297.8,-115.1,0.05,0.852,91.6,11.5,8760
1436,298.6,127.2,296.2,-117.5,0.05,0.803,90.3,11.3,8760
1437,296.2,121.1,294.1,-120.2,0.05,0.83,90.7,12.7,8760
1438,312.4,127.9,307.5,-115.1,0.05,0.895,89.8,11.1,8760
1439,318.5,127.4,305.0,-112.4,0.05,0.858,90.8,10.8,8760
